start,end,text,file
102.4,102.52,on,ES2008b.A.words.xml
102.52,102.58,our,ES2008b.A.words.xml
102.58,102.8,remote,ES2008b.A.words.xml
102.8,103.1,control,ES2008b.A.words.xml
103.1,104.37,functions,ES2008b.A.words.xml
104.37,104.37,.,ES2008b.A.words.xml
104.37,104.67,Finally,ES2008b.A.words.xml
104.67,104.83,we'll,ES2008b.A.words.xml
104.83,105.03,just,ES2008b.A.words.xml
105.03,105.98,close,ES2008b.A.words.xml
105.98,105.98,.,ES2008b.A.words.xml
105.98,106.1,We're,ES2008b.A.words.xml
106.1,106.33,starting,ES2008b.A.words.xml
106.33,106.45,this,ES2008b.A.words.xml
106.45,106.71,meeting,ES2008b.A.words.xml
106.71,106.88,at,ES2008b.A.words.xml
106.88,107.36,approximately,ES2008b.A.words.xml
107.36,107.68,twelve,ES2008b.A.words.xml
107.68,108.35,thirteen,ES2008b.A.words.xml
108.35,108.44,and,ES2008b.A.words.xml
108.44,108.51,we,ES2008b.A.words.xml
108.51,108.61,have,ES2008b.A.words.xml
108.61,108.93,forty,ES2008b.A.words.xml
108.93,109.45,minutes,ES2008b.A.words.xml
109.45,109.45,.,ES2008b.A.words.xml
109.45,109.81,So,ES2008b.A.words.xml
111.91,112.04,First,ES2008b.A.words.xml
112.04,112.1,of,ES2008b.A.words.xml
112.1,112.2,all,ES2008b.A.words.xml
112.2,112.27,the,ES2008b.A.words.xml
112.27,112.65,functional,ES2008b.A.words.xml
112.65,113.12,design,ES2008b.A.words.xml
113.12,114.57,objectives,ES2008b.A.words.xml
114.57,114.57,.,ES2008b.A.words.xml
114.57,114.74,Uh,ES2008b.A.words.xml
114.74,114.93,we,ES2008b.A.words.xml
114.93,115.07,need,ES2008b.A.words.xml
115.07,115.15,to,ES2008b.A.words.xml
115.15,115.35,keep,ES2008b.A.words.xml
115.35,115.44,in,ES2008b.A.words.xml
115.44,115.74,mind,ES2008b.A.words.xml
115.74,115.82,the,ES2008b.A.words.xml
115.82,116.18,user,ES2008b.A.words.xml
116.18,116.68,requirement,ES2008b.A.words.xml
116.68,117.38,specification,ES2008b.A.words.xml
117.38,117.38,",",ES2008b.A.words.xml
117.38,117.66,what,ES2008b.A.words.xml
117.66,118.18,needs,ES2008b.A.words.xml
118.18,118.35,and,ES2008b.A.words.xml
118.35,118.93,desires,ES2008b.A.words.xml
118.93,119.08,are,ES2008b.A.words.xml
119.08,119.2,to,ES2008b.A.words.xml
119.2,119.31,be,ES2008b.A.words.xml
119.31,121.24,fulfilled,ES2008b.A.words.xml
121.24,121.24,",",ES2008b.A.words.xml
121.24,121.35,the,ES2008b.A.words.xml
121.35,121.79,functions,ES2008b.A.words.xml
121.79,122.18,design,ES2008b.A.words.xml
122.18,122.18,",",ES2008b.A.words.xml
122.18,122.33,what,ES2008b.A.words.xml
122.33,122.88,effects,ES2008b.A.words.xml
122.88,122.97,the,ES2008b.A.words.xml
122.97,123.5,apparatus,ES2008b.A.words.xml
123.5,123.7,should,ES2008b.A.words.xml
123.7,124.69,have,ES2008b.A.words.xml
124.69,124.69,",",ES2008b.A.words.xml
124.69,124.86,and,ES2008b.A.words.xml
124.86,124.98,the,ES2008b.A.words.xml
124.98,125.37,working,ES2008b.A.words.xml
125.37,125.99,design,ES2008b.A.words.xml
125.99,125.99,",",ES2008b.A.words.xml
125.99,126.2,how,ES2008b.A.words.xml
126.2,126.32,the,ES2008b.A.words.xml
126.32,126.83,apparatus,ES2008b.A.words.xml
126.83,127.17,actually,ES2008b.A.words.xml
127.17,127.67,works,ES2008b.A.words.xml
127.67,127.84,to,ES2008b.A.words.xml
127.84,128.14,fulfil,ES2008b.A.words.xml
128.14,128.27,its,ES2008b.A.words.xml
128.27,128.68,function,ES2008b.A.words.xml
128.68,128.68,.,ES2008b.A.words.xml
130.83,131.06,Okay,ES2008b.A.words.xml
131.06,131.06,",",ES2008b.A.words.xml
131.06,131.24,three,ES2008b.A.words.xml
131.24,132.16,presentations,ES2008b.A.words.xml
132.16,132.16,",",ES2008b.A.words.xml
132.16,132.95,um,ES2008b.A.words.xml
132.95,133.06,you,ES2008b.A.words.xml
133.06,133.19,can,ES2008b.A.words.xml
133.19,133.32,go,ES2008b.A.words.xml
133.32,133.41,in,ES2008b.A.words.xml
133.41,133.56,any,ES2008b.A.words.xml
133.56,133.83,order,ES2008b.A.words.xml
133.83,133.89,you,ES2008b.A.words.xml
133.89,134.75,choose,ES2008b.A.words.xml
134.75,135.26,um,ES2008b.A.words.xml
135.26,135.26,.,ES2008b.A.words.xml
138.15,138.58,Sure,ES2008b.A.words.xml
138.58,138.58,",",ES2008b.A.words.xml
138.58,138.8,please,ES2008b.A.words.xml
138.8,138.95,do,ES2008b.A.words.xml
138.95,138.95,.,ES2008b.A.words.xml
149.74,150.03,Yes,ES2008b.A.words.xml
150.03,150.09,I,ES2008b.A.words.xml
150.09,150.51,do,ES2008b.A.words.xml
150.51,150.51,.,ES2008b.A.words.xml
161.68,162.0,Yeah,ES2008b.A.words.xml
162.0,162.0,.,ES2008b.A.words.xml
189.51,189.8,Function,ES2008b.A.words.xml
189.8,189.8,",",ES2008b.A.words.xml
189.8,189.94,F_,ES2008b.A.words.xml
189.94,190.1,eight,ES2008b.A.words.xml
190.1,190.1,",",ES2008b.A.words.xml
190.1,190.3,yeah,ES2008b.A.words.xml
190.3,190.3,.,ES2008b.A.words.xml
193.78,194.1,The,ES2008b.A.words.xml
194.1,194.34,blue,ES2008b.A.words.xml
194.34,194.92,one,ES2008b.A.words.xml
194.92,194.92,",",ES2008b.A.words.xml
194.92,195.32,F_N_,ES2008b.A.words.xml
195.32,195.32,.,ES2008b.A.words.xml
209.14,209.47,Is,ES2008b.A.words.xml
209.47,209.61,it,ES2008b.A.words.xml
209.61,209.91,plugged,ES2008b.A.words.xml
209.91,210.07,in,ES2008b.A.words.xml
210.07,210.21,all,ES2008b.A.words.xml
210.21,210.28,the,ES2008b.A.words.xml
210.28,210.45,way,ES2008b.A.words.xml
210.45,210.72,and,ES2008b.A.words.xml
210.72,211.31,you,ES2008b.A.words.xml
211.31,211.65,screwed,ES2008b.A.words.xml
211.65,211.76,it,ES2008b.A.words.xml
211.76,212.01,in,ES2008b.A.words.xml
212.01,212.41,and,ES2008b.A.words.xml
222.41,222.55,Mm,ES2008b.A.words.xml
222.55,223.43,'kay,ES2008b.A.words.xml
223.43,223.43,.,ES2008b.A.words.xml
223.43,223.65,It's,ES2008b.A.words.xml
223.65,223.98,taking,ES2008b.A.words.xml
223.98,224.09,it,ES2008b.A.words.xml
224.09,224.15,a,ES2008b.A.words.xml
224.15,224.33,little,ES2008b.A.words.xml
224.33,224.58,bit,ES2008b.A.words.xml
229.67,229.94,'Kay,ES2008b.A.words.xml
229.94,230.05,there,ES2008b.A.words.xml
230.05,230.12,you,ES2008b.A.words.xml
230.12,230.28,go,ES2008b.A.words.xml
230.28,230.28,.,ES2008b.A.words.xml
247.84,248.04,Press,ES2008b.A.words.xml
248.04,248.15,the,ES2008b.A.words.xml
248.15,248.61,little,ES2008b.A.words.xml
248.61,249.24,presentation,ES2008b.A.words.xml
249.24,249.24,.,ES2008b.A.words.xml
249.24,249.46,It's,ES2008b.A.words.xml
249.46,250.8,the,ES2008b.A.words.xml
250.8,250.98,um,ES2008b.A.words.xml
250.98,251.04,it,ES2008b.A.words.xml
251.04,251.19,looks,ES2008b.A.words.xml
251.19,251.29,like,ES2008b.A.words.xml
251.29,251.37,a,ES2008b.A.words.xml
251.37,251.68,Y_,ES2008b.A.words.xml
251.68,251.92,kind,ES2008b.A.words.xml
251.92,252.0,of,ES2008b.A.words.xml
252.0,252.13,over,ES2008b.A.words.xml
252.13,252.28,there,ES2008b.A.words.xml
252.28,252.54,above,ES2008b.A.words.xml
252.54,253.02,Draw,ES2008b.A.words.xml
253.02,253.02,.,ES2008b.A.words.xml
254.36,254.68,There,ES2008b.A.words.xml
254.68,254.68,",",ES2008b.A.words.xml
254.68,254.84,that,ES2008b.A.words.xml
254.84,255.9,one,ES2008b.A.words.xml
255.9,255.9,",",ES2008b.A.words.xml
255.9,256.03,there,ES2008b.A.words.xml
256.03,256.17,you,ES2008b.A.words.xml
256.17,256.47,go,ES2008b.A.words.xml
256.47,256.47,.,ES2008b.A.words.xml
489.6,489.77,Thank,ES2008b.A.words.xml
489.77,489.83,you,ES2008b.A.words.xml
489.83,490.02,very,ES2008b.A.words.xml
490.02,490.26,much,ES2008b.A.words.xml
490.26,490.26,.,ES2008b.A.words.xml
490.26,490.39,That,ES2008b.A.words.xml
490.39,490.78,was,ES2008b.A.words.xml
490.78,490.87,that,ES2008b.A.words.xml
490.87,490.97,was,ES2008b.A.words.xml
490.97,492.07,great,ES2008b.A.words.xml
492.07,492.07,.,ES2008b.A.words.xml
492.07,493.34,Um,ES2008b.A.words.xml
493.34,493.48,'s,ES2008b.A.words.xml
493.48,493.68,move,ES2008b.A.words.xml
493.68,493.85,on,ES2008b.A.words.xml
493.85,494.12,to,ES2008b.A.words.xml
494.12,494.21,the,ES2008b.A.words.xml
494.21,494.72,next,ES2008b.A.words.xml
494.72,496.33,presentation,ES2008b.A.words.xml
496.33,496.56,um,ES2008b.A.words.xml
496.56,496.74,on,ES2008b.A.words.xml
496.74,497.86,effects,ES2008b.A.words.xml
497.86,497.86,.,ES2008b.A.words.xml
497.86,497.96,Was,ES2008b.A.words.xml
497.96,499.08,that,ES2008b.A.words.xml
499.08,499.67,you,ES2008b.A.words.xml
499.67,499.67,?,ES2008b.A.words.xml
499.67,500.21,Great,ES2008b.A.words.xml
500.21,500.21,.,ES2008b.A.words.xml
506.24,506.7,Push,ES2008b.A.words.xml
506.7,506.7,.,ES2008b.A.words.xml
508.81,509.22,User,ES2008b.A.words.xml
509.22,509.78,interface,ES2008b.A.words.xml
509.78,509.78,",",ES2008b.A.words.xml
509.78,509.99,right,ES2008b.A.words.xml
509.99,509.99,.,ES2008b.A.words.xml
511.51,512.39,Interface,ES2008b.A.words.xml
512.39,512.39,.,ES2008b.A.words.xml
528.2,528.3,Mm,ES2008b.A.words.xml
528.3,528.62,'kay,ES2008b.A.words.xml
528.62,528.62,",",ES2008b.A.words.xml
528.62,528.86,thank,ES2008b.A.words.xml
528.86,529.0,you,ES2008b.A.words.xml
529.0,529.0,.,ES2008b.A.words.xml
563.88,564.11,Okay,ES2008b.A.words.xml
564.11,564.11,.,ES2008b.A.words.xml
655.49,656.22,Hmm,ES2008b.A.words.xml
656.22,656.22,.,ES2008b.A.words.xml
716.18,716.5,Hmm,ES2008b.A.words.xml
716.5,716.5,.,ES2008b.A.words.xml
848.13,848.23,Mm,ES2008b.A.words.xml
848.23,848.51,'kay,ES2008b.A.words.xml
848.51,848.51,.,ES2008b.A.words.xml
848.51,848.7,Thank,ES2008b.A.words.xml
848.7,848.76,you,ES2008b.A.words.xml
848.76,848.99,very,ES2008b.A.words.xml
848.99,849.33,much,ES2008b.A.words.xml
849.33,849.33,.,ES2008b.A.words.xml
849.33,849.47,That,ES2008b.A.words.xml
849.47,850.19,was,ES2008b.A.words.xml
850.19,850.39,very,ES2008b.A.words.xml
850.39,851.35,useful,ES2008b.A.words.xml
851.35,851.35,.,ES2008b.A.words.xml
851.35,851.44,It's,ES2008b.A.words.xml
851.44,851.69,funny,ES2008b.A.words.xml
851.69,852.67,to,ES2008b.A.words.xml
852.67,852.81,see,ES2008b.A.words.xml
852.81,853.38,the,ES2008b.A.words.xml
853.38,853.81,drastic,ES2008b.A.words.xml
853.81,854.11,difference,ES2008b.A.words.xml
854.11,854.35,between,ES2008b.A.words.xml
854.35,854.58,those,ES2008b.A.words.xml
854.58,855.05,two,ES2008b.A.words.xml
855.05,856.51,remotes,ES2008b.A.words.xml
856.51,856.51,.,ES2008b.A.words.xml
856.51,856.98,Um,ES2008b.A.words.xml
856.98,856.98,.,ES2008b.A.words.xml
858.1,858.36,And,ES2008b.A.words.xml
858.36,858.5,neither,ES2008b.A.words.xml
858.5,858.57,of,ES2008b.A.words.xml
858.57,858.7,them,ES2008b.A.words.xml
858.7,858.8,were,ES2008b.A.words.xml
858.8,859.02,very,ES2008b.A.words.xml
859.02,859.67,pretty,ES2008b.A.words.xml
859.67,859.67,",",ES2008b.A.words.xml
859.67,859.77,you,ES2008b.A.words.xml
859.77,860.14,know,ES2008b.A.words.xml
860.14,860.14,?,ES2008b.A.words.xml
863.11,863.84,Mm,ES2008b.A.words.xml
863.84,863.84,.,ES2008b.A.words.xml
869.27,869.65,Mm,ES2008b.A.words.xml
869.65,869.65,.,ES2008b.A.words.xml
878.08,878.25,You,ES2008b.A.words.xml
878.25,878.53,there,ES2008b.A.words.xml
878.53,878.6,it,ES2008b.A.words.xml
878.6,878.78,is,ES2008b.A.words.xml
878.78,878.78,.,ES2008b.A.words.xml
892.25,892.9,Lovely,ES2008b.A.words.xml
892.9,892.9,.,ES2008b.A.words.xml
899.17,900.07,Hmm,ES2008b.A.words.xml
900.07,900.07,.,ES2008b.A.words.xml
909.18,909.71,Um,ES2008b.A.words.xml
909.71,910.27,the,ES2008b.A.words.xml
910.27,910.42,it's,ES2008b.A.words.xml
910.42,910.57,right,ES2008b.A.words.xml
910.57,910.8,above,ES2008b.A.words.xml
910.8,911.92,Draw,ES2008b.A.words.xml
911.92,911.92,.,ES2008b.A.words.xml
911.92,912.03,There,ES2008b.A.words.xml
912.03,912.07,are,ES2008b.A.words.xml
912.07,912.6,three,ES2008b.A.words.xml
912.6,913.3,thingy,ES2008b.A.words.xml
913.3,913.49,if,ES2008b.A.words.xml
913.49,913.79,it's,ES2008b.A.words.xml
913.79,913.9,way,ES2008b.A.words.xml
913.9,913.98,at,ES2008b.A.words.xml
913.98,914.04,the,ES2008b.A.words.xml
914.04,915.28,bottom,ES2008b.A.words.xml
915.28,915.28,.,ES2008b.A.words.xml
915.28,915.57,Under,ES2008b.A.words.xml
915.57,915.9,three,ES2008b.A.words.xml
915.9,916.36,icons,ES2008b.A.words.xml
916.36,916.45,and,ES2008b.A.words.xml
916.45,916.56,it's,ES2008b.A.words.xml
916.56,916.65,the,ES2008b.A.words.xml
916.65,916.86,one,ES2008b.A.words.xml
916.86,917.16,that,ES2008b.A.words.xml
917.16,917.47,looks,ES2008b.A.words.xml
917.47,917.62,like,ES2008b.A.words.xml
917.62,917.99,a,ES2008b.A.words.xml
917.99,918.34,desk,ES2008b.A.words.xml
918.34,918.34,.,ES2008b.A.words.xml
918.34,918.5,Yeah,ES2008b.A.words.xml
918.5,918.5,",",ES2008b.A.words.xml
918.5,918.63,that,ES2008b.A.words.xml
918.63,919.73,one,ES2008b.A.words.xml
919.73,919.73,.,ES2008b.A.words.xml
919.73,919.82,There,ES2008b.A.words.xml
919.82,919.87,are,ES2008b.A.words.xml
919.87,920.74,Y_s,ES2008b.A.words.xml
920.74,920.74,.,ES2008b.A.words.xml
1008.42,1008.49,You,ES2008b.A.words.xml
1008.49,1008.64,just,ES2008b.A.words.xml
1008.64,1008.94,press,ES2008b.A.words.xml
1008.94,1009.1,yeah,ES2008b.A.words.xml
1009.1,1009.1,",",ES2008b.A.words.xml
1009.1,1009.31,just,ES2008b.A.words.xml
1009.31,1009.92,click,ES2008b.A.words.xml
1009.92,1009.92,.,ES2008b.A.words.xml
1009.92,1010.05,That'll,ES2008b.A.words.xml
1010.05,1010.14,be,ES2008b.A.words.xml
1010.14,1010.35,fine,ES2008b.A.words.xml
1010.35,1010.35,.,ES2008b.A.words.xml
1091.75,1092.19,Um,ES2008b.A.words.xml
1092.19,1092.36,yeah,ES2008b.A.words.xml
1092.36,1092.65,use,ES2008b.A.words.xml
1092.65,1092.95,that,ES2008b.A.words.xml
1092.95,1093.28,thing,ES2008b.A.words.xml
1093.28,1093.45,you,ES2008b.A.words.xml
1093.45,1093.61,can,ES2008b.A.words.xml
1093.61,1094.03,go,ES2008b.A.words.xml
1094.03,1094.68,back,ES2008b.A.words.xml
1094.68,1094.68,",",ES2008b.A.words.xml
1094.68,1095.25,previous,ES2008b.A.words.xml
1095.25,1095.25,.,ES2008b.A.words.xml
1098.85,1099.22,Pardon,ES2008b.A.words.xml
1099.22,1099.22,.,ES2008b.A.words.xml
1101.41,1101.69,Oh,ES2008b.A.words.xml
1101.69,1101.69,",",ES2008b.A.words.xml
1101.69,1102.37,well,ES2008b.A.words.xml
1102.37,1102.37,.,ES2008b.A.words.xml
1102.37,1102.65,Okay,ES2008b.A.words.xml
1102.65,1102.65,.,ES2008b.A.words.xml
1105.93,1106.14,Ye,ES2008b.A.words.xml
1107.22,1107.38,Double,ES2008b.A.words.xml
1107.38,1107.58,click,ES2008b.A.words.xml
1107.58,1107.76,on,ES2008b.A.words.xml
1107.76,1107.97,it,ES2008b.A.words.xml
1107.97,1107.97,.,ES2008b.A.words.xml
1109.25,1109.39,With,ES2008b.A.words.xml
1109.39,1109.5,the,ES2008b.A.words.xml
1109.5,1110.01,right,ES2008b.A.words.xml
1110.01,1110.16,with,ES2008b.A.words.xml
1110.16,1110.29,the,ES2008b.A.words.xml
1110.29,1110.53,left,ES2008b.A.words.xml
1110.53,1110.93,hand,ES2008b.A.words.xml
1110.93,1111.13,one,ES2008b.A.words.xml
1111.13,1111.13,.,ES2008b.A.words.xml
1115.89,1116.01,There,ES2008b.A.words.xml
1116.01,1116.98,we,ES2008b.A.words.xml
1116.98,1117.28,are,ES2008b.A.words.xml
1117.28,1117.28,.,ES2008b.A.words.xml
1142.66,1143.26,Mm-hmm,ES2008b.A.words.xml
1143.26,1143.26,.,ES2008b.A.words.xml
1172.68,1173.39,Mm-hmm,ES2008b.A.words.xml
1173.39,1173.39,.,ES2008b.A.words.xml
1181.11,1182.21,Excellent,ES2008b.A.words.xml
1182.21,1182.21,.,ES2008b.A.words.xml
1195.66,1196.58,So,ES2008b.A.words.xml
1196.58,1196.58,",",ES2008b.A.words.xml
1196.58,1197.3,um,ES2008b.A.words.xml
1197.3,1197.3,.,ES2008b.A.words.xml
1204.58,1204.84,Yes,ES2008b.A.words.xml
1204.84,1204.84,",",ES2008b.A.words.xml
1204.84,1205.55,absolutely,ES2008b.A.words.xml
1205.55,1205.55,.,ES2008b.A.words.xml
1215.77,1215.94,Ah,ES2008b.A.words.xml
1215.94,1216.0,I,ES2008b.A.words.xml
1216.0,1216.1,can,ES2008b.A.words.xml
1216.1,1216.27,never,ES2008b.A.words.xml
1216.27,1216.45,tell,ES2008b.A.words.xml
1216.45,1216.57,which,ES2008b.A.words.xml
1216.57,1216.7,way,ES2008b.A.words.xml
1216.7,1216.8,to,ES2008b.A.words.xml
1216.8,1217.05,turn,ES2008b.A.words.xml
1217.05,1217.24,these,ES2008b.A.words.xml
1217.24,1217.84,things,ES2008b.A.words.xml
1217.84,1217.84,.,ES2008b.A.words.xml
1220.68,1221.0,Lefty,ES2008b.A.words.xml
1221.0,1221.23,loosey,ES2008b.A.words.xml
1221.23,1221.23,",",ES2008b.A.words.xml
1221.23,1221.49,righty,ES2008b.A.words.xml
1221.49,1221.76,tighty,ES2008b.A.words.xml
1221.76,1221.76,",",ES2008b.A.words.xml
1221.76,1225.26,right,ES2008b.A.words.xml
1225.26,1225.26,?,ES2008b.A.words.xml
1225.26,1225.63,Lefty,ES2008b.A.words.xml
1225.63,1226.41,loosey,ES2008b.A.words.xml
1226.41,1226.41,",",ES2008b.A.words.xml
1226.41,1226.74,righty,ES2008b.A.words.xml
1226.74,1228.41,tighty,ES2008b.A.words.xml
1228.41,1228.41,.,ES2008b.A.words.xml
1231.24,1231.42,Oh,ES2008b.A.words.xml
1231.42,1232.09,yes,ES2008b.A.words.xml
1232.09,1232.09,.,ES2008b.A.words.xml
1247.33,1247.54,Mm,ES2008b.A.words.xml
1247.54,1247.6,'kay,ES2008b.A.words.xml
1247.6,1247.6,.,ES2008b.A.words.xml
1259.11,1259.68,Um,ES2008b.A.words.xml
1259.68,1259.75,I,ES2008b.A.words.xml
1259.75,1259.87,have,ES2008b.A.words.xml
1259.87,1260.25,nothing,ES2008b.A.words.xml
1260.25,1260.34,on,ES2008b.A.words.xml
1260.34,1260.42,my,ES2008b.A.words.xml
1260.42,1261.27,screen,ES2008b.A.words.xml
1261.27,1261.27,.,ES2008b.A.words.xml
1264.05,1264.21,Just,ES2008b.A.words.xml
1264.21,1264.24,a,ES2008b.A.words.xml
1264.24,1264.65,sec,ES2008b.A.words.xml
1264.65,1264.65,.,ES2008b.A.words.xml
1265.57,1265.68,Here,ES2008b.A.words.xml
1265.68,1265.75,we,ES2008b.A.words.xml
1265.75,1265.78,are,ES2008b.A.words.xml
1265.78,1265.78,.,ES2008b.A.words.xml
1267.57,1267.93,Okay,ES2008b.A.words.xml
1267.93,1267.93,",",ES2008b.A.words.xml
1267.93,1268.12,yeah,ES2008b.A.words.xml
1268.12,1268.12,",",ES2008b.A.words.xml
1268.12,1268.25,it's,ES2008b.A.words.xml
1268.25,1268.42,fine,ES2008b.A.words.xml
1268.42,1268.42,.,ES2008b.A.words.xml
1270.42,1270.9,Okay,ES2008b.A.words.xml
1270.9,1270.9,",",ES2008b.A.words.xml
1270.9,1271.95,requirements,ES2008b.A.words.xml
1271.95,1271.95,.,ES2008b.A.words.xml
1271.95,1272.07,We,ES2008b.A.words.xml
1272.07,1272.18,have,ES2008b.A.words.xml
1272.18,1272.21,a,ES2008b.A.words.xml
1272.21,1272.47,couple,ES2008b.A.words.xml
1272.47,1272.65,new,ES2008b.A.words.xml
1272.65,1273.2,requirements,ES2008b.A.words.xml
