start,end,text,file
1107.56,1107.74,they,ES2008c.D.words.xml
1107.74,1108.22,ranked,ES2008c.D.words.xml
1108.22,1108.42,um,ES2008c.D.words.xml
1108.42,1108.5,the,ES2008c.D.words.xml
1108.5,1108.87,important,ES2008c.D.words.xml
1108.87,1109.26,aspects,ES2008c.D.words.xml
1109.26,1109.37,of,ES2008c.D.words.xml
1109.37,1109.48,r,ES2008c.D.words.xml
1109.48,1109.84,remote,ES2008c.D.words.xml
1109.84,1111.09,controls,ES2008c.D.words.xml
1111.09,1111.09,",",ES2008c.D.words.xml
1111.09,1111.76,and,ES2008c.D.words.xml
1111.76,1112.01,right,ES2008c.D.words.xml
1112.01,1112.4,now,ES2008c.D.words.xml
1112.4,1112.89,i,ES2008c.D.words.xml
1112.89,1112.99,d,ES2008c.D.words.xml
1112.99,1113.19,they're,ES2008c.D.words.xml
1113.19,1113.54,saying,ES2008c.D.words.xml
1113.54,1114.11,that,ES2008c.D.words.xml
1114.11,1114.65,currently,ES2008c.D.words.xml
1114.65,1114.99,there's,ES2008c.D.words.xml
1114.99,1115.09,a,ES2008c.D.words.xml
1115.09,1115.72,functional,ES2008c.D.words.xml
1115.72,1115.9,look,ES2008c.D.words.xml
1115.9,1116.12,and,ES2008c.D.words.xml
1116.12,1117.19,feel,ES2008c.D.words.xml
1117.19,1117.74,preference,ES2008c.D.words.xml
1117.74,1117.74,",",ES2008c.D.words.xml
1117.74,1117.91,but,ES2008c.D.words.xml
1117.91,1118.08,that,ES2008c.D.words.xml
1118.08,1119.1,really,ES2008c.D.words.xml
1119.1,1119.1,",",ES2008c.D.words.xml
1119.1,1119.33,over,ES2008c.D.words.xml
1119.33,1119.39,the,ES2008c.D.words.xml
1119.39,1119.69,next,ES2008c.D.words.xml
1119.69,1120.1,year,ES2008c.D.words.xml
1120.1,1120.2,it,ES2008c.D.words.xml
1120.2,1120.39,it,ES2008c.D.words.xml
1120.39,1120.7,that's,ES2008c.D.words.xml
1120.7,1120.9,gonna,ES2008c.D.words.xml
1120.9,1121.02,be,ES2008c.D.words.xml
1121.02,1121.58,switching,ES2008c.D.words.xml
1121.58,1122.42,to,ES2008c.D.words.xml
1122.42,1123.25,fancy,ES2008c.D.words.xml
1123.25,1123.45,look,ES2008c.D.words.xml
1123.45,1123.63,and,ES2008c.D.words.xml
1123.63,1123.88,feel,ES2008c.D.words.xml
1123.88,1124.33,remotes,ES2008c.D.words.xml
1124.33,1124.33,",",ES2008c.D.words.xml
1124.33,1124.41,so,ES2008c.D.words.xml
1124.41,1124.57,that,ES2008c.D.words.xml
1124.57,1125.11,just,ES2008c.D.words.xml
1125.11,1125.37,goes,ES2008c.D.words.xml
1125.37,1125.71,back,ES2008c.D.words.xml
1125.71,1126.11,to,ES2008c.D.words.xml
1126.78,1126.91,the,ES2008c.D.words.xml
1126.91,1127.19,whole,ES2008c.D.words.xml
1127.19,1127.88,desire,ES2008c.D.words.xml
1127.88,1128.37,of,ES2008c.D.words.xml
1128.37,1128.57,our,ES2008c.D.words.xml
1128.57,1128.8,c,ES2008c.D.words.xml
1128.8,1129.08,Real,ES2008c.D.words.xml
1129.08,1129.52,Reaction,ES2008c.D.words.xml
1129.52,1129.99,company,ES2008c.D.words.xml
1129.99,1130.28,wanting,ES2008c.D.words.xml
1130.28,1130.36,to,ES2008c.D.words.xml
1130.36,1130.72,focus,ES2008c.D.words.xml
1130.72,1131.22,on,ES2008c.D.words.xml
1131.22,1131.81,fashion,ES2008c.D.words.xml
1131.81,1132.58,and,ES2008c.D.words.xml
1132.58,1133.27,so,ES2008c.D.words.xml
1133.27,1133.27,",",ES2008c.D.words.xml
1133.27,1133.52,even,ES2008c.D.words.xml
1133.52,1133.7,though,ES2008c.D.words.xml
1133.7,1134.01,we're,ES2008c.D.words.xml
1134.01,1134.85,stressing,ES2008c.D.words.xml
1134.85,1134.85,",",ES2008c.D.words.xml
1134.85,1135.02,when,ES2008c.D.words.xml
1135.02,1135.18,we're,ES2008c.D.words.xml
1135.18,1135.59,talking,ES2008c.D.words.xml
1135.59,1135.59,",",ES2008c.D.words.xml
1135.59,1135.77,we've,ES2008c.D.words.xml
1135.77,1135.9,all,ES2008c.D.words.xml
1135.9,1136.22,been,ES2008c.D.words.xml
1136.22,1136.68,talking,ES2008c.D.words.xml
1136.68,1136.95,about,ES2008c.D.words.xml
1136.95,1137.17,this,ES2008c.D.words.xml
1137.17,1137.32,like,ES2008c.D.words.xml
1137.32,1138.1,simplicity,ES2008c.D.words.xml
1138.1,1138.32,and,ES2008c.D.words.xml
1138.32,1138.58,easy,ES2008c.D.words.xml
1138.58,1138.66,to,ES2008c.D.words.xml
1138.66,1138.93,use,ES2008c.D.words.xml
1138.93,1140.09,idea,ES2008c.D.words.xml
1140.09,1140.09,",",ES2008c.D.words.xml
1140.09,1140.25,they're,ES2008c.D.words.xml
1140.25,1140.47,sort,ES2008c.D.words.xml
1140.47,1140.69,of,ES2008c.D.words.xml
1140.69,1141.03,wanting,ES2008c.D.words.xml
1141.03,1141.2,us,ES2008c.D.words.xml
1141.2,1141.46,to,ES2008c.D.words.xml
1141.46,1141.87,remember,ES2008c.D.words.xml
1141.87,1142.16,that,ES2008c.D.words.xml
1142.16,1142.3,the,ES2008c.D.words.xml
1142.3,1142.63,number,ES2008c.D.words.xml
1142.63,1142.85,one,ES2008c.D.words.xml
1142.85,1143.03,thing,ES2008c.D.words.xml
1143.03,1143.14,for,ES2008c.D.words.xml
1143.14,1143.49,everyone,ES2008c.D.words.xml
1143.49,1143.62,is,ES2008c.D.words.xml
1143.62,1143.76,that,ES2008c.D.words.xml
1143.76,1143.95,it's,ES2008c.D.words.xml
1143.95,1144.26,fancy,ES2008c.D.words.xml
1144.26,1144.41,look,ES2008c.D.words.xml
1144.41,1144.56,and,ES2008c.D.words.xml
1144.56,1144.85,feel,ES2008c.D.words.xml
1144.85,1144.85,.,ES2008c.D.words.xml
1144.85,1145.05,And,ES2008c.D.words.xml
1145.05,1145.28,as,ES2008c.D.words.xml
1145.28,1145.46,these,ES2008c.D.words.xml
1145.46,1145.61,are,ES2008c.D.words.xml
1145.61,1146.47,ranked,ES2008c.D.words.xml
1146.47,1146.47,",",ES2008c.D.words.xml
1146.47,1146.56,the,ES2008c.D.words.xml
1146.56,1146.84,top,ES2008c.D.words.xml
1146.84,1147.05,one,ES2008c.D.words.xml
1147.05,1147.25,is,ES2008c.D.words.xml
1147.25,1147.66,doubly,ES2008c.D.words.xml
1147.66,1148.1,important,ES2008c.D.words.xml
1148.1,1148.17,to,ES2008c.D.words.xml
1148.17,1148.26,the,ES2008c.D.words.xml
1148.26,1148.62,second,ES2008c.D.words.xml
1148.62,1148.97,one,ES2008c.D.words.xml
1148.97,1148.97,",",ES2008c.D.words.xml
1148.97,1149.12,which,ES2008c.D.words.xml
1149.12,1149.25,is,ES2008c.D.words.xml
1149.25,1149.59,doubly,ES2008c.D.words.xml
1149.59,1149.95,important,ES2008c.D.words.xml
1149.95,1150.03,to,ES2008c.D.words.xml
1150.03,1150.12,the,ES2008c.D.words.xml
1150.12,1150.38,third,ES2008c.D.words.xml
1150.38,1150.67,one,ES2008c.D.words.xml
1150.67,1150.67,",",ES2008c.D.words.xml
1150.67,1151.62,so,ES2008c.D.words.xml
1151.62,1151.84,just,ES2008c.D.words.xml
1151.84,1152.0,to,ES2008c.D.words.xml
1152.0,1152.32,take,ES2008c.D.words.xml
1152.32,1152.55,that,ES2008c.D.words.xml
1152.55,1152.82,weight,ES2008c.D.words.xml
1152.82,1153.03,into,ES2008c.D.words.xml
1153.03,1153.87,account,ES2008c.D.words.xml
1153.87,1153.87,.,ES2008c.D.words.xml
1154.41,1154.55,The,ES2008c.D.words.xml
1154.55,1154.94,second,ES2008c.D.words.xml
1154.94,1155.18,thing,ES2008c.D.words.xml
1155.18,1155.39,that,ES2008c.D.words.xml
1155.39,1155.53,was,ES2008c.D.words.xml
1155.53,1156.57,mentioned,ES2008c.D.words.xml
1156.57,1156.72,as,ES2008c.D.words.xml
1156.72,1157.23,important,ES2008c.D.words.xml
1157.23,1157.61,was,ES2008c.D.words.xml
1157.61,1157.85,the,ES2008c.D.words.xml
1157.85,1158.45,technological,ES2008c.D.words.xml
1158.45,1159.13,innovations,ES2008c.D.words.xml
1159.13,1159.13,.,ES2008c.D.words.xml
1159.13,1159.26,That,ES2008c.D.words.xml
1159.26,1159.37,would,ES2008c.D.words.xml
1159.37,1159.51,be,ES2008c.D.words.xml
1159.51,1159.66,like,ES2008c.D.words.xml
1159.66,1159.78,if,ES2008c.D.words.xml
1159.78,1159.88,we,ES2008c.D.words.xml
1159.88,1160.23,use,ES2008c.D.words.xml
1160.23,1160.56,something,ES2008c.D.words.xml
1160.56,1160.72,like,ES2008c.D.words.xml
1160.72,1160.82,the,ES2008c.D.words.xml
1160.82,1161.19,space,ES2008c.D.words.xml
1161.19,1161.88,material,ES2008c.D.words.xml
1161.88,1162.77,or,ES2008c.D.words.xml
1162.77,1162.85,the,ES2008c.D.words.xml
1162.85,1163.28,L_C_D_,ES2008c.D.words.xml
1163.28,1163.6,screen,ES2008c.D.words.xml
1163.6,1163.6,",",ES2008c.D.words.xml
1163.6,1163.82,things,ES2008c.D.words.xml
1163.82,1163.98,like,ES2008c.D.words.xml
1163.98,1164.29,that,ES2008c.D.words.xml
1164.29,1164.29,.,ES2008c.D.words.xml
1164.29,1164.44,And,ES2008c.D.words.xml
1164.44,1164.68,then,ES2008c.D.words.xml
1164.68,1164.86,ease,ES2008c.D.words.xml
1164.86,1164.95,of,ES2008c.D.words.xml
1164.95,1165.24,use,ES2008c.D.words.xml
1165.24,1165.41,was,ES2008c.D.words.xml
1165.41,1165.54,the,ES2008c.D.words.xml
1165.54,1165.8,third,ES2008c.D.words.xml
1165.8,1166.01,most,ES2008c.D.words.xml
1166.01,1166.55,important,ES2008c.D.words.xml
1166.55,1166.55,",",ES2008c.D.words.xml
1166.55,1166.73,whi,ES2008c.D.words.xml
1166.73,1167.88,so,ES2008c.D.words.xml
1167.88,1168.8,really,ES2008c.D.words.xml
1168.8,1168.8,",",ES2008c.D.words.xml
1168.8,1168.88,no,ES2008c.D.words.xml
1168.88,1169.1,matter,ES2008c.D.words.xml
1169.1,1169.26,what,ES2008c.D.words.xml
1169.26,1169.26,",",ES2008c.D.words.xml
1169.26,1169.33,we,ES2008c.D.words.xml
1169.33,1169.48,need,ES2008c.D.words.xml
1169.48,1169.56,to,ES2008c.D.words.xml
1169.56,1169.85,focus,ES2008c.D.words.xml
1169.85,1169.94,the,ES2008c.D.words.xml
1169.94,1170.22,most,ES2008c.D.words.xml
1170.22,1170.33,on,ES2008c.D.words.xml
1170.33,1170.66,fancy,ES2008c.D.words.xml
1170.66,1170.78,look,ES2008c.D.words.xml
1170.78,1170.89,and,ES2008c.D.words.xml
1170.89,1171.45,feel,ES2008c.D.words.xml
1171.45,1171.45,",",ES2008c.D.words.xml
1171.45,1171.84,according,ES2008c.D.words.xml
1171.84,1171.96,to,ES2008c.D.words.xml
1171.96,1172.44,this,ES2008c.D.words.xml
1172.44,1172.44,.,ES2008c.D.words.xml
1172.44,1172.98,I,ES2008c.D.words.xml
1172.98,1173.1,don't,ES2008c.D.words.xml
1173.1,1173.16,know,ES2008c.D.words.xml
1173.16,1173.23,how,ES2008c.D.words.xml
1173.23,1173.38,much,ES2008c.D.words.xml
1173.38,1173.47,we,ES2008c.D.words.xml
1173.47,1173.69,agree,ES2008c.D.words.xml
1173.69,1173.81,with,ES2008c.D.words.xml
1173.81,1175.15,that,ES2008c.D.words.xml
1175.15,1175.15,.,ES2008c.D.words.xml
1175.15,1175.28,And,ES2008c.D.words.xml
1175.28,1175.97,then,ES2008c.D.words.xml
1175.97,1176.04,the,ES2008c.D.words.xml
1176.04,1176.5,fashion,ES2008c.D.words.xml
1176.5,1177.51,watch,ES2008c.D.words.xml
1177.51,1177.9,talks,ES2008c.D.words.xml
1177.9,1178.21,about,ES2008c.D.words.xml
1178.21,1178.4,that,ES2008c.D.words.xml
1178.4,1178.57,this,ES2008c.D.words.xml
1178.57,1178.82,year's,ES2008c.D.words.xml
1178.82,1179.1,top,ES2008c.D.words.xml
1179.1,1179.55,trend,ES2008c.D.words.xml
1179.55,1180.14,for,ES2008c.D.words.xml
1180.14,1180.61,clothes,ES2008c.D.words.xml
1180.61,1180.61,",",ES2008c.D.words.xml
1180.61,1180.96,shoes,ES2008c.D.words.xml
1180.96,1181.12,and,ES2008c.D.words.xml
1181.12,1182.41,furniture,ES2008c.D.words.xml
1182.41,1182.69,is,ES2008c.D.words.xml
1182.69,1183.02,fruits,ES2008c.D.words.xml
1183.02,1184.0,and,ES2008c.D.words.xml
1184.0,1185.25,vegetables,ES2008c.D.words.xml
1185.25,1185.77,and,ES2008c.D.words.xml
1185.77,1185.96,tha,ES2008c.D.words.xml
1185.96,1186.17,that,ES2008c.D.words.xml
1186.17,1186.36,there's,ES2008c.D.words.xml
1186.36,1186.45,a,ES2008c.D.words.xml
1186.45,1187.07,preference,ES2008c.D.words.xml
1187.07,1187.36,for,ES2008c.D.words.xml
1187.36,1189.28,spongy,ES2008c.D.words.xml
1189.28,1189.28,",",ES2008c.D.words.xml
1189.28,1189.53,tight,ES2008c.D.words.xml
1189.53,1191.81,material,ES2008c.D.words.xml
1191.81,1191.81,.,ES2008c.D.words.xml
1191.81,1192.45,And,ES2008c.D.words.xml
1192.45,1192.78,so,ES2008c.D.words.xml
1192.78,1193.05,that,ES2008c.D.words.xml
1193.05,1193.36,brings,ES2008c.D.words.xml
1193.36,1193.7,us,ES2008c.D.words.xml
1193.7,1193.82,to,ES2008c.D.words.xml
1193.82,1194.04,my,ES2008c.D.words.xml
1194.04,1194.55,personal,ES2008c.D.words.xml
1194.55,1195.86,preferences,ES2008c.D.words.xml
1195.86,1195.86,.,ES2008c.D.words.xml
1195.86,1196.26,Who,ES2008c.D.words.xml
1196.26,1196.56,wants,ES2008c.D.words.xml
1196.56,1196.64,a,ES2008c.D.words.xml
1196.64,1197.11,spongy,ES2008c.D.words.xml
1197.11,1197.71,remote,ES2008c.D.words.xml
1197.71,1198.12,or,ES2008c.D.words.xml
1198.12,1198.34,one,ES2008c.D.words.xml
1198.34,1198.56,with,ES2008c.D.words.xml
1198.56,1198.71,fruit,ES2008c.D.words.xml
1198.71,1198.91,and,ES2008c.D.words.xml
1198.91,1199.34,vegetable,ES2008c.D.words.xml
1199.34,1200.19,padding,ES2008c.D.words.xml
1200.19,1200.19,.,ES2008c.D.words.xml
1200.19,1201.67,Personally,ES2008c.D.words.xml
1201.67,1201.67,",",ES2008c.D.words.xml
1201.67,1201.83,I,ES2008c.D.words.xml
1201.83,1202.03,don't,ES2008c.D.words.xml
1202.03,1202.35,really,ES2008c.D.words.xml
1202.35,1202.56,think,ES2008c.D.words.xml
1202.56,1202.72,that,ES2008c.D.words.xml
1202.72,1202.99,I,ES2008c.D.words.xml
1202.99,1203.3,want,ES2008c.D.words.xml
1203.3,1203.7,one,ES2008c.D.words.xml
1203.7,1203.9,that's,ES2008c.D.words.xml
1203.9,1204.14,gonna,ES2008c.D.words.xml
1204.14,1204.25,go,ES2008c.D.words.xml
1204.25,1204.42,out,ES2008c.D.words.xml
1204.42,1204.49,of,ES2008c.D.words.xml
1204.49,1204.9,style,ES2008c.D.words.xml
1204.9,1205.47,or,ES2008c.D.words.xml
1205.47,1205.61,go,ES2008c.D.words.xml
1205.61,1206.32,stale,ES2008c.D.words.xml
1206.32,1206.32,",",ES2008c.D.words.xml
1206.32,1206.77,excuse,ES2008c.D.words.xml
1206.77,1206.91,the,ES2008c.D.words.xml
1206.91,1207.82,pun,ES2008c.D.words.xml
1207.82,1207.82,",",ES2008c.D.words.xml
1207.82,1208.42,um,ES2008c.D.words.xml
1208.42,1208.58,in,ES2008c.D.words.xml
1208.58,1208.65,a,ES2008c.D.words.xml
1208.65,1209.21,year,ES2008c.D.words.xml
1209.21,1209.21,",",ES2008c.D.words.xml
1209.21,1209.84,so,ES2008c.D.words.xml
1210.33,1210.62,even,ES2008c.D.words.xml
1210.62,1210.81,though,ES2008c.D.words.xml
1210.81,1211.04,this,ES2008c.D.words.xml
1211.04,1211.1,is,ES2008c.D.words.xml
1211.1,1211.44,coming,ES2008c.D.words.xml
1211.44,1211.61,from,ES2008c.D.words.xml
1211.61,1211.91,us,ES2008c.D.words.xml
1211.91,1212.59,as,ES2008c.D.words.xml
1212.59,1212.59,",",ES2008c.D.words.xml
1212.59,1212.71,you,ES2008c.D.words.xml
1212.71,1212.86,know,ES2008c.D.words.xml
1212.86,1212.86,",",ES2008c.D.words.xml
1212.86,1213.18,trend,ES2008c.D.words.xml
1213.18,1213.38,watch,ES2008c.D.words.xml
1213.38,1213.38,",",ES2008c.D.words.xml
1213.38,1213.66,market,ES2008c.D.words.xml
1213.66,1214.87,research,ES2008c.D.words.xml
1214.87,1214.87,",",ES2008c.D.words.xml
1214.87,1214.93,I,ES2008c.D.words.xml
1214.93,1215.07,don't,ES2008c.D.words.xml
1215.07,1215.15,know,ES2008c.D.words.xml
1215.15,1215.26,how,ES2008c.D.words.xml
1215.26,1215.46,much,ES2008c.D.words.xml
1215.46,1215.54,of,ES2008c.D.words.xml
1215.54,1215.65,it,ES2008c.D.words.xml
1215.65,1215.77,we,ES2008c.D.words.xml
1215.77,1217.51,necessarily,ES2008c.D.words.xml
1217.51,1217.77,wanna,ES2008c.D.words.xml
1217.77,1217.97,take,ES2008c.D.words.xml
1217.97,1218.46,away,ES2008c.D.words.xml
1218.46,1218.46,.,ES2008c.D.words.xml
1218.46,1219.27,Also,ES2008c.D.words.xml
1219.27,1219.27,",",ES2008c.D.words.xml
1219.27,1219.75,considering,ES2008c.D.words.xml
1219.75,1219.94,that,ES2008c.D.words.xml
1219.94,1220.12,the,ES2008c.D.words.xml
1220.12,1220.26,d,ES2008c.D.words.xml
1220.26,1220.69,research,ES2008c.D.words.xml
1220.69,1220.8,b,ES2008c.D.words.xml
1220.8,1221.01,has,ES2008c.D.words.xml
