range_category,stimulus_id,exp_id,llm_model,mean_input_value,mean_correct,mean_response,var_response,var_correct,squared_bias
long,4,base_7_text,microsoft_phi-4-multimodal-instruct,20.13,20.13,48.6,45.8,0.0,810.5409000000002
long,4,base_7_text,mistralai_mistral-small-3.2-24b-instruct,20.13,20.13,35.22,9.592000000000004,0.0,227.7081
long,4,base_7_text,openai_gpt-4o-2024-08-06,20.13,20.13,32.0,28.0,0.0,140.89690000000002
long,4,base_7_text,qwen_qwen2.5-vl-32b-instruct,20.13,20.13,75.6,449.79999999999995,0.0,3076.9209
long,4,base_text,GPT-5 Mini,20.13,20.13,34.46,33.32800000000001,0.0,205.34890000000004
long,4,base_text,anthropic_claude-3.7-sonnet,20.13,20.13,20.6,0.8000000000000005,0.0,0.22090000000000226
long,4,base_text,gemma-3-4b-it,20.13,20.13,71.0,30.000000000000007,0.0,2587.7569000000003
long,4,base_text,google_gemini-2.5-flash-lite,20.13,20.13,46.0,33.49999999999999,0.0,669.2569000000001
long,4,base_text,meta-llama_llama-4-maverick,20.13,20.13,38.0,31.5,0.0,319.3369
long,4,base_text,microsoft_phi-4-multimodal-instruct,20.13,20.13,42.0,20.5,0.0,478.29690000000005
long,4,base_text,mistralai_mistral-small-3.2-24b-instruct,20.13,20.13,35.1,33.29000000000001,0.0,224.10090000000008
long,4,base_text,openai_gpt-4o-2024-08-06,20.13,20.13,33.4,27.299999999999997,0.0,176.0929
long,4,base_text,qwen_qwen2.5-vl-32b-instruct,20.13,20.13,67.2,737.7,0.0,2215.5849000000007
long,5,base_7_text,GPT-5 Mini,20.28,20.28,21.52,6.451999999999998,0.0,1.537599999999996
long,5,base_7_text,anthropic_claude-3.7-sonnet,20.28,20.28,16.4,5.300000000000001,0.0,15.05440000000002
long,5,base_7_text,gemma-3-4b-it,20.28,20.28,57.2,4.6999999999999975,0.0,1363.0864000000001
long,5,base_7_text,google_gemini-2.5-flash-lite,20.28,20.28,30.6,8.800000000000004,0.0,106.50240000000001
long,5,base_7_text,meta-llama_llama-4-maverick,20.28,20.28,21.8,2.6999999999999997,0.0,2.3103999999999987
long,5,base_7_text,microsoft_phi-4-multimodal-instruct,20.28,20.28,33.2,17.699999999999996,0.0,166.92640000000006
long,5,base_7_text,mistralai_mistral-small-3.2-24b-instruct,20.28,20.28,21.740000000000002,6.487999999999995,0.0,2.1316000000000024
long,5,base_7_text,openai_gpt-4o-2024-08-06,20.28,20.28,27.4,11.299999999999997,0.0,50.694399999999966
long,5,base_7_text,qwen_qwen2.5-vl-32b-instruct,20.28,20.28,48.4,445.3,0.0,790.7343999999998
long,5,base_text,GPT-5 Mini,20.28,20.28,21.8,17.199999999999996,0.0,2.3103999999999987
long,5,base_text,anthropic_claude-3.7-sonnet,20.28,20.28,17.0,0.5000000000000002,0.0,10.758400000000007
long,5,base_text,gemma-3-4b-it,20.28,20.28,58.0,7.500000000000002,0.0,1422.7984
long,5,base_text,google_gemini-2.5-flash-lite,20.28,20.28,32.6,4.3,0.0,151.7824
long,5,base_text,meta-llama_llama-4-maverick,20.28,20.28,23.0,11.999999999999998,0.0,7.398399999999993
long,5,base_text,microsoft_phi-4-multimodal-instruct,20.28,20.28,29.4,17.3,0.0,83.17439999999995
long,5,base_text,mistralai_mistral-small-3.2-24b-instruct,20.28,20.28,20.318,3.96312,0.0,0.0014440000000000195
long,5,base_text,openai_gpt-4o-2024-08-06,20.28,20.28,27.4,32.3,0.0,50.694399999999966
long,5,base_text,qwen_qwen2.5-vl-32b-instruct,20.28,20.28,41.0,200.5,0.0,429.31839999999994
long,6,base_7_text,GPT-5 Mini,16.69,16.69,18.119999999999997,2.6319999999999966,0.0,2.044899999999989
long,6,base_7_text,anthropic_claude-3.7-sonnet,16.69,16.69,12.0,0.5000000000000002,0.0,21.996100000000013
long,6,base_7_text,gemma-3-4b-it,16.69,16.69,47.6,18.799999999999997,0.0,955.4281
long,6,base_7_text,google_gemini-2.5-flash-lite,16.69,16.69,27.4,6.799999999999999,0.0,114.70409999999994
long,6,base_7_text,meta-llama_llama-4-maverick,16.69,16.69,19.6,17.3,0.0,8.468100000000002
long,6,base_7_text,microsoft_phi-4-multimodal-instruct,16.69,16.69,26.6,5.3000000000000025,0.0,98.2081
long,6,base_7_text,mistralai_mistral-small-3.2-24b-instruct,16.69,16.69,14.819999999999999,2.1619999999999995,0.0,3.4969000000000103
long,6,base_7_text,openai_gpt-4o-2024-08-06,16.69,16.69,19.4,4.3,0.0,7.344099999999985
long,6,base_7_text,qwen_qwen2.5-vl-32b-instruct,16.69,16.69,39.0,135.5,0.0,497.73609999999996
long,6,base_text,GPT-5 Mini,16.69,16.69,19.080000000000002,0.8319999999999996,0.0,5.712100000000003
long,6,base_text,anthropic_claude-3.7-sonnet,16.69,16.69,12.2,0.6999999999999998,0.0,20.160100000000018
long,6,base_text,gemma-3-4b-it,16.69,16.69,51.6,22.8,0.0,1218.7080999999998
long,6,base_text,google_gemini-2.5-flash-lite,16.69,16.69,29.4,7.800000000000001,0.0,161.54409999999993
long,6,base_text,meta-llama_llama-4-maverick,16.69,16.69,17.4,6.300000000000001,0.0,0.5040999999999962
long,6,base_text,microsoft_phi-4-multimodal-instruct,16.69,16.69,24.2,15.700000000000001,0.0,56.40009999999997
long,6,base_text,mistralai_mistral-small-3.2-24b-instruct,16.69,16.69,15.407999999999998,5.595319999999999,0.0,1.643524000000009
long,6,base_text,openai_gpt-4o-2024-08-06,16.69,16.69,21.8,2.2,0.0,26.112099999999995
long,6,base_text,qwen_qwen2.5-vl-32b-instruct,16.69,16.69,40.0,396.00000000000006,0.0,543.3561
long,7,base_7_text,GPT-5 Mini,44.63,44.63,52.82000000000001,32.762,0.0,67.07610000000008
long,7,base_7_text,anthropic_claude-3.7-sonnet,44.63,44.63,39.2,38.199999999999996,0.0,29.484899999999996
long,7,base_7_text,gemma-3-4b-it,44.63,44.63,134.0,5.0,0.0,7986.996900000001
long,7,base_7_text,google_gemini-2.5-flash-lite,44.63,44.63,80.8,54.199999999999996,0.0,1308.2688999999996
long,7,base_7_text,meta-llama_llama-4-maverick,44.63,44.63,64.6,10.800000000000008,0.0,398.8008999999997
long,7,base_7_text,microsoft_phi-4-multimodal-instruct,44.63,44.63,125.4,441.8,0.0,6523.792900000001
long,7,base_7_text,mistralai_mistral-small-3.2-24b-instruct,44.63,44.63,54.56,39.96799999999999,0.0,98.6049
long,7,base_7_text,openai_gpt-4o-2024-08-06,44.63,44.63,66.2,193.70000000000002,0.0,465.2649
long,7,base_7_text,qwen_qwen2.5-vl-32b-instruct,44.63,44.63,108.4,668.3000000000001,0.0,4066.6129000000005
long,7,base_text,GPT-5 Mini,44.63,44.63,56.7,104.77,0.0,145.6849
long,7,base_text,anthropic_claude-3.7-sonnet,44.63,44.63,41.0,6.5,0.0,13.17690000000002
long,7,base_text,gemma-3-4b-it,44.63,44.63,131.0,80.0,0.0,7459.776900000001
long,7,base_text,google_gemini-2.5-flash-lite,44.63,44.63,86.4,72.3,0.0,1744.7329000000002
long,7,base_text,meta-llama_llama-4-maverick,44.63,44.63,71.6,183.79999999999998,0.0,727.3808999999995
long,7,base_text,microsoft_phi-4-multimodal-instruct,44.63,44.63,109.8,474.2,0.0,4247.128899999999
long,7,base_text,mistralai_mistral-small-3.2-24b-instruct,44.63,44.63,52.09400000000001,67.51088000000006,0.0,55.71129600000008
long,7,base_text,openai_gpt-4o-2024-08-06,44.63,44.63,64.8,35.20000000000001,0.0,406.8288999999998
long,7,base_text,qwen_qwen2.5-vl-32b-instruct,44.63,44.63,96.4,1925.3,0.0,2680.1329000000005
long,8,base_7_text,GPT-5 Mini,35.43,35.43,47.82000000000001,2.702000000000006,0.0,153.5121000000002
long,8,base_7_text,anthropic_claude-3.7-sonnet,35.43,35.43,28.6,5.799999999999999,0.0,46.648899999999976
long,8,base_7_text,gemma-3-4b-it,35.43,35.43,84.6,20.800000000000004,0.0,2417.6888999999996
long,8,base_7_text,google_gemini-2.5-flash-lite,35.43,35.43,69.2,100.7,0.0,1140.4129000000003
long,8,base_7_text,meta-llama_llama-4-maverick,35.43,35.43,49.0,42.499999999999986,0.0,184.1449
long,8,base_7_text,microsoft_phi-4-multimodal-instruct,35.43,35.43,112.8,401.20000000000005,0.0,5986.116900000001
long,8,base_7_text,mistralai_mistral-small-3.2-24b-instruct,35.43,35.43,47.42,13.931999999999993,0.0,143.76010000000005
long,8,base_7_text,openai_gpt-4o-2024-08-06,35.43,35.43,51.6,60.800000000000004,0.0,261.4689000000001
long,8,base_7_text,qwen_qwen2.5-vl-32b-instruct,35.43,35.43,101.6,862.3000000000001,0.0,4378.468899999998
long,8,base_text,GPT-5 Mini,35.43,35.43,57.0,10.644999999999994,0.0,465.2649
long,8,base_text,anthropic_claude-3.7-sonnet,35.43,35.43,30.2,1.1999999999999993,0.0,27.352900000000005
long,8,base_text,gemma-3-4b-it,35.43,35.43,86.0,22.000000000000007,0.0,2557.3249
long,8,base_text,google_gemini-2.5-flash-lite,35.43,35.43,71.0,62.50000000000001,0.0,1265.2249
long,8,base_text,meta-llama_llama-4-maverick,35.43,35.43,53.8,77.19999999999999,0.0,337.4568999999999
long,8,base_text,microsoft_phi-4-multimodal-instruct,35.43,35.43,96.8,454.7,0.0,3766.2769
long,8,base_text,mistralai_mistral-small-3.2-24b-instruct,35.43,35.43,49.766,41.56728000000001,0.0,205.52089599999996
long,8,base_text,openai_gpt-4o-2024-08-06,35.43,35.43,51.2,37.199999999999996,0.0,248.6929000000001
long,8,base_text,qwen_qwen2.5-vl-32b-instruct,35.43,35.43,87.8,1068.7,0.0,2742.6168999999995
long,9,base_7_text,GPT-5 Mini,39.64,39.64,45.82,37.13199999999999,0.0,38.1924
long,9,base_7_text,anthropic_claude-3.7-sonnet,39.64,39.64,26.2,11.700000000000001,0.0,180.63360000000003
long,9,base_7_text,gemma-3-4b-it,39.64,39.64,79.6,40.80000000000002,0.0,1596.8015999999996
long,9,base_7_text,google_gemini-2.5-flash-lite,39.64,39.64,57.6,62.80000000000001,0.0,322.56160000000006
long,9,base_7_text,meta-llama_llama-4-maverick,39.64,39.64,45.0,28.000000000000007,0.0,28.729599999999994
long,9,base_7_text,microsoft_phi-4-multimodal-instruct,39.64,39.64,110.2,513.6999999999999,0.0,4978.7136
long,9,base_7_text,mistralai_mistral-small-3.2-24b-instruct,39.64,39.64,49.82,56.512,0.0,103.63239999999999
long,9,base_7_text,openai_gpt-4o-2024-08-06,39.64,39.64,43.6,30.800000000000004,0.0,15.681600000000007
long,9,base_7_text,qwen_qwen2.5-vl-32b-instruct,39.64,39.64,80.0,723.0000000000001,0.0,1628.9296
long,9,base_text,GPT-5 Mini,39.64,39.64,44.160000000000004,41.62800000000001,0.0,20.430400000000027
long,9,base_text,anthropic_claude-3.7-sonnet,39.64,39.64,27.2,3.7000000000000006,0.0,154.75360000000003
long,9,base_text,gemma-3-4b-it,39.64,39.64,87.4,211.29999999999995,0.0,2281.0176000000006
long,9,base_text,google_gemini-2.5-flash-lite,39.64,39.64,60.6,30.799999999999997,0.0,439.32160000000005
long,9,base_text,meta-llama_llama-4-maverick,39.64,39.64,45.0,53.5,0.0,28.729599999999994
long,9,base_text,microsoft_phi-4-multimodal-instruct,39.64,39.64,87.8,393.2,0.0,2319.3855999999996
long,9,base_text,mistralai_mistral-small-3.2-24b-instruct,39.64,39.64,45.108,41.34766999999999,0.0,29.89902399999996
long,9,base_text,openai_gpt-4o-2024-08-06,39.64,39.64,44.6,32.3,0.0,24.60160000000001
long,9,base_text,qwen_qwen2.5-vl-32b-instruct,39.64,39.64,72.8,777.2,0.0,1099.5855999999999
long,10,base_7_text,GPT-5 Mini,15.48,15.48,11.86,6.947999999999998,0.0,13.104400000000007
long,10,base_7_text,anthropic_claude-3.7-sonnet,15.48,15.48,7.8,1.7,0.0,58.98240000000001
long,10,base_7_text,gemma-3-4b-it,15.48,15.48,19.0,17.5,0.0,12.390399999999998
long,10,base_7_text,google_gemini-2.5-flash-lite,15.48,15.48,13.6,6.3,0.0,3.534400000000003
long,10,base_7_text,meta-llama_llama-4-maverick,15.48,15.48,12.8,1.2000000000000004,0.0,7.182399999999999
long,10,base_7_text,microsoft_phi-4-multimodal-instruct,15.48,15.48,14.0,0.9999999999999997,0.0,2.1904000000000012
long,10,base_7_text,mistralai_mistral-small-3.2-24b-instruct,15.48,15.48,13.34,5.078,0.0,4.579600000000003
long,10,base_7_text,openai_gpt-4o-2024-08-06,15.48,15.48,14.4,6.3,0.0,1.1664
long,10,base_7_text,qwen_qwen2.5-vl-32b-instruct,15.48,15.48,22.4,62.800000000000004,0.0,47.88639999999997
long,11,base_7_text,GPT-5 Mini,48.87,48.87,71.88,81.87199999999996,0.0,529.4600999999999
long,11,base_7_text,anthropic_claude-3.7-sonnet,48.87,48.87,42.4,27.8,0.0,41.86089999999999
long,11,base_7_text,gemma-3-4b-it,48.87,48.87,115.0,74.99999999999997,0.0,4373.1768999999995
long,11,base_7_text,google_gemini-2.5-flash-lite,48.87,48.87,82.8,63.699999999999996,0.0,1151.2449
long,11,base_7_text,meta-llama_llama-4-maverick,48.87,48.87,65.2,58.20000000000002,0.0,266.6689000000002
long,11,base_7_text,microsoft_phi-4-multimodal-instruct,48.87,48.87,149.0,519.5,0.0,10026.016899999999
long,11,base_7_text,mistralai_mistral-small-3.2-24b-instruct,48.87,48.87,68.72,162.29199999999994,0.0,394.02250000000004
long,11,base_7_text,openai_gpt-4o-2024-08-06,48.87,48.87,72.4,170.3,0.0,553.6609000000004
long,11,base_7_text,qwen_qwen2.5-vl-32b-instruct,48.87,48.87,145.2,4057.1999999999994,0.0,9279.468899999996
long,12,base_7_text,GPT-5 Mini,43.74,43.74,34.54,28.987999999999996,0.0,84.64000000000006
long,12,base_7_text,anthropic_claude-3.7-sonnet,43.74,43.74,21.4,5.300000000000001,0.0,499.0756000000002
long,12,base_7_text,gemma-3-4b-it,43.74,43.74,52.0,95.0,0.0,68.22759999999997
long,12,base_7_text,google_gemini-2.5-flash-lite,43.74,43.74,35.2,26.2,0.0,72.93159999999999
long,12,base_7_text,meta-llama_llama-4-maverick,43.74,43.74,30.8,4.199999999999998,0.0,167.44360000000003
long,12,base_7_text,microsoft_phi-4-multimodal-instruct,43.74,43.74,56.4,34.29999999999999,0.0,160.2755999999999
long,12,base_7_text,mistralai_mistral-small-3.2-24b-instruct,43.74,43.74,28.72,12.792000000000005,0.0,225.6004000000001
long,12,base_7_text,openai_gpt-4o-2024-08-06,43.74,43.74,31.0,29.5,0.0,162.30760000000006
long,12,base_7_text,qwen_qwen2.5-vl-32b-instruct,43.74,43.74,56.4,82.8,0.0,160.2755999999999
long,13,base_7_text,GPT-5 Mini,21.82,21.82,23.78,10.951999999999998,0.0,3.8416000000000032
long,13,base_7_text,anthropic_claude-3.7-sonnet,21.82,21.82,15.0,1.0,0.0,46.51240000000001
long,13,base_7_text,gemma-3-4b-it,21.82,21.82,63.4,17.800000000000008,0.0,1728.8963999999999
long,13,base_7_text,google_gemini-2.5-flash-lite,21.82,21.82,36.2,15.200000000000003,0.0,206.78440000000006
long,13,base_7_text,meta-llama_llama-4-maverick,21.82,21.82,21.0,5.5,0.0,0.6724000000000004
long,13,base_7_text,microsoft_phi-4-multimodal-instruct,21.82,21.82,42.6,24.300000000000004,0.0,431.80840000000006
long,13,base_7_text,mistralai_mistral-small-3.2-24b-instruct,21.82,21.82,22.52,9.752,0.0,0.489999999999999
long,13,base_7_text,openai_gpt-4o-2024-08-06,21.82,21.82,22.6,8.3,0.0,0.6084000000000018
long,13,base_7_text,qwen_qwen2.5-vl-32b-instruct,21.82,21.82,35.4,131.3,0.0,184.41639999999995
long,14,base_7_text,GPT-5 Mini,20.9,20.9,23.36,14.78800000000001,0.0,6.051600000000004
long,14,base_7_text,anthropic_claude-3.7-sonnet,20.9,20.9,15.8,1.7,0.0,26.009999999999977
long,14,base_7_text,gemma-3-4b-it,20.9,20.9,54.0,17.5,0.0,1095.6100000000001
long,14,base_7_text,google_gemini-2.5-flash-lite,20.9,20.9,38.2,11.700000000000001,0.0,299.29000000000013
long,14,base_7_text,meta-llama_llama-4-maverick,20.9,20.9,26.6,3.8000000000000003,0.0,32.49000000000003
long,14,base_7_text,microsoft_phi-4-multimodal-instruct,20.9,20.9,61.6,91.3,0.0,1656.4900000000002
long,14,base_7_text,mistralai_mistral-small-3.2-24b-instruct,20.9,20.9,22.380000000000003,6.622,0.0,2.190400000000012
long,14,base_7_text,openai_gpt-4o-2024-08-06,20.9,20.9,26.4,19.299999999999997,0.0,30.25
long,14,base_7_text,qwen_qwen2.5-vl-32b-instruct,20.9,20.9,49.4,165.29999999999998,0.0,812.25
long,15,base_7_text,GPT-5 Mini,21.08,21.08,28.82,6.862000000000003,0.0,59.90760000000003
long,15,base_7_text,anthropic_claude-3.7-sonnet,21.08,21.08,18.6,5.800000000000001,0.0,6.150399999999984
long,15,base_7_text,gemma-3-4b-it,21.08,21.08,66.0,34.5,0.0,2017.8064000000002
long,15,base_7_text,google_gemini-2.5-flash-lite,21.08,21.08,41.8,19.699999999999996,0.0,429.31839999999994
long,15,base_7_text,meta-llama_llama-4-maverick,21.08,21.08,26.4,6.299999999999999,0.0,28.302400000000002
long,15,base_7_text,microsoft_phi-4-multimodal-instruct,21.08,21.08,60.0,45.0,0.0,1514.7664000000002
long,15,base_7_text,mistralai_mistral-small-3.2-24b-instruct,21.08,21.08,27.5,29.5,0.0,41.21640000000002
long,15,base_7_text,openai_gpt-4o-2024-08-06,21.08,21.08,31.4,16.799999999999994,0.0,106.50240000000001
long,15,base_7_text,qwen_qwen2.5-vl-32b-instruct,21.08,21.08,49.0,79.99999999999999,0.0,779.5264000000001
long,16,base_7_text,GPT-5 Mini,25.45,25.45,35.12,18.49699999999999,0.0,93.50889999999997
long,16,base_7_text,anthropic_claude-3.7-sonnet,25.45,25.45,21.8,9.2,0.0,13.32249999999999
long,16,base_7_text,gemma-3-4b-it,25.45,25.45,97.6,56.300000000000026,0.0,5205.622499999999
long,16,base_7_text,google_gemini-2.5-flash-lite,25.45,25.45,60.0,28.0,0.0,1193.7024999999999
long,16,base_7_text,meta-llama_llama-4-maverick,25.45,25.45,46.6,43.300000000000004,0.0,447.3225000000001
long,16,base_7_text,microsoft_phi-4-multimodal-instruct,25.45,25.45,120.8,437.69999999999993,0.0,9091.6225
long,16,base_7_text,mistralai_mistral-small-3.2-24b-instruct,25.45,25.45,40.5,18.25,0.0,226.50250000000003
long,16,base_7_text,openai_gpt-4o-2024-08-06,25.45,25.45,40.4,15.299999999999999,0.0,223.50249999999997
long,16,base_7_text,qwen_qwen2.5-vl-32b-instruct,25.45,25.45,74.0,218.00000000000006,0.0,2357.1024999999995
