sample_id,actual_length,maze_path,image_path,path_text_description
sample_011,3.6056,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5)]",3.0_7.0/sample_010_3.0823.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east."
sample_012,7.0711,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6), (11, 7), (11, 8), (11, 9), (11, 10), (11, 11), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (5, 11), (4, 11), (3, 11), (3, 10), (3, 9), (3, 8), (3, 7), (3, 6), (3, 5), (3, 4), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (12, 9), (12, 10), (12, 11), (12, 12)]",3.0_7.0/sample_011_6.8796.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north, then Take 6 units west, then Take 6 units south, then Take 7 units east, then Take 7 units north, then Take 8 units west, then Take 8 units south, then Take 9 units east, then Take 9 units north."
sample_013,6.4031,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6), (11, 7), (11, 8), (11, 9), (11, 10), (11, 11), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (5, 11), (4, 11), (3, 11), (3, 10), (3, 9), (3, 8), (3, 7), (3, 6), (3, 5), (3, 4), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]",3.0_7.0/sample_012_6.3298.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north, then Take 6 units west, then Take 6 units south, then Take 7 units east, then Take 7 units north, then Take 8 units west, then Take 8 units south, then Take 9 units east."
sample_014,4.2426,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10)]",3.0_7.0/sample_013_3.8494.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north."
sample_015,4.2426,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10)]",3.0_7.0/sample_014_3.7273.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north."
sample_016,4.2426,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10)]",3.0_7.0/sample_015_3.7336.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north."
sample_017,4.2426,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10)]",3.0_7.0/sample_016_4.217.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north."
sample_018,5.6569,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6), (11, 7), (11, 8), (11, 9), (11, 10), (11, 11)]",3.0_7.0/sample_017_5.099.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north, then Take 6 units west, then Take 6 units south, then Take 7 units east, then Take 7 units north."
sample_019,5.0,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4)]",3.0_7.0/sample_018_4.7278.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north, then Take 6 units west, then Take 6 units south, then Take 7 units east."
sample_020,4.2426,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10)]",3.0_7.0/sample_019_4.1649.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north."
sample_021,5.6569,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6), (11, 7), (11, 8), (11, 9), (11, 10), (11, 11)]",3.0_7.0/sample_020_5.4474.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north, then Take 6 units west, then Take 6 units south, then Take 7 units east, then Take 7 units north."
sample_022,3.6056,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5)]",3.0_7.0/sample_021_3.558.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east."
sample_023,4.2426,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10)]",3.0_7.0/sample_022_4.1686.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north."
sample_024,5.0,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4)]",3.0_7.0/sample_023_4.4654.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north, then Take 6 units west, then Take 6 units south, then Take 7 units east."
sample_025,5.0,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4)]",3.0_7.0/sample_024_4.8243.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north, then Take 6 units west, then Take 6 units south, then Take 7 units east."
sample_026,6.4031,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6), (11, 7), (11, 8), (11, 9), (11, 10), (11, 11), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (5, 11), (4, 11), (3, 11), (3, 10), (3, 9), (3, 8), (3, 7), (3, 6), (3, 5), (3, 4), (3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3)]",3.0_7.0/sample_025_6.1407.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north, then Take 6 units west, then Take 6 units south, then Take 7 units east, then Take 7 units north, then Take 8 units west, then Take 8 units south, then Take 9 units east."
sample_027,4.2426,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10)]",3.0_7.0/sample_026_3.7987.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north."
sample_028,5.6569,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6), (11, 7), (11, 8), (11, 9), (11, 10), (11, 11)]",3.0_7.0/sample_027_5.0569.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north, then Take 6 units west, then Take 6 units south, then Take 7 units east, then Take 7 units north."
sample_029,5.6569,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (10, 9), (10, 10), (9, 10), (8, 10), (7, 10), (6, 10), (5, 10), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4), (8, 4), (9, 4), (10, 4), (11, 4), (11, 5), (11, 6), (11, 7), (11, 8), (11, 9), (11, 10), (11, 11)]",3.0_7.0/sample_028_5.3697.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east, then Take 5 units north, then Take 6 units west, then Take 6 units south, then Take 7 units east, then Take 7 units north."
sample_030,3.6056,"[(7, 7), (8, 7), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (7, 6), (8, 6), (9, 6), (9, 7), (9, 8), (9, 9), (8, 9), (7, 9), (6, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (10, 5)]",3.0_7.0/sample_029_3.1858.png,"Take 1 units east, then Take 1 units north, then Take 2 units west, then Take 2 units south, then Take 3 units east, then Take 3 units north, then Take 4 units west, then Take 4 units south, then Take 5 units east."
