sample_id,city_chain,country_chain,total_distance,distance_range,min_distance,max_distance,hop_count
route_018,"Budapest, Kuwait City, Manila, Malabo, Minsk, Algiers, Lusaka, Buenos Aires","Hungary, Kuwait, Philippines, Equatorial Guinea, Belarus, Algeria, Zambia, Argentina",46688.84,10000.0-50000.0km,10000.0,50000.0,8
route_019,"Jakarta, Asmara, Vienna, San Salvador, Djibouti, Vilnius, Banjul, Praia","Indonesia, Eritrea, Austria, El Salvador, Djibouti, Lithuania, The Gambia, Cape Verde",47736.55,10000.0-50000.0km,10000.0,50000.0,8
route_020,"Dublin, Kigali, Pristina, Athens, Nairobi, Tashkent, Mexico City, Algiers","Ireland, Rwanda, Kosovo, Greece, Kenya, Uzbekistan, Mexico, Algeria",45846.91,10000.0-50000.0km,10000.0,50000.0,8
route_021,"Sarajevo, Kyiv, Accra, Bujumbura, Dublin, Tirana, Mogadishu, Sucre","Bosnia and Herzegovina, Ukraine, Ghana, Burundi, Ireland, Albania, Somalia, Bolivia",37139.5,10000.0-50000.0km,10000.0,50000.0,8
route_022,"Oslo, Sucre, Kingstown, Dar es Salaam, Bratislava, London, Sofia, Nairobi","Norway, Bolivia, Saint Vincent and the Grenadines, Tanzania, Slovakia, United Kingdom, Bulgaria, Kenya",40853.83,10000.0-50000.0km,10000.0,50000.0,8
route_023,"København, Vienna, Doha, Dar es Salaam, Dushanbe, Riyadh, Sarajevo, Jakarta","Denmark, Austria, Qatar, Tanzania, Tajikistan, Saudi Arabia, Bosnia and Herzegovina, Indonesia",30834.94,10000.0-50000.0km,10000.0,50000.0,8
route_024,"Budapest, Tbilisi, Phnom Penh, San Marino, Cotonou, Bamako, Monrovia, Bangui","Hungary, Georgia, Cambodia, San Marino, Benin, Mali, Liberia, Central African Republic",27783.49,10000.0-50000.0km,10000.0,50000.0,8
route_025,"Dublin, Baghdad, Praia, Warsaw, Accra, Valletta, Caracas, Muscat","Ireland, Iraq, Cape Verde, Poland, Ghana, Malta, Venezuela, Oman",48088.94,10000.0-50000.0km,10000.0,50000.0,8
route_026,"Bishkek, Sarajevo, Kingstown, Santo Domingo, Tbilisi, Paris, Vatican City, Praia","Kyrgyzstan, Bosnia and Herzegovina, Saint Vincent and the Grenadines, Dominican Republic, Georgia, France, Vatican, Cape Verde",33313.76,10000.0-50000.0km,10000.0,50000.0,8
route_027,"Andorra, Tashkent, Kampala, Nicosia, Skopje, Brussels, Nairobi, London","Andorra, Uzbekistan, Uganda, Cyprus, North Macedonia, Belgium, Kenya, United Kingdom",31483.4,10000.0-50000.0km,10000.0,50000.0,8
route_028,"Djibouti, Skopje, Ottawa, Lusaka, Yerevan, Libreville, Kuwait City, Damascus","Djibouti, North Macedonia, Canada, Zambia, Armenia, Gabon, Kuwait, Syria",42063.02,10000.0-50000.0km,10000.0,50000.0,8
route_029,"Freetown, Moroni, Singapore, Warsaw, Abu Dhabi, Luxembourg, Bern, Bangui","Sierra Leone, Comoros, Singapore, Poland, United Arab Emirates, Luxembourg, Switzerland, Central African Republic",37224.96,10000.0-50000.0km,10000.0,50000.0,8
route_030,"Mexico City, Banjul, Panama City, Islamabad, Bujumbura, Hargeisa, Podgorica, Riyadh","Mexico, The Gambia, Panama, Pakistan, Burundi, Somaliland, Montenegro, Saudi Arabia",46006.84,10000.0-50000.0km,10000.0,50000.0,8
route_031,"Tirana, Colombo, Victoria, Ashgabat, Singapore, Bangui, Zagreb, Vilnius","Albania, Sri Lanka, Seychelles, Turkmenistan, Singapore, Central African Republic, Croatia, Lithuania",36205.08,10000.0-50000.0km,10000.0,50000.0,8
route_032,"Luanda, Niamey, Addis Ababa, Sucre, Madrid, Freetown, Dar es Salaam, Yamoussoukro","Angola, Niger, Ethiopia, Bolivia, Spain, Sierra Leone, Tanzania, Ivory Coast",42654.28,10000.0-50000.0km,10000.0,50000.0,8
route_033,"Kigali, Stockholm, Bloemfontein, Andorra, Moroni, Ljubljana, Amsterdam, Caracas","Rwanda, Sweden, South Africa, Andorra, Comoros, Slovenia, Netherlands, Venezuela",48368.39,10000.0-50000.0km,10000.0,50000.0,8
route_034,"Seoul, Khartoum, Tallinn, Asmara, Athens, Dar es Salaam, Kyiv, Vaduz","South Korea, Sudan, Estonia, Eritrea, Greece, Tanzania, Ukraine, Liechtenstein",35453.88,10000.0-50000.0km,10000.0,50000.0,8
route_035,"Accra, São Tomé, Buenos Aires, Ankara, Dili, Bishkek, Muscat, Vaduz","Ghana, Sao Tome and Principe, Argentina, Turkey, East Timor, Kyrgyzstan, Oman, Liechtenstein",47415.5,10000.0-50000.0km,10000.0,50000.0,8
route_036,"Lusaka, Luanda, Nairobi, Singapore, Cape Town, Baku, Addis Ababa, Bangkok","Zambia, Angola, Kenya, Singapore, South Africa, Azerbaijan, Ethiopia, Thailand",40927.45,10000.0-50000.0km,10000.0,50000.0,8
route_037,"Tallinn, Ljubljana, Tbilisi, Monaco, Nur-Sultan, Washington,  D.C., Havana, Kyiv","Estonia, Slovenia, Georgia, Monaco, Kazakhstan, United States of America, Cuba, Ukraine",32746.97,10000.0-50000.0km,10000.0,50000.0,8
route_038,"Stockholm, Seoul, Paris, Muscat, Yaoundé, Vienna, Helsinki, Vientiane","Sweden, South Korea, France, Oman, Cameroon, Austria, Finland, Laos",41505.92,10000.0-50000.0km,10000.0,50000.0,8
route_039,"Jerusalem, Amsterdam, Dublin, Beirut, Tehran, Kuwait City, Sucre, Jakarta","Israel, Netherlands, Ireland, Lebanon, Iran, Kuwait, Bolivia, Indonesia",40569.59,10000.0-50000.0km,10000.0,50000.0,8
route_040,"Kampala, Maputo, Mbabane, Nouakchott, Bangkok, Beijing, Jakarta, N'Djamena","Uganda, Mozambique, eSwatini, Mauritania, Thailand, China, Indonesia, Chad",41225.82,10000.0-50000.0km,10000.0,50000.0,8
route_041,"Lima, Praia, Belmopan, Port-au-Prince, N'Djamena, Niamey, Abidjan, Abuja","Peru, Cape Verde, Belize, Haiti, Chad, Niger, Ivory Coast, Nigeria",28499.36,10000.0-50000.0km,10000.0,50000.0,8
route_042,"Djibouti, Seoul, Bratislava, Freetown, Kinshasa, Sanaa, Yerevan, Abu Dhabi","Djibouti, South Korea, Slovakia, Sierra Leone, Congo (Kinshasa), Yemen, Armenia, United Arab Emirates",34242.74,10000.0-50000.0km,10000.0,50000.0,8
route_043,"Windhoek, Buenos Aires, Tegucigalpa, Antananarivo, Yamoussoukro, Bujumbura, Brazzaville, Andorra","Namibia, Argentina, Honduras, Madagascar, Ivory Coast, Burundi, Congo (Brazzaville), Andorra",46117.89,10000.0-50000.0km,10000.0,50000.0,8
route_044,"Port-au-Prince, Rome, Antananarivo, Athens, Ulaanbaatar, Kathmandu, Cotonou, Muscat","Haiti, Italy, Madagascar, Greece, Mongolia, Nepal, Benin, Oman",47375.89,10000.0-50000.0km,10000.0,50000.0,8
route_045,"Baku, Andorra, Guatemala City, Paramaribo, Gaborone, Santiago, Abidjan, Valletta","Azerbaijan, Andorra, Guatemala, Suriname, Botswana, Chile, Ivory Coast, Malta",47626.18,10000.0-50000.0km,10000.0,50000.0,8
route_046,"Managua, Nassau, Tbilisi, Montevideo, Tunis, Brussels, Athens, Abidjan","Nicaragua, The Bahamas, Georgia, Uruguay, Tunisia, Belgium, Greece, Ivory Coast",44356.08,10000.0-50000.0km,10000.0,50000.0,8
route_047,"Djibouti, Tunis, Port Louis, Doha, San Marino, Vienna, Algiers, Funafuti","Djibouti, Tunisia, Mauritius, Qatar, San Marino, Austria, Algeria, Tuvalu",40630.07,10000.0-50000.0km,10000.0,50000.0,8
route_048,"Kathmandu, Ankara, Stockholm, Amsterdam, Tirana, Minsk, Brazzaville, Vatican City","Nepal, Turkey, Sweden, Netherlands, Albania, Belarus, Congo (Brazzaville), Vatican",23364.44,10000.0-50000.0km,10000.0,50000.0,8
route_049,"Port Moresby, Belmopan, Abidjan, Rabat, Tegucigalpa, Tirana, Sarajevo, Djibouti","Papua New Guinea, Belize, Ivory Coast, Morocco, Honduras, Albania, Bosnia and Herzegovina, Djibouti",49605.35,10000.0-50000.0km,10000.0,50000.0,8
route_050,"Manama, Bishkek, Pyongyang, Monrovia, Luxembourg, Ulaanbaatar, Lisbon, Nicosia","Bahrain, Kyrgyzstan, North Korea, Liberia, Luxembourg, Mongolia, Portugal, Cyprus",44507.71,10000.0-50000.0km,10000.0,50000.0,8
route_051,"Vatican City, Paris, Kabul, Thimphu, Phnom Penh, Canberra, Asunción, Luxembourg","Vatican, France, Afghanistan, Bhutan, Cambodia, Australia, Paraguay, Luxembourg",41292.38,10000.0-50000.0km,10000.0,50000.0,8
route_052,"Bucharest, Basseterre, Nicosia, Bissau, Rome, Managua, Lomé, Nouakchott","Romania, Saint Kitts and Nevis, Cyprus, Guinea Bissau, Italy, Nicaragua, Togo, Mauritania",49582.3,10000.0-50000.0km,10000.0,50000.0,8
route_053,"Kinshasa, Bamako, Valletta, Manila, Jerusalem, Colombo, Maseru, Dar es Salaam","Congo (Kinshasa), Mali, Malta, Philippines, Israel, Sri Lanka, Lesotho, Tanzania",40941.55,10000.0-50000.0km,10000.0,50000.0,8
route_054,"London, København, Guatemala City, Accra, Cotonou, Pristina, Khartoum, Buenos Aires","United Kingdom, Denmark, Guatemala, Ghana, Benin, Kosovo, Sudan, Argentina",39318.76,10000.0-50000.0km,10000.0,50000.0,8
route_055,"Cotonou, N'Djamena, Rabat, Ulaanbaatar, Sarajevo, Antananarivo, Vaduz, Thimphu","Benin, Chad, Morocco, Mongolia, Bosnia and Herzegovina, Madagascar, Liechtenstein, Bhutan",43006.24,10000.0-50000.0km,10000.0,50000.0,8
route_056,"Athens, Windhoek, Gaborone, Kampala, Prague, Ashgabat, Beirut, Bern","Greece, Namibia, Botswana, Uganda, Czechia, Turkmenistan, Lebanon, Switzerland",24922.33,10000.0-50000.0km,10000.0,50000.0,8
route_057,"Brazzaville, Bridgetown, Monaco, Libreville, Dushanbe, Nouakchott, San Marino, Andorra","Congo (Brazzaville), Barbados, Monaco, Gabon, Tajikistan, Mauritania, San Marino, Andorra",40973.62,10000.0-50000.0km,10000.0,50000.0,8
route_058,"Kingston, Panama City, Kingstown, Moscow, Windhoek, Thimphu, Mbabane, London","Jamaica, Panama, Saint Vincent and the Grenadines, Russia, Namibia, Bhutan, eSwatini, United Kingdom",48765.23,10000.0-50000.0km,10000.0,50000.0,8
route_059,"Madrid, Djibouti, Vilnius, Stockholm, Pretoria, Tripoli, Kingston, Pyongyang","Spain, Djibouti, Lithuania, Sweden, South Africa, Libya, Jamaica, North Korea",49694.61,10000.0-50000.0km,10000.0,50000.0,8
route_060,"Bridgetown, Bujumbura, Amman, Tallinn, Algiers, Maseru, Singapore, Bangui","Barbados, Burundi, Jordan, Estonia, Algeria, Lesotho, Singapore, Central African Republic",46114.01,10000.0-50000.0km,10000.0,50000.0,8
route_061,"Bamako, Yaoundé, Kigali, Baghdad, Nairobi, Tirana, Ouagadougou, San Salvador","Mali, Cameroon, Rwanda, Iraq, Kenya, Albania, Burkina Faso, El Salvador",30957.47,10000.0-50000.0km,10000.0,50000.0,8
route_062,"Bucharest, Washington,  D.C., Santiago, Amman, Port Louis, Dar es Salaam, Madrid, Bamako","Romania, United States of America, Chile, Jordan, Mauritius, Tanzania, Spain, Mali",48000.3,10000.0-50000.0km,10000.0,50000.0,8
route_063,"San Salvador, Yerevan, Paris, Port-of-Spain, Bogota, Vatican City, Kinshasa, Kathmandu","El Salvador, Armenia, France, Trinidad and Tobago, Colombia, Vatican, Congo (Kinshasa), Nepal",47357.78,10000.0-50000.0km,10000.0,50000.0,8
route_064,"Malé, Vientiane, Monrovia, Basseterre, Malabo, Antananarivo, Kabul, Maputo","Maldives, Laos, Liberia, Saint Kitts and Nevis, Equatorial Guinea, Madagascar, Afghanistan, Mozambique",48479.65,10000.0-50000.0km,10000.0,50000.0,8
route_065,"Kathmandu, Kuala Lumpur, Monrovia, Tirana, Paris, Kinshasa, Islamabad, Nouakchott","Nepal, Malaysia, Liberia, Albania, France, Congo (Kinshasa), Pakistan, Mauritania",44483.53,10000.0-50000.0km,10000.0,50000.0,8
route_066,"Pyongyang, Dublin, Bissau, Cotonou, Basseterre, Quito, San Salvador, Addis Ababa","North Korea, Ireland, Guinea Bissau, Benin, Saint Kitts and Nevis, Ecuador, El Salvador, Ethiopia",40979.71,10000.0-50000.0km,10000.0,50000.0,8
route_067,"Canberra, Yerevan, Lusaka, Yaoundé, Rome, Cape Town, Tripoli, Lisbon","Australia, Armenia, Zambia, Cameroon, Italy, South Africa, Libya, Portugal",45042.56,10000.0-50000.0km,10000.0,50000.0,8
route_068,"Bujumbura, Kingstown, København, Reykjavík, Lisbon, Tashkent, Hamilton, Helsinki","Burundi, Saint Vincent and the Grenadines, Denmark, Iceland, Portugal, Uzbekistan, Bermuda, Finland",46942.65,10000.0-50000.0km,10000.0,50000.0,8
route_069,"Paramaribo, Georgetown, Tbilisi, Nouakchott, Managua, Hanoi, New Delhi, Tripoli","Suriname, Guyana, Georgia, Mauritania, Nicaragua, Vietnam, India, Libya",49859.29,10000.0-50000.0km,10000.0,50000.0,8
route_070,"Gaborone, N'Djamena, Santo Domingo, Tirana, Dushanbe, Muscat, Dublin, Antananarivo","Botswana, Chad, Dominican Republic, Albania, Tajikistan, Oman, Ireland, Madagascar",43810.85,10000.0-50000.0km,10000.0,50000.0,8
route_071,"Amsterdam, Monaco, Paris, San José, Andorra, Luanda, Damascus, Kingstown","Netherlands, Monaco, France, Costa Rica, Andorra, Angola, Syria, Saint Vincent and the Grenadines",40502.91,10000.0-50000.0km,10000.0,50000.0,8
route_072,"Monrovia, Maseru, Phnom Penh, Madrid, Riga, Pyongyang, San Marino, Yerevan","Liberia, Lesotho, Cambodia, Spain, Latvia, North Korea, San Marino, Armenia",46929.54,10000.0-50000.0km,10000.0,50000.0,8
route_073,"Praia, Ljubljana, Bujumbura, N'Djamena, Bandar Seri Begawan, Manila, Tunis, Montevideo","Cape Verde, Slovenia, Burundi, Chad, Brunei, Philippines, Tunisia, Uruguay",46513.23,10000.0-50000.0km,10000.0,50000.0,8
route_074,"Asunción, Vienna, Harare, Naypyidaw, Addis Ababa, Malabo, Luanda, Colombo","Paraguay, Austria, Zimbabwe, Myanmar, Ethiopia, Equatorial Guinea, Angola, Sri Lanka",45404.29,10000.0-50000.0km,10000.0,50000.0,8
route_075,"Asmara, Kuala Lumpur, Victoria, Taipei, Riyadh, Abidjan, Dhaka, Bishkek","Eritrea, Malaysia, Seychelles, Taiwan, Saudi Arabia, Ivory Coast, Bangladesh, Kyrgyzstan",46121.36,10000.0-50000.0km,10000.0,50000.0,8
route_076,"Hamilton, Taipei, Riyadh, Vatican City, Rome, Sanaa, Cotonou, Melekeok","Bermuda, Taiwan, Saudi Arabia, Vatican, Italy, Yemen, Benin, Palau",48098.28,10000.0-50000.0km,10000.0,50000.0,8
route_077,"Athens, Tunis, Nairobi, Stockholm, Ouagadougou, Tripoli, Bangkok, Washington,  D.C.","Greece, Tunisia, Kenya, Sweden, Burkina Faso, Libya, Thailand, United States of America",44482.36,10000.0-50000.0km,10000.0,50000.0,8
route_078,"Port Louis, Minsk, Kabul, Bangui, Kinshasa, Kigali, Oslo, Vienna","Mauritius, Belarus, Afghanistan, Central African Republic, Congo (Kinshasa), Rwanda, Norway, Austria",29904.65,10000.0-50000.0km,10000.0,50000.0,8
route_079,"Panama City, Singapore, Bandar Seri Begawan, Abu Dhabi, Abidjan, Cape Town, Bloemfontein, Lusaka","Panama, Singapore, Brunei, United Arab Emirates, Ivory Coast, South Africa, South Africa, Zambia",40903.4,10000.0-50000.0km,10000.0,50000.0,8
route_080,"Oslo, Lilongwe, Bangui, Moscow, Nairobi, Athens, Tripoli, Port Vila","Norway, Malawi, Central African Republic, Russia, Kenya, Greece, Libya, Vanuatu",46111.45,10000.0-50000.0km,10000.0,50000.0,8
route_081,"Djibouti, Abu Dhabi, Abidjan, Minsk, Pyongyang, Maseru, Doha, Ljubljana","Djibouti, United Arab Emirates, Ivory Coast, Belarus, North Korea, Lesotho, Qatar, Slovenia",44888.02,10000.0-50000.0km,10000.0,50000.0,8
route_082,"Ankara, Lomé, Jerusalem, Chișinău, Manama, Naypyidaw, Montevideo, Tunis","Turkey, Togo, Israel, Moldova, Bahrain, Myanmar, Uruguay, Tunisia",46238.95,10000.0-50000.0km,10000.0,50000.0,8
route_083,"Ottawa, Roseau, Vienna, Ouagadougou, Prague, Lisbon, Tunis, Caracas","Canada, Dominica, Austria, Burkina Faso, Czechia, Portugal, Tunisia, Venezuela",32327.19,10000.0-50000.0km,10000.0,50000.0,8
route_084,"Asmara, Paris, Nur-Sultan, Cairo, Bern, Belgrade, Taipei, Nairobi","Eritrea, France, Kazakhstan, Egypt, Switzerland, Serbia, Taiwan, Kenya",36031.73,10000.0-50000.0km,10000.0,50000.0,8
route_085,"Apia, Tripoli, Ashgabat, Zagreb, Monrovia, Addis Ababa, Nouakchott, Valletta","Samoa, Libya, Turkmenistan, Croatia, Liberia, Ethiopia, Mauritania, Malta",45617.06,10000.0-50000.0km,10000.0,50000.0,8
route_086,"Nassau, Mexico City, Lisbon, Santo Domingo, Naypyidaw, Vienna, Tallinn, Riga","The Bahamas, Mexico, Portugal, Dominican Republic, Myanmar, Austria, Estonia, Latvia",41991.08,10000.0-50000.0km,10000.0,50000.0,8
route_087,"Skopje, Warsaw, Khartoum, Stockholm, Baku, Bishkek, Kampala, Honiara","North Macedonia, Poland, Sudan, Sweden, Azerbaijan, Kyrgyzstan, Uganda, Solomon Islands",35878.72,10000.0-50000.0km,10000.0,50000.0,8
route_088,"Kathmandu, Lilongwe, Harare, Libreville, Dublin, Tashkent, Dhaka, Roseau","Nepal, Malawi, Zimbabwe, Gabon, Ireland, Uzbekistan, Bangladesh, Dominica",39963.93,10000.0-50000.0km,10000.0,50000.0,8
route_089,"Vienna, Bogota, Hamilton, Tokyo, Stockholm, Bamako, Baghdad, Lilongwe","Austria, Colombia, Bermuda, Japan, Sweden, Mali, Iraq, Malawi",49861.75,10000.0-50000.0km,10000.0,50000.0,8
route_090,"Sofia, Luxembourg, Tbilisi, Nouakchott, N'Djamena, Bamako, Santiago, Conakry","Bulgaria, Luxembourg, Georgia, Mauritania, Chad, Mali, Chile, Guinea",32844.52,10000.0-50000.0km,10000.0,50000.0,8
route_091,"Victoria, Abu Dhabi, Tripoli, Monrovia, Andorra, Kingston, Moscow, Tegucigalpa","Seychelles, United Arab Emirates, Libya, Liberia, Andorra, Jamaica, Russia, Honduras",43618.58,10000.0-50000.0km,10000.0,50000.0,8
route_092,"Port Vila, Sanaa, Riga, Bangkok, Sofia, Dublin, Madrid, Prague","Vanuatu, Yemen, Latvia, Thailand, Bulgaria, Ireland, Spain, Czechia",40541.09,10000.0-50000.0km,10000.0,50000.0,8
route_093,"Algiers, Dar es Salaam, Doha, Harare, Bandar Seri Begawan, Tripoli, Athens, Bogota","Algeria, Tanzania, Qatar, Zimbabwe, Brunei, Libya, Greece, Colombia",47038.64,10000.0-50000.0km,10000.0,50000.0,8
route_094,"Asunción, Banjul, Kingstown, Dushanbe, Ouagadougou, Freetown, Islamabad, Hargeisa","Paraguay, The Gambia, Saint Vincent and the Grenadines, Tajikistan, Burkina Faso, Sierra Leone, Pakistan, Somaliland",45240.94,10000.0-50000.0km,10000.0,50000.0,8
route_095,"Reykjavík, Paramaribo, Mbabane, Sarajevo, Stockholm, Bangkok, Moroni, Bangui","Iceland, Suriname, eSwatini, Bosnia and Herzegovina, Sweden, Thailand, Comoros, Central African Republic",45013.08,10000.0-50000.0km,10000.0,50000.0,8
route_096,"Quito, Brasília, Conakry, Minsk, Dakar, Bogota, Madrid, Jakarta","Ecuador, Brazil, Guinea, Belarus, Senegal, Colombia, Spain, Indonesia",46959.32,10000.0-50000.0km,10000.0,50000.0,8
route_097,"Windhoek, Mbabane, Georgetown, Paris, Praia, São Tomé, Tbilisi, Ulaanbaatar","Namibia, eSwatini, Guyana, France, Cape Verde, Sao Tome and Principe, Georgia, Mongolia",38000.38,10000.0-50000.0km,10000.0,50000.0,8
route_098,"Majuro, Ulaanbaatar, Abidjan, Kampala, Nairobi, København, Kingston, Reykjavík","Marshall Islands, Mongolia, Ivory Coast, Uganda, Kenya, Denmark, Jamaica, Iceland",44813.8,10000.0-50000.0km,10000.0,50000.0,8
route_099,"Chișinău, Beirut, Malé, Skopje, Libreville, Port-of-Spain, Sucre, Bern","Moldova, Lebanon, Maldives, North Macedonia, Gabon, Trinidad and Tobago, Bolivia, Switzerland",39665.79,10000.0-50000.0km,10000.0,50000.0,8
route_100,"Tunis, Doha, Bridgetown, Banjul, Maseru, Mbabane, Harare, Port-of-Spain","Tunisia, Qatar, Barbados, The Gambia, Lesotho, eSwatini, Zimbabwe, Trinidad and Tobago",38960.22,10000.0-50000.0km,10000.0,50000.0,8
