sample_id,target_duration,actual_duration,start_time,end_time,word_count,text
sample_055,3.39,3.08,4281.84,4284.92,17,"one , oh I don't have it here um , but we talked about energy , we're"
sample_056,4.69,4.57,6148.29,6152.86,24,could probably . take apart a remote control now if I really needed to . This one was cooler . I got a whole
sample_057,1.35,1.24,3108.85,3110.09,12,But it's . 'Cause that would it's be more specifically it's a
sample_058,1.78,1.74,1892.49,1894.23,10,"like the overall goal Mm I think . so ,"
sample_059,1.18,1.13,4671.67,4672.8,6,do in the circuit board and
sample_060,2.3,2.13,6363.75,6365.88,14,"Mm-hmm yeah , . . Yeah I think the last time we had a"
sample_061,2.55,2.39,2568.58,2570.97,11,"like , you know , like two sides that curve This"
sample_062,2.09,1.91,2830.16,2832.07,10,main thing to notice about it is it just has
sample_063,4.31,4.25,6445.77,6450.02,24,"on and I got really like ooh , I'm designing a remote control , I dunno if that's just Mm-hmm me , but ,"
sample_064,2.43,2.19,1687.59,1689.78,10,"the infra-red more functional like , why would it not"
sample_065,2.12,1.92,5269.36,5271.28,8,"and I'm doing okay Mm , so ."
sample_066,3.17,3.04,2752.93,2755.97,10,"as a remote control so , we need to determine"
sample_068,4.21,3.81,2477.39,2481.2,13,", probably with a variety of design elements . Maybe titanium maybe ,"
sample_069,1.3,1.17,6730.65,6731.82,6,", grey . Grey is ."
sample_070,4.95,4.64,4133.08,4137.72,15,"impact than the scroll wheel . Yeah . Okay , so we're gonna go with"
sample_071,4.09,3.94,1618.63,1622.57,21,"the all the . special buttons 'Cause . then 's like people who don't wanna ever look at them never ,"
sample_072,1.79,1.71,5905.06,5906.77,9,They're funny Really . cute . I kind of
sample_073,1.02,0.95,1165.97,1166.92,6,never tell which way to turn
sample_074,4.26,3.95,4562.08,4566.03,12,label on the buttons or put a brand name or or a
sample_075,3.83,3.51,3798.74,3802.25,10,"fibreglass with copper wires etched on to them , and"
sample_076,3.92,3.77,3899.95,3903.72,26,"if you you can Yeah scroll . c if you down could scroll on the scroll through the . channels , and then Yeah the ."
sample_077,4.09,3.85,1910.24,1914.09,7,um we want large buttons for the
sample_078,1.3,1.18,4649.66,4650.84,6,you can't you can't send an
sample_079,2.43,2.27,4063.9,4066.17,11,"And I think if we wanna keep our costs down ,"
sample_080,1.46,1.34,3919.43,3920.77,6,red sticking out and th no
sample_081,4.45,4.13,1375.94,1380.07,13,". Okay , we need to talk about our functions and our target"
sample_082,3.49,3.28,1120.87,1124.15,17,that you're not waving your remote around and Mm-hmm having to get frustrated . and go do
sample_083,2.32,2.2,5557.64,5559.84,10,"and special . . colour , right ? Yeah ."
sample_084,1.25,1.2,5571.35,5572.55,8,is dunno though where it . yeah .
sample_085,2.24,2.17,1584.33,1586.5,13,somehow or Hmm Can . you like Yeah I . mean this may
sample_086,2.3,2.19,4282.62,4284.81,11,"have it here um , but we talked about energy ,"
sample_087,3.92,3.79,3639.72,3643.51,24,"if you're changing Hmm the . brightness , don't you wanna see it happening , kind Mm of Yeah . . Yeah . ?"
sample_088,3.55,3.48,5380.3,5383.78,10,Right . that sort of thing . Um it like
sample_089,4.55,4.13,1035.22,1039.35,16,energy going to the user who's controlling the chip ooh 's not what I wanted to
sample_090,2.89,2.78,2126.86,2129.64,8,there are um looks like there's a second
sample_091,1.48,1.4,4927.72,4929.12,6,", or false , if the"
sample_092,3.85,3.66,4912.59,4916.25,12,an average just to make sure Okay . that it does meet
sample_093,4.04,3.96,4374.33,4378.29,10,with the other features and pro possibly also with your
sample_094,3.25,2.99,3702.8,3705.79,8,. And you could co-ordinate with your house
sample_095,4.08,4.0,1239.01,1243.01,15,"gonna worry about that . What's teletext ? Um Uh . , it's a British"
sample_096,2.98,2.91,3980.3,3983.21,9,inside . Okay . Um Oh could it be
sample_097,3.09,2.95,3999.69,4002.64,12,with the latex Okay . . Not too thick a layer of
sample_098,2.71,2.55,4171.74,4174.29,10,"five or , . Yeah Like a , yeah radio"
sample_099,1.1,1.05,2472.51,2473.56,6,think that what we're gonna wanna
sample_100,1.43,1.4,3961.15,3962.55,6,"on to the une userface ,"
