sample_id,target_duration,actual_duration,start_time,end_time,word_count,text
sample_020,57.47,56.33,3628.81,3685.14,244,"so few buttons Uh for main uh t things , but then how you could go back to the menu and like , I dunno if we would want it on the screen there or on the actual T_V_ I . kind of am wanting Yeah to say . on the T_V_ 'cause , if you're changing Hmm the . brightness , don't you wanna see it happening , kind Mm of Yeah . . Yeah . And ? then Yeah , I you think could still an have L_C_D_ that available screen . might be good in theory but , not as useful I think in it practice could be difficult . in practice , yeah Yeah . . Also z yeah , 'cause you would be z looking down at the L_C_D_ screen Mm-hmm , than Right back up . at your T_V_ and Mm-hmm . . people Um don't wanna do that . Okay um Oh we we probably have have to get going , don't we've we about fifteen ? minutes left , so I'm I'm gonna Uh-huh continue with . my pres presentation Um . I've one more slide before we close , but in that slide is when we need to make decisions about this these kinds of things so , I'll just 'Kay . bring that up and show you all before we move on . Um If I get Could any more information of fruits and"
sample_021,76.71,75.06,5432.76,5507.82,229,"international appeal , that whole thing ? Just that it would se serve our audience . I don't see why not . Mm-hmm . I think as long if we offer in a in at least three different colour arrangements . Um Yeah . yeah Mm-hmm that's , good . . So I'll give it a a two Yeah , I'll say two . . Alright did , anyone have any other features that they think were important that we didn't talk about ? Well um we didn't we didn't address the fact that it does need to b have a corporate logo , so let's let's make sure we keep that in mind that we ha that one of our colours concepts is Shall corporate we uh and has an R_R_ on it Well I think all of them . All should of them have should an have R_R_ R_R_ , yeah . . And so we're gonna do that so , it will address Mm-hmm it Mm . fine , 'kay . . Okay . That's Lovely me . . Okay now , we're gonna look at finances . Um I have an Excel sheet that we're actually gonna calculate the cost um , so let me exit out of this first . Okay um Whoa Oh my . . I know . Let me one more"
sample_022,48.37,47.73,6028.59,6076.32,125,"Oh that's funny . Is it started as a pear , but then it started looking more and more like a Martian when I put Kind the of looks like a penguin , like with no eye Oh . Take yeah it's , me kind of a to penguin your . leader . I like that it stands up . Mm-mm . Wow maybe , I should market it to some remote control company now . So are are That was Oh bound to happen sad , . poor little thing . Mm 'kay congratulations , . Um . Anything else to say ? Nothing will come up until after our meeting's supposed to be over Alright , its all timed . . Oh ."
sample_023,57.53,54.84,2139.42,2194.26,158,"folder , I don't know it might not Technical even be under yours So . as well in there we Projects . have technical . functions presentation working , design presentation and the functional requirements . At least that's I what I only have have in three . I , just have like our three Yeah . Yeah , that's . what I have as well , R Okay Rose So . You . don't have mine ? No , but that's 'cause I think yours is in the e-mail separate , like it's not on the server . S Yeah . Mm . But if I open it and then save it , probably will be there . Oh wait , never mind you can't save it to the Okay Well . I'll figure that out in the meantime . Okay . Okay . Okay . Mm-hmm . Mm yeah . Okay . I g yeah ."
sample_024,61.98,60.99,740.57,801.56,191,"to use it but , again th it's it's swings and roundabouts There . are disadvantages , you can't use it say to to freeze the television picture . Uh there's a lot of features that are missing from that remote control So . we've got to to find our find a way of striking a balance between the two . Um as I said before , remote controls are subjective different , people want want different things . Um personally wa what I want from a remote control is a device that's simple , it it's easy to use , uh it's got big buttons for doing the things I do most often , changing the volume , changing the channel . It it does everything that I need it to uh , as I said before , I'm quite lazy , I don't wanna walk across the room just to adjust my television . I also want something that that looks cool um , and that that feels good , that's ergonomically designed . Mm 'kay . Thank you very much . That was very useful . It's funny"
sample_025,67.36,66.92,1533.89,1600.81,292,"buttons and why's anyone right gonna . buy a new remote ? Well but why are we why are we aiming for a technological advancement ? Everything we're talking about is ease of use and simple and that doesn't necessarily mean Mm-hmm . more technology , in That's fact a good it thing could to use keep in mind it could . mean not , . If they might be overwhelmed with with remotes that have too many buttons and too much technology . If someone's looking to buy a new remote , don't they want like an upgrade ? I dunno . Upgrade Well ? , we can look for we can look at upgrade or we can look at um user-friendly . Yeah , simplification Yeah Simplification Mm-hmm . They . could . have a crap so , remote that came with their T_V_ that's just impossible to use or , maybe it broke , or maybe Mm-hmm . they're just missing it . Uh-huh , mm . And we also need to talk about if we're only gonna have the very simple ones or also have the other ones just separate somehow or Hmm Can . you like Yeah I . mean this may be too complicated but , , I wish I had something to explain it , like if it was just a simple , either this way or this way , that had like the main buttons and then you could like pull something out , kind of and like you got the rest Ooh the buttons . but , the rest of them like went in The . Do you know what I'm saying remote ? There Kind are of remote pull out of the"
sample_026,87.11,86.95,2873.46,2960.41,289,"and find the more advanced features that you want So . I think that's that's a good a good kind of model that we could have . Um here's a another example . This is uh it's an interesting idea and I think i it looks pretty cool . Um it's certainly got novelty value Uh . Mm it's . nice and colourful it's , nice and bright . Uh it's also something that you can kind of feel your way around The . buttons are are different shapes and and you can sort of yeah if you're watching T_V_ in the dark or whatever you , can work out which button's which and basically yeah , it's ith it's fun . So I I like I like this idea of just having buttons for the features that you use most often . So you'd need a few buttons to select your favourite channels . I mean most people , when they watch T_V_ , they have two hundred and fifty channels on their T_V_ and they watch of 'bout four of them at the most . So , you have buttons for your favourite channel , changing the volume , which is something you do all the time when you're watching T_V_ , and the button to switch it off in , case you get bored . Um other features things , like adjusting the brightness , tuning the T_V_ , uh I don't know what else you do with a T_V_ . Um but these are these are all necessary functions . Uh you can't have a t there's no point having a television that you can't tune or that you can't set the contrast , so"
sample_027,51.98,51.42,5503.45,5554.87,148,". I know . Let me one more space . Gonna zoom in real quick . Okay Hand . dynamo . We're using Uh kinetic we're battery n using right , kinetic ? yeah , . Um and we're having one per Yeah One . , okay . Um electronics . Single Simple . Simple . Simple simple , . rather . Mm 'kay . Um the case . Uh uh uh Guess double-curved it's double-curved . . It is pretty curvy Yeah . . It's very curvy , so okay Yeah I never did get a picture of those . so I don't really know . Our case material supplements oops we , just skipped Well by don't them we need plastic and , No . , we we the plastic is the plastic for the inside is assumed Provided The . , okay supplement . is"
sample_028,70.85,70.63,5790.7,5861.33,218,"our creativity with the information , um how how well I guess I led it , um the how well we worked together as a team um , the digital pens , the whiteboard . Well . Okay . I felt very creative I . enjoyed making the prototypes . I think we've been successful in that we've achieved almost all of the design goals that we've set Yeah and we've . come up with a finished project and we just about got cost . I think we could've done even better with a little bit more information , like Mm-hmm what's . a single-curved case how , many colours , what do colours count Mm-hmm . things , but given given what we had I think that we did we did really well . Um I think we worked together pretty well . Yeah . Yeah , I mean if I'd had more market research on the fruits Mm-hmm Yeah and vegetables . maybe , we could've taken that into account But . . the fruits and vegetables they , really my creativity so , I know , I . really did , the the whole mango idea was great No . I , mean Do you think we I could thought the pen was a little"
sample_029,75.54,73.91,47.46,121.37,182,". Um I'll talk about the new project requirements I've just received , and then we have to make a decision on our remote control functions . Finally we'll just close . We're starting this meeting at approximately twelve thirteen and we have forty minutes . So First of all the functional design objectives . Uh we need to keep in mind the user requirement specification , what needs and desires are to be fulfilled the , functions design , what effects the apparatus should have , and the working design , how the apparatus actually works to fulfil its function . Okay three , presentations um , you can go in any order you choose um . Mm shall we go in the order that you just did it ? Sure , please do . I dunno . How do I hook my screen up ? I think you , might have to disconnect Yes I Rose do . . Yeah . Well there's a wee Where a does wee it go plug just Mm-hmm ? . just that one there"
sample_030,42.79,42.22,3436.21,3478.43,199,"of a latex case is that it's in fact hard to protect stuff inside , but that Mm-hmm it's covered . with the latex which , is spongier and softer on your hands . It's there's something to be said I , mean we we got that thing earlier from you about um not wanting it to R_ R_ repetitive stress injuries Mm-hmm and Mm-hmm things . Yeah . . and and Yeah Yeah so , something , m , something m instead of grippable a necess , I mean yeah we don't , grip we don't I'm , thinking we don't wanna go grip spongy more than maybe , like sinking into your hands Yeah , you know , i and I Yeah . think . I'm envisioning more like Yeah . . , you know the , material that you have when you sit on like a bicycle , so Mm-hmm that it doesn't . hurt when Mm-hmm you're . sitting down for a long time like , I'm imagining that sort of thing I , don't know what th that Yeah material's I , think called that given . the list of materials I w I"
sample_031,76.45,75.23,2808.61,2883.84,234,". And of course we also have to make it look cool . So basically that's , what we don't want M . we don't want lots of buttons uh , complicated features . We want something that looks nice and simple . Here's a Hmm a fairly simple . device . This is an an iPod from Apple . Um I think the main thing to notice about it is it just has four buttons It's . very minimalistic in its design . Uh you use these four buttons to m to move around a range of settings on the small L_C_D_ screen . Um the thing I like about this is that it's very very quick to access the main features . Uh you can just about make out uh that the button three buttons are uh previous track next , track and play pause . They're the main the main features of the iPod , the things you will use a all the time . Um then if you want to do anything more advanced , you go into the little menu on the L_C_D_ screen and you use the buttons just to scroll around and and find the more advanced features that you want So . I think that's that's a good a good kind of model that we could have . Um here's a another example . This is"
sample_032,50.23,49.06,1494.65,1543.71,208,"Mm . I I would say no because , it's gonna add too much to the price . Especially if we are marketing it as a separate Mm-hmm product . , people are gonna be paying uh well , uh , we've got a price limit Mm of . was it twelve twelve and a half Euros for To produce it To yeah , produce to produce . it , yes it And ? . I wonder if we can get voice recognition into that Mm twelve . and a half Euros without having to make too many other compromises . But what else are we gonna put , I mean not that I'm really gung-ho about it , I don't know what else you can put in a remote to make it technologically advanced though . So like other than just making Yeah it . look good Hmm , how . is it I mean it can look really great and still have the same up-n-down But buttons and why's anyone right gonna . buy a new remote ? Well but why are we why are we aiming for a technological advancement ? Everything we're talking about is ease of use and simple and that doesn't necessarily"
sample_033,43.9,43.69,806.49,850.18,156,". . And neither of them were very pretty , you know No ? Yeah . I . think that could be our selling point . Mm A fashion . fashion remote I Right think there's . . there's certainly a market for technology that looks cool Mm Mm-hmm And . I think . . that's that's why companies like Apple've 've 've Hmm made Yeah a lot . of progress . Right . I , really can't see what I'm doing , so does anyone have a You there it is . Ah-ha , look at that , showing up already Lovely So wait , did . it . let you go on the Internet or was that just what it let you see Uh ? that was just on the d on Okay the company web site , yeah 'Cause . . I was like Hmm Yeah googling . and then . I'm like"
sample_034,96.93,96.71,2271.5,2368.21,252,"order first , do the conceptual specification of components , properties and materials um That would be me . and then the conceptual specification of user interface Yep . and finally trend watching . Alright . Well . Mm 'kay . . Function F_ eight it There . we go . Alright . Um I'm very excited by this one actually guys I uh had a lot of fun doing it . Components design . This is where you look at what does it take to make a remote control and what should we make our specific remote control out of . Um . So , we need to examine each element separately , but we're designing a full thing , so you wanna keep it integrated as a whole . The main elements of remote controls in general , and therefore ours as well , are the case , the buttons , the circuit board with the chip and the battery . These are all things that we had sort of addressed before , but I'm gonna take each one a little bit separately here as we figure out what they should be made of and what they should look like . The case uh , the options that I've gotten from headquarters about what we can do , um there's there's the shape of a case , we could do a flat sh a flat case , a curved case or maybe even a double double-curved case . I haven't"
sample_035,97.94,97.27,6343.62,6440.89,384,". we were able to do it regardless , so . I'm not usually a very decisive person so , it helped to have people say this needs This to is Yeah be what done . we'll do . in five minutes . I found that we did we could have used another five or ten minutes sometimes Yeah for , Especially some in of the the meetings meetings last . , yeah time . Mm-hmm yeah , . . Yeah I think the last time we had a lot of information Yeah but , at the same time , not quite enough Yeah , you know what I . mean Yeah . , like we Yeah we couldn't . answer every single question . Right . Um but And I I felt the first two meetings , that I was coming in with no information , and not sort Mm of . made me really like , ooh I don't know , throwing together PowerPoint out of no no information and then last time it was like the opposite I . had so much information and so much to talk about . It was interesting what came out like later , like as I was doing Yeah the . when I was doing the breakdown on the agenda that they gave me um , that more points came out from your Mm . presentation even . Um . I'm a little I am a little disappointed that we didn't do a um something for losing the remote , because Yeah that . was kind of a big point . that was something like in order to talk about that we would've had to have actual knowledge about circuit boards About and yeah things Well . the problem Yeah like . was even , when we just were creating from the Excel file there , wasn't like a option to select to somehow Mm-hmm Yeah have . it included . so , there was no we could be like yeah it , I has think it we included were Mm-hmm There . was . no way for us to have Considered written Yeah down . the re that yeah it was really there . I . think we were just getting overenthusiastic with the"
sample_036,88.5,87.41,2175.13,2262.54,217,"Okay Well . I'll figure that out in the meantime . Okay . Okay . Okay . Mm-hmm . Mm yeah . Okay . I g yeah . Time is it ? Fourteen twenty six . Okay Lovely . to see you all again . Um it's our conceptual design meeting and it's starting at approximately fourteen twenty five and so we have forty minutes for this one again and so we'll go just after three o'clock Um . okay our agenda , we're gonna do an opening , I'm gonna review the minutes of the last meeting , then we'll have your three presentations um and then we'll have to make a decision on the remote control concepts , and finally we'll close . Okay So . opening . Um these are our minutes from r the functional design We . decided our target group is the focus on who can afford it , because we have international appeal and we said it's for all age groups different , um functions of it . Our main objectives were simplicity and fashion . And s um in specific functions are something to keep the remote from getting lost , large buttons for the essential functions , a possibility for extra functions like , a sliding a sliding"
sample_037,58.28,57.38,3490.51,3547.89,309,"being like I , dunno lemons , or strawberries or something The buttons . could be fruit-shaped Could they be smelly ? I Oh . Oh God Is it supposed . to be shaped like a vegetable ? Uh I like don't uh know I dunno , like . uh carrots or something . well it's Or quite easy carrot to s shaped shape thing mm , like carrot isn't it . Maybe ? Or maybe the , or buttons could be shaped Like large like different button fruits , that's what I was thinking of , yeah . . What about the idea of like a round remote ? Instead of like a vertical up and down one . Like Kind in of terms like a of potato holding it . . Like that's a f shape be yeah of a fruit It'd . Just . Might to would tie you Yeah think you it . you in a little do . you think you'd be able to hold it 'Cause ? I think the reason they're long be harder is to f bu uh buttons yeah . I think It'd . be harder to Depends press button Harder to . push . When you . when you use a remote , do you press the buttons with your thumb , usually ? Yeah Or your fingers . ? Um I usually hold it in one hand . Maybe Or maybe I you want something that's shaped like a mobile phone , so you you hold it in one hand , and you press the buttons Yeah But then with the buttons your thumb would , that's have to . be very small ts how I tend to do it . Yeah Don't . , 'cause you think No otherwise just ? your thumb-sized fingers can't move ."
sample_038,45.86,45.41,4730.04,4775.45,200,"the fashionable , sort of cool looking thing that we also need to focus on Could we maybe have like . an extra button on the top for on off ? So then w we wouldn't Mm Ah Yeah have to , it's have like possible a dual yeah function that's , there , we , yeah ? go good , that's . good . , yeah . Here , stick it on Put . an extra the Sure button . on . Um uh why don't we do a product evaluation using your criteria , if you've Well developed do we w some ? like I think we're supposed to have one that we do it for Oh . okay . Okay That . was So where I was a little vague on what exactly I'm supposed to do but , let me I have to like write something on Okay the whiteboard . so , . Do you need this or just write on the white No board , I actually ? don't have like a PowerPointy thing Okay . , 'cause Right . I think it would be redundant . Okay I dunno . . It's kind"
