sample_id,target_duration,actual_duration,start_time,end_time,word_count,text
sample_073,1.04,0.96,6481.48,6482.44,5,I dunno I . mean
sample_074,6.71,6.31,3107.43,3113.74,38,"yes , . . Okay But it's . 'Cause that would it's be more specifically it's something a digital to bear box in mind is that , mm-hmm . if we put a display on the remote control"
sample_075,5.95,5.8,1891.7,1897.5,34,"It . would be . relevant to like the overall goal Mm I think Yeah . so , , that'll probably be good . Okay we , have to we have about four minutes"
sample_076,6.1,5.95,1282.99,1288.94,27,"of thing . Lottery numbers and sport scores Yep . , news headlines But . if you ever see the T_V_ saying like go to page one"
sample_077,6.4,5.93,3980.66,3986.59,31,". Okay . Um Oh could it be hard and , then Uh yeah something around everything , it ? I've Yeah I , would be more okay with like a"
sample_078,1.52,1.42,6725.66,6727.08,9,"the web page 'cause , they didn't give me"
sample_079,3.51,3.24,4761.34,4764.58,16,"I have to like write something on Okay the whiteboard . so , . Do you"
sample_080,1.81,1.68,2597.63,2599.31,8,in mind marketing kind of . Yeah .
sample_081,7.04,6.81,5742.95,5749.76,12,"Yeah . Ish . Okay Alright , we're . all set ."
sample_082,5.36,5.23,3196.35,3201.58,16,", I don't know how relevant all of this gonna be . If anything , the"
sample_083,3.32,3.0,1864.8,1867.8,13,? Mm Yeah . Like a button . on a T_V_ you can
sample_084,1.44,1.34,4579.93,4581.27,6,"might , not want a fruity"
sample_085,3.18,3.1,3763.81,3766.91,8,", I mean , it would t totally"
sample_086,3.28,3.14,5149.83,5152.97,14,well if we I know it would make it a little less c a
sample_087,6.11,5.97,1452.42,1458.39,18,"the voice activation and basically there's a big jump , after thirty five people don't really care if"
sample_088,5.46,5.02,2391.1,2396.12,15,", for buttons we have um pushbuttons , which is what Real Reaction uses the"
sample_089,7.21,6.88,6166.12,6173.0,40,", you don't actually need this you just That's need like to mine talk it was about like the case would , you . prefer an L_C_D_ screen or a multifunction remote control And ? then it didn't have like"
sample_090,4.31,4.26,2374.99,2379.25,18,"our case out of plastic , the m the main base will be plastic but , we have"
sample_091,1.84,1.74,1035.98,1037.72,6,the user who's controlling the chip
sample_092,5.99,5.56,4370.88,4376.44,16,"If . we press select three times , the menu with the other features and pro"
sample_093,6.33,5.93,4552.56,4558.49,24,"decide what kind of button layout we want how , many buttons , and then to choose what colours we want to make the"
sample_094,4.93,4.51,1175.5,1180.01,12,"loosey loosey . righty , tighty Uh . Never . heard that"
sample_095,6.4,6.36,278.74,285.1,23,the older people in the like sixty and above segment or so did not really think that they would pay more money for
sample_096,4.46,4.1,1899.9,1904.0,17,that quickly . Um so we want something to keep it from getting lost . Yep .
sample_097,4.66,4.23,605.3,609.53,13,". Um Hmm , . and different different people sort of prefer different"
sample_098,3.99,3.7,1407.3,1411.0,10,that function um fashion we put the fashion in in
sample_099,1.18,1.08,3628.81,3629.89,7,so few buttons Uh for main uh
sample_100,1.76,1.61,730.92,732.53,5,with your T_V_ . The
