range_category,stimulus_id,exp_id,llm_model,mean_input_value,mean_correct,mean_response,var_response,var_correct,squared_bias
long,0,base_1_text_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.534,0.0022799999999999977,0.0,0.013409640000000004
long,0,base_1_text_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.61,0.008000000000000002,0.0,0.0015840400000000047
long,0,base_1_text_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.4782,0.0094162,0.0,0.02944656000000001
long,0,base_2_image,GPT-5 Mini,0.6498,0.6498,0.6519999999999999,0.002569999999999999,0.0,4.8399999999994226e-06
long,0,base_2_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.75,0.0,0.0,0.010040039999999991
long,0,base_2_image,gemma-3-4b-it,0.6498,0.6498,0.654,8.000000000000028e-05,0.0,1.7639999999999845e-05
long,0,base_2_image,google_gemini-2.5-flash-lite,0.6498,0.6498,0.666,0.0014300000000000003,0.0,0.00026243999999999974
long,0,base_2_image,meta-llama_llama-4-maverick,0.6498,0.6498,0.7,0.0,0.0,0.002520039999999991
long,0,base_2_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.64,0.0005000000000000016,0.0,9.60400000000006e-05
long,0,base_2_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.716,0.0016800000000000016,0.0,0.00438243999999999
long,0,base_2_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.6199999999999999,0.001999999999999998,0.0,0.0008880400000000095
long,0,base_2_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.646,0.00248,0.0,1.4440000000000194e-05
long,0,base_2_text,GPT-5 Mini,0.6498,0.6498,0.575,0.0,0.0,0.005595040000000013
long,0,base_2_text,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.6679999999999999,0.001319999999999997,0.0,0.0003312399999999957
long,0,base_2_text,gemma-3-4b-it,0.6498,0.6498,0.65400000002,0.0009133333339666663,0.0,1.7640000167999858e-05
long,0,base_2_text,google_gemini-2.5-flash-lite,0.6498,0.6498,0.6209767441860465,0.007085002704164412,0.0,0.0008307800757166047
long,0,base_2_text,meta-llama_llama-4-maverick,0.6498,0.6498,0.43,,0.0,0.04831204000000002
long,0,base_2_text,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.6900000000000001,0.002999999999999999,0.0,0.001616040000000001
long,0,base_2_text,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.609,0.0047049999999999965,0.0,0.0016646400000000048
long,0,base_2_text,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.6679999999999999,0.0033700000000000028,0.0,0.0003312399999999957
long,0,base_2_text,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.6843684210526316,0.005507152354570636,0.0,0.0011949757340720224
long,0,base_2_text_image,GPT-5 Mini,0.6498,0.6498,0.619,0.004242500000000002,0.0,0.0009486400000000031
long,0,base_2_text_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.734,0.0002300000000000004,0.0,0.00708963999999999
long,0,base_2_text_image,gemma-3-4b-it,0.6498,0.6498,0.7000000000133333,0.0020833333322222234,0.0,0.002520040001338658
long,0,base_2_text_image,google_gemini-2.5-flash-lite,0.6498,0.6498,0.5599999999999999,0.0010999999999999985,0.0,0.008064040000000019
long,0,base_2_text_image,meta-llama_llama-4-maverick,0.6498,0.6498,0.6999999999999998,0.0,0.0,0.00252003999999998
long,0,base_2_text_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.61,0.0005000000000000003,0.0,0.0015840400000000047
long,0,base_2_text_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.67,0.0032500000000000025,0.0,0.0004080399999999998
long,0,base_2_text_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.6799999999999999,0.0019999999999999987,0.0,0.0009120399999999935
long,0,base_2_text_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.652,0.004520000000000001,0.0,4.839999999999911e-06
long,0,base_3_image,GPT-5 Mini,0.6498,0.6498,0.754,0.008029999999999994,0.0,0.010857639999999991
long,0,base_3_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.746,8.000000000000028e-05,0.0,0.00925443999999999
long,0,base_3_image,gemma-3-4b-it,0.6498,0.6498,0.33399999999999996,0.004079999999999999,0.0,0.09972964000000005
long,0,base_3_image,google_gemini-2.5-flash-lite,0.6498,0.6498,1.816,8.40028,0.0,1.3600224399999998
long,0,base_3_image,meta-llama_llama-4-maverick,0.6498,0.6498,0.5,0.0,0.0,0.022440040000000012
long,0,base_3_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.27999999999999997,0.000749999999999999,0.0,0.13675204000000005
long,0,base_3_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.5,0.065,0.0,0.022440040000000012
long,0,base_3_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,,,0.0,
long,0,base_3_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.266,0.0012800000000000014,0.0,0.14730244000000003
long,0,base_3_text_image,GPT-5 Mini,0.6498,0.6498,0.575,0.0,0.0,0.005595040000000013
long,0,base_3_text_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.64,0.001400000000000003,0.0,9.60400000000006e-05
long,0,base_3_text_image,gemma-3-4b-it,0.6498,0.6498,0.314,0.0012800000000000008,0.0,0.11276164000000002
long,0,base_3_text_image,google_gemini-2.5-flash-lite,0.6498,0.6498,0.466,0.0026300000000000026,0.0,0.033782440000000004
long,0,base_3_text_image,meta-llama_llama-4-maverick,0.6498,0.6498,0.48,,0.0,0.02883204000000002
long,0,base_3_text_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.272,0.0004700000000000005,0.0,0.14273284000000003
long,0,base_3_text_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.576,0.024879999999999996,0.0,0.005446440000000013
long,0,base_3_text_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.6625,0.005624999999999998,0.0,0.00016128999999999832
long,0,base_3_text_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.5781029411764705,0.029951258073817762,0.0,0.00514046824394465
long,0,base_4_image,GPT-5 Mini,0.6498,0.6498,0.6859999999999999,0.004229999999999999,0.0,0.0013104399999999926
long,0,base_4_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.73,0.0007500000000000008,0.0,0.0064320399999999904
long,0,base_4_image,gemma-3-4b-it,0.6498,0.6498,0.33799999999999997,0.0051199999999999996,0.0,0.09721924000000005
long,0,base_4_image,google_gemini-2.5-flash-lite,0.6498,0.6498,0.504,0.0018299999999999976,0.0,0.02125764000000001
long,0,base_4_image,meta-llama_llama-4-maverick,0.6498,0.6498,0.348,0.008419999999999999,0.0,0.09108324000000004
long,0,base_4_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.32,0.005750000000000002,0.0,0.10876804000000002
long,0,base_4_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.62,0.015750000000000004,0.0,0.0008880400000000029
long,0,base_4_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.554,0.006079999999999999,0.0,0.009177639999999999
long,0,base_4_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.462,0.02827,0.0,0.03526884000000001
long,0,base_4_text,GPT-5 Mini,0.6498,0.6498,0.575,0.0,0.0,0.005595040000000013
long,0,base_4_text,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.712,0.008570000000000001,0.0,0.00386883999999999
long,0,base_4_text,gemma-3-4b-it,0.6498,0.6498,0.3839933333266667,0.026864178000844344,0.0,0.07065318404798855
long,0,base_4_text,google_gemini-2.5-flash-lite,0.6498,0.6498,0.5058642424242424,0.0029086133627180878,0.0,0.020717502308907263
long,0,base_4_text,meta-llama_llama-4-maverick,0.6498,0.6498,0.5802499999999999,0.01024025,0.0,0.004837202500000016
long,0,base_4_text,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.46386666666666665,0.012311422222222222,0.0,0.03457120444444447
long,0,base_4_text,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.8149662854584573,0.09943577276010578,0.0,0.027279901852144583
long,0,base_4_text,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.6715,0.0003987499999999994,0.0,0.00047088999999999747
long,0,base_4_text,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.62598,0.0056669020000000014,0.0,0.0005673924000000031
long,0,base_4_text_image,GPT-5 Mini,0.6498,0.6498,0.575,0.0,0.0,0.005595040000000013
long,0,base_4_text_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.686,0.0037299999999999976,0.0,0.0013104400000000008
long,0,base_4_text_image,gemma-3-4b-it,0.6498,0.6498,0.43200000000000005,0.023120000000000005,0.0,0.047436839999999994
long,0,base_4_text_image,google_gemini-2.5-flash-lite,0.6498,0.6498,0.454,0.00308,0.0,0.03833764000000001
long,0,base_4_text_image,meta-llama_llama-4-maverick,0.6498,0.6498,0.7,0.020000000000000004,0.0,0.002520039999999991
long,0,base_4_text_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.32999999999999996,0.0045000000000000005,0.0,0.10227204000000005
long,0,base_4_text_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.596,0.004029999999999998,0.0,0.0028944400000000077
long,0,base_4_text_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.622,0.008019999999999992,0.0,0.0007728400000000026
long,0,base_4_text_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.53002,0.028598552000000003,0.0,0.0143472484
long,0,base_5_image,GPT-5 Mini,0.6498,0.6498,0.612,0.0015699999999999991,0.0,0.0014288400000000041
long,0,base_5_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.75,0.0,0.0,0.010040039999999991
long,0,base_5_image,gemma-3-4b-it,0.6498,0.6498,0.442,0.012170000000000004,0.0,0.04318084000000002
long,0,base_5_image,google_gemini-2.5-flash-lite,0.6498,0.6498,0.526,0.0018799999999999993,0.0,0.015326440000000005
long,0,base_5_image,meta-llama_llama-4-maverick,0.6498,0.6498,0.33599999999999997,0.009230000000000002,0.0,0.09847044000000005
long,0,base_5_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.25,0.0,0.0,0.15984004000000004
long,0,base_5_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.75,0.0,0.0,0.010040039999999991
long,0,base_5_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.51,0.0005000000000000016,0.0,0.01954404000000001
long,0,base_5_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.5940000000000001,0.007430000000000008,0.0,0.0031136399999999956
long,0,base_5_text_image,GPT-5 Mini,0.6498,0.6498,0.575,0.0,0.0,0.005595040000000013
long,0,base_5_text_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.742,0.00032000000000000084,0.0,0.00850083999999999
long,0,base_5_text_image,gemma-3-4b-it,0.6498,0.6498,0.35,0.0019999999999999983,0.0,0.08988004000000004
long,0,base_5_text_image,google_gemini-2.5-flash-lite,0.6498,0.6498,0.49000000000000005,0.002000000000000002,0.0,0.02553604
long,0,base_5_text_image,meta-llama_llama-4-maverick,0.6498,0.6498,,,0.0,
long,0,base_5_text_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.27,0.0007499999999999997,0.0,0.14424804000000002
long,0,base_5_text_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.558,0.0026699999999999988,0.0,0.008427239999999999
long,0,base_5_text_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.5720000000000001,0.006170000000000002,0.0,0.006052839999999997
long,0,base_5_text_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.4532999999999999,0.0070944499999999995,0.0,0.03861225000000005
long,0,base_6_image,GPT-5 Mini,0.6498,0.6498,0.632,0.00032000000000000013,0.0,0.00031684000000000134
long,0,base_6_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.65,4.9999999999999975e-05,0.0,3.9999999999991186e-08
long,0,base_6_image,gemma-3-4b-it,0.6498,0.6498,0.642,0.00011999999999999994,0.0,6.0840000000000454e-05
long,0,base_6_image,google_gemini-2.5-flash-lite,0.6498,0.6498,0.6,0.0014500000000000023,0.0,0.0024800400000000067
long,0,base_6_image,meta-llama_llama-4-maverick,0.6498,0.6498,0.6,0.0,0.0,0.0024800400000000067
long,0,base_6_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.65,0.0,0.0,3.9999999999991186e-08
long,0,base_6_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.638,0.0002700000000000005,0.0,0.00013924000000000076
long,0,base_6_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.6,0.0,0.0,0.0024800400000000067
long,0,base_6_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.6100000000000001,0.0029999999999999957,0.0,0.0015840399999999958
long,0,base_6_text,GPT-5 Mini,0.6498,0.6498,0.575,0.0,0.0,0.005595040000000013
long,0,base_6_text,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.584,0.0003299999999999992,0.0,0.0043296400000000105
long,0,base_6_text,gemma-3-4b-it,0.6498,0.6498,0.6,0.0,0.0,0.0024800400000000067
long,0,base_6_text,google_gemini-2.5-flash-lite,0.6498,0.6498,0.578,0.0021699999999999983,0.0,0.005155240000000012
long,0,base_6_text,meta-llama_llama-4-maverick,0.6498,0.6498,,,0.0,
long,0,base_6_text,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.638,0.00027000000000000114,0.0,0.00013924000000000076
long,0,base_6_text,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.5780000000000001,0.00302,0.0,0.005155239999999997
long,0,base_6_text,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.6,0.0,0.0,0.0024800400000000067
long,0,base_6_text,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.6222,0.0013317000000000025,0.0,0.0007617600000000038
long,0,base_6_text_image,GPT-5 Mini,0.6498,0.6498,0.6100526000000001,0.0007618563338000016,0.0,0.001579855806759999
long,0,base_6_text_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.644,8e-05,0.0,3.3640000000000315e-05
long,0,base_6_text_image,gemma-3-4b-it,0.6498,0.6498,0.66667333336,2.2222177777814557e-10,0.0,0.0002847093786776877
long,0,base_6_text_image,google_gemini-2.5-flash-lite,0.6498,0.6498,0.562,0.001470000000000001,0.0,0.007708839999999998
long,0,base_6_text_image,meta-llama_llama-4-maverick,0.6498,0.6498,0.6,0.0,0.0,0.0024800400000000067
long,0,base_6_text_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.61,0.0005000000000000009,0.0,0.0015840400000000047
long,0,base_6_text_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.602,0.0010199999999999981,0.0,0.0022848400000000063
long,0,base_6_text_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.6,0.0,0.0,0.0024800400000000067
long,0,base_6_text_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.63,0.00018333333333333277,0.0,0.0003920400000000016
long,0,base_7_image,GPT-5 Mini,0.6498,0.6498,0.636,0.0011800000000000011,0.0,0.00019044000000000095
long,0,base_7_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.756,0.00018000000000000055,0.0,0.011278439999999992
long,0,base_7_image,gemma-3-4b-it,0.6498,0.6498,0.394,0.0034799999999999996,0.0,0.06543364000000002
long,0,base_7_image,google_gemini-2.5-flash-lite,0.6498,0.6498,0.528,0.003920000000000006,0.0,0.014835240000000005
long,0,base_7_image,meta-llama_llama-4-maverick,0.6498,0.6498,0.25,0.0,0.0,0.15984004000000004
long,0,base_7_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.26,0.0004999999999999999,0.0,0.15194404000000003
long,0,base_7_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.73,0.005750000000000007,0.0,0.0064320399999999904
long,0,base_7_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.52,0.0019999999999999987,0.0,0.01684804000000001
long,0,base_7_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.5549999999999999,0.005749999999999996,0.0,0.00898704000000002
long,0,base_7_text,GPT-5 Mini,0.6498,0.6498,0.575,0.0,0.0,0.005595040000000013
long,0,base_7_text,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.646,0.005229999999999998,0.0,1.4440000000000194e-05
long,0,base_7_text,gemma-3-4b-it,0.6498,0.6498,0.31664,0.0013877779999999992,0.0,0.11099558560000004
long,0,base_7_text,google_gemini-2.5-flash-lite,0.6498,0.6498,0.4641534855948649,0.0036482936220637555,0.0,0.03446462831077605
long,0,base_7_text,meta-llama_llama-4-maverick,0.6498,0.6498,,,0.0,
long,0,base_7_text,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.36138181818181814,0.000401530578512396,0.0,0.08318504760330583
long,0,base_7_text,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.4333959899749374,0.006986235168120806,0.0,0.046830695554927415
long,0,base_7_text,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.5740000000000001,0.00032999999999999913,0.0,0.005745639999999997
long,0,base_7_text,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.5769,0.007222050000000007,0.0,0.005314410000000011
long,0,base_7_text_image,GPT-5 Mini,0.6498,0.6498,0.575,0.0,0.0,0.005595040000000013
long,0,base_7_text_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.75,0.0004500000000000008,0.0,0.010040039999999991
long,0,base_7_text_image,gemma-3-4b-it,0.6498,0.6498,0.298,0.0019200000000000003,0.0,0.12376324000000004
long,0,base_7_text_image,google_gemini-2.5-flash-lite,0.6498,0.6498,0.506,0.002880000000000004,0.0,0.02067844000000001
long,0,base_7_text_image,meta-llama_llama-4-maverick,0.6498,0.6498,0.5725,1.25000000000003e-05,0.0,0.0059752900000000055
long,0,base_7_text_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.266,0.0005300000000000002,0.0,0.14730244000000003
long,0,base_7_text_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.618,0.002769999999999999,0.0,0.0010112400000000033
long,0,base_7_text_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.61,0.0042499999999999994,0.0,0.0015840400000000047
long,0,base_7_text_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.4627,0.008037699999999993,0.0,0.035006410000000016
long,0,base_8_image,GPT-5 Mini,0.7832,0.7832,0.75,0.004349999999999999,0.0,0.0011022400000000004
long,0,base_8_image,anthropic_claude-3.7-sonnet,0.7832,0.7832,0.79,0.00175,0.0,4.6240000000000384e-05
long,0,base_8_image,gemma-3-4b-it,0.7832,0.7832,0.4613333333333333,0.015375555555555554,0.0,0.10359815111111112
long,0,base_8_image,google_gemini-2.5-flash-lite,0.7832,0.7832,0.492,0.011320000000000005,0.0,0.08479744
long,0,base_8_image,meta-llama_llama-4-maverick,0.7832,0.7832,0.5,0.0,0.0,0.08020224000000001
long,0,base_8_image,microsoft_phi-4-multimodal-instruct,0.7832,0.7832,0.36,0.003000000000000003,0.0,0.17909824000000002
long,0,base_8_image,mistralai_mistral-small-3.2-24b-instruct,0.7832,0.7832,0.75,0.0,0.0,0.0011022400000000004
long,0,base_8_image,openai_gpt-4o-2024-08-06,0.7832,0.7832,0.65,0.004999999999999999,0.0,0.017742239999999996
long,0,base_8_image,qwen_qwen2.5-vl-32b-instruct,0.7832,0.7832,0.54,0.0042499999999999994,0.0,0.05914623999999999
long,0,base_8_text,GPT-5 Mini,0.7832,0.7832,0.775,0.0,0.0,6.723999999999976e-05
long,0,base_8_text,anthropic_claude-3.7-sonnet,0.7832,0.7832,0.9359999999999999,0.0011799999999999968,0.0,0.02334783999999998
long,0,base_8_text,gemma-3-4b-it,0.7832,0.7832,0.26666,0.0013877779999999986,0.0,0.2668135716
long,0,base_8_text,google_gemini-2.5-flash-lite,0.7832,0.7832,0.6945808524309274,0.0072928138332693975,0.0,0.007853353315869071
long,0,base_8_text,meta-llama_llama-4-maverick,0.7832,0.7832,,,0.0,
long,0,base_8_text,microsoft_phi-4-multimodal-instruct,0.7832,0.7832,0.4,0.0,0.0,0.14684223999999999
long,0,base_8_text,mistralai_mistral-small-3.2-24b-instruct,0.7832,0.7832,0.5003942857142857,0.00475840587755102,0.0,0.07997907203265309
long,0,base_8_text,openai_gpt-4o-2024-08-06,0.7832,0.7832,0.746,0.001530000000000002,0.0,0.0013838400000000008
long,0,base_8_text,qwen_qwen2.5-vl-32b-instruct,0.7832,0.7832,0.81272,0.005942187000000001,0.0,0.0008714303999999995
long,0,base_8_text_image,GPT-5 Mini,0.7832,0.7832,0.775,0.0,0.0,6.723999999999976e-05
long,0,base_8_text_image,anthropic_claude-3.7-sonnet,0.7832,0.7832,0.778,0.0010699999999999987,0.0,2.7039999999999816e-05
long,0,base_8_text_image,gemma-3-4b-it,0.7832,0.7832,0.3,0.0056999999999999985,0.0,0.23348224
long,0,base_8_text_image,google_gemini-2.5-flash-lite,0.7832,0.7832,0.514,0.011130000000000001,0.0,0.07246864
long,0,base_8_text_image,meta-llama_llama-4-maverick,0.7832,0.7832,0.9359999999999999,0.008191999999999993,0.0,0.02334783999999998
long,0,base_8_text_image,microsoft_phi-4-multimodal-instruct,0.7832,0.7832,0.392,0.00012000000000000022,0.0,0.15303744
long,0,base_8_text_image,mistralai_mistral-small-3.2-24b-instruct,0.7832,0.7832,0.5932000000000001,0.0010511999999999987,0.0,0.03609999999999998
long,0,base_8_text_image,openai_gpt-4o-2024-08-06,0.7832,0.7832,0.5740000000000001,0.006879999999999998,0.0,0.04376463999999997
long,0,base_8_text_image,qwen_qwen2.5-vl-32b-instruct,0.7832,0.7832,0.7113333333333333,0.001605333333333334,0.0,0.005164817777777789
long,0,base_image,GPT-5 Mini,0.6498,0.6498,0.646,0.0017800000000000005,0.0,1.4440000000000194e-05
long,0,base_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.75,0.0,0.0,0.010040039999999991
long,0,base_image,gemma-3-4b-it,0.6498,0.6498,0.39,0.0029999999999999983,0.0,0.06749604000000002
long,0,base_image,google_gemini-2.5-flash-lite,0.6498,0.6498,0.548,0.004519999999999995,0.0,0.010363240000000001
long,0,base_image,meta-llama_llama-4-maverick,0.6498,0.6498,0.33599999999999997,0.00923,0.0,0.09847044000000005
long,0,base_image,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.25,0.0,0.0,0.15984004000000004
long,0,base_image,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.72,0.004499999999999996,0.0,0.00492803999999999
long,0,base_image,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.54,0.003000000000000001,0.0,0.012056040000000002
long,0,base_image,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.534,0.005780000000000002,0.0,0.013409640000000004
long,0,base_text,GPT-5 Mini,0.6498,0.6498,0.575,0.0,0.0,0.005595040000000013
long,0,base_text,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.602,0.0035700000000000003,0.0,0.0022848400000000063
long,0,base_text,gemma-3-4b-it,0.6498,0.6498,0.26666,0.0013877779999999999,0.0,0.14679625960000003
long,0,base_text,google_gemini-2.5-flash-lite,0.6498,0.6498,0.523429304029304,0.008716108322934702,0.0,0.015969552800118098
long,0,base_text,meta-llama_llama-4-maverick,0.6498,0.6498,,,0.0,
long,0,base_text,microsoft_phi-4-multimodal-instruct,0.6498,0.6498,0.3725818181818182,0.00015053966942148804,0.0,0.07684992033057854
long,0,base_text,mistralai_mistral-small-3.2-24b-instruct,0.6498,0.6498,0.4217090909,0.0039136958670223125,0.0,0.05202546281406447
long,0,base_text,openai_gpt-4o-2024-08-06,0.6498,0.6498,0.645,0.009925000000000005,0.0,2.3040000000000254e-05
long,0,base_text,qwen_qwen2.5-vl-32b-instruct,0.6498,0.6498,0.64896,0.0038629280000000016,0.0,7.056000000001057e-07
long,0,base_text_image,GPT-5 Mini,0.6498,0.6498,0.575,0.0,0.0,0.005595040000000013
long,0,base_text_image,anthropic_claude-3.7-sonnet,0.6498,0.6498,0.754,0.0010300000000000018,0.0,0.010857639999999991
long,0,base_text_image,gemma-3-4b-it,0.6498,0.6498,0.374,0.010629999999999997,0.0,0.07606564000000003
