llm_model,model_pretty,ablation,ablation_pretty,modality,nrmse,sqrt_bias_squared,sqrt_variance,n_sqrt_bias_squared,n_sqrt_variance
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical Cue,image,1.2920563829214013,0.10887666666666665,0.24930616476310588,0.5171039447297627,1.1840663862270786
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical Cue,text,1.0140876856830563,0.12647118326266668,0.17183385078656357,0.6011145258288709,0.8167222055825034
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical Cue,text_image,1.1860588522313726,0.08944377777926982,0.23338767943905347,0.4244442222714952,1.107511942661002
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,image,1.1705657802966738,0.14958999999999997,0.196671988091848,0.7086479198820372,0.9316879153710336
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,text_image,1.093691109487613,0.03658999999999999,0.22786539352579774,0.1734005755352757,1.0798576218077458
gemma-3-4b-it,Gemma 3 4B it,base_4,Short context,image,1.26550886523028,0.17265666666666668,0.2029467445469925,0.820023666692206,0.9638847825550007
gemma-3-4b-it,Gemma 3 4B it,base_4,Short context,text,1.4123943342522478,0.03812344975798946,0.29476320457103855,0.18116427021534828,1.4007274048240757
gemma-3-4b-it,Gemma 3 4B it,base_4,Short context,text_image,1.4035781839133004,0.053794349206349186,0.2910631868475198,0.25508941315092376,1.3802032856270399
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,image,1.3229316286673394,0.19085666666666665,0.20288097936694036,0.9064635998956625,0.9635724343258347
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,text_image,1.0711154048433886,0.016189999999999993,0.2252420096252029,0.07679177771519573,1.0683591312700782
gemma-3-4b-it,Gemma 3 4B it,base_6,Compressed Numerical Cue,image,0.8807167526736767,0.12149000000000001,0.14009482110342267,0.5770103013674698,0.6653729108972564
gemma-3-4b-it,Gemma 3 4B it,base_6,Compressed Numerical Cue,text,0.6777489924990255,0.04839461760066666,0.13442682314320079,0.22957081518201905,0.6376840421792813
gemma-3-4b-it,Gemma 3 4B it,base_6,Compressed Numerical Cue,text_image,0.7352868391407275,0.05483422221866667,0.14482291848435322,0.2603632225410411,0.6876465139601934
gemma-3-4b-it,Gemma 3 4B it,base_7,Longer Context,image,1.1769840654010355,0.13213833333333333,0.20928819849804134,0.6283527301156873,0.9952207477560499
gemma-3-4b-it,Gemma 3 4B it,base_7,Longer Context,text,1.232187424093336,0.05816639682539682,0.25264089406726065,0.27645825314272265,1.2007733684434565
gemma-3-4b-it,Gemma 3 4B it,base_7,Longer Context,text_image,1.1369651486911456,0.034328333333333357,0.2367967652451265,0.16312021762532097,1.1252028901225533
gemma-3-4b-it,Gemma 3 4B it,base_8,Reverse Order,image,1.495761252132136,0.15252333333333337,0.2755356922701936,0.724401469522082,1.3086421337914134
gemma-3-4b-it,Gemma 3 4B it,base_8,Reverse Order,text,1.2397911118518468,0.04167066666666666,0.2583806447216324,0.1973981986578715,1.223975470421473
gemma-3-4b-it,Gemma 3 4B it,base_8,Reverse Order,text_image,1.4203529832687976,0.049345333333333324,0.295559508409991,0.23389851155135388,1.4009618422264876
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,image,0.9129550351257039,0.13005666666666668,0.1415454548506906,0.6176972296335657,0.6722626188212409
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text,0.667247593517896,0.04097777303417082,0.13451964750992382,0.19443760784610312,0.6382894074873156
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base,Base,text_image,0.882344545299201,0.12059000000000002,0.14165581844739028,0.5719515585446812,0.6718655455502716
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_1,Verbal Cue,image,0.9040355834282857,0.12779,0.14100324428891697,0.607092609393599,0.6698648369068134
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_1,Verbal Cue,text,0.689129383749506,0.040329015761121724,0.1396631589413123,0.19118145070170045,0.6620792705217158
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_1,Verbal Cue,text_image,1.0413483484298267,0.16179000000000002,0.1480125047645187,0.7683316836944757,0.7029031274711616
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical Cue,image,0.7952958702944329,0.09112333333333333,0.14048526775272757,0.43278543113239826,0.6672273165173349
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical Cue,text,0.6584134328537747,0.06550912993201655,0.12205802320867964,0.3113633363796498,0.5801388810628239
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical Cue,text_image,1.0331421638725042,0.16425666666666666,0.14289800484572515,0.7794593974808597,0.6781045483182777
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_3,Noise,image,2.622944020687976,0.08139,0.5476681113898576,0.3855662423905276,2.5944506178363964
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_3,Noise,text_image,0.985402409182999,0.10145666666666667,0.18150231528979335,0.480804711448227,0.8601422774592852
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_4,Short context,image,1.054703616973939,0.15239,0.1615295852158359,0.7237682099381736,0.7671761844197207
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_4,Short context,text,0.7554213617926063,0.03467272120344132,0.15514036791609556,0.1647662599548795,0.7372336898386271
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_4,Short context,text_image,1.0497595950569205,0.15214999999999998,0.1608058140532653,0.7214857096241661,0.7625310342682342
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_5,Gradual noise,image,0.9292484975983916,0.13352333333333333,0.14301057695926628,0.6341619788151764,0.679221138447625
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_5,Gradual noise,text_image,1.0938892083422227,0.17865666666666666,0.14584053319369833,0.8473973461398697,0.6917451393993892
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_6,Compressed Numerical Cue,image,0.8582664336250864,0.12025666666666668,0.13488503668762605,0.5711526502163198,0.640629316561769
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_6,Compressed Numerical Cue,text,0.73516934874624,0.08935688718930335,0.12662257174357403,0.42388460641320364,0.6006628103869043
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_6,Compressed Numerical Cue,text_image,21.5425833592005,0.22814333333333336,4.531271276193421,1.0832675483395586,21.515330097556404
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_7,Longer Context,image,0.8425295857062562,0.10643833333333333,0.14164400339309188,0.50614243158531,0.6735547058251955
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_7,Longer Context,text,0.8026122879462164,0.10523522419763368,0.13206849171649862,0.5001710237973316,0.6277064853223915
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_7,Longer Context,text_image,0.8968513124863348,0.11236499999999999,0.15164803968949506,0.5339322208128129,0.7205960451503732
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_8,Reverse Order,image,0.9241950012657155,0.09165666666666665,0.17165178255863106,0.43531846946803066,0.8152510230012272
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_8,Reverse Order,text,0.6000388803134963,0.058240789494007086,0.11248454824299106,0.2758925607428716,0.5328507791254652
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_8,Reverse Order,text_image,1.018138936198966,0.15752333333333335,0.14602606544342994,0.746665808342723,0.6921683783995555
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,image,1.097155937339584,0.06059,0.2229195615014528,0.2877689864174417,1.0587446157104081
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text,0.558074535885914,0.004165671641791048,0.11754055070642554,0.01976591623041064,0.5577243908597246
meta-llama_llama-4-maverick,Llama 4 Maverick,base,Base,text_image,0.54090841663932,0.017437777777777785,0.11270385176412179,0.0827063950373647,0.5345480029063617
meta-llama_llama-4-maverick,Llama 4 Maverick,base_1,Verbal Cue,image,0.8375829398944905,0.10032333333333333,0.14498073822254995,0.4766065749776756,0.6887607377677294
meta-llama_llama-4-maverick,Llama 4 Maverick,base_1,Verbal Cue,text,0.6137671734835685,0.013417164179104484,0.1287748153312592,0.06360464949746986,0.61046260475832
meta-llama_llama-4-maverick,Llama 4 Maverick,base_1,Verbal Cue,text_image,0.6085545705663374,0.004453846153846159,0.12806781189373487,0.021151066903398134,0.6081868937473311
meta-llama_llama-4-maverick,Llama 4 Maverick,base_2,Numerical Cue,image,0.608079809861369,0.03959000000000001,0.12175693368346627,0.18803060195191482,0.5782780887173915
meta-llama_llama-4-maverick,Llama 4 Maverick,base_2,Numerical Cue,text,0.5041100853980053,0.001891111111111111,0.10604512279749505,0.008988406129515764,0.5040299462881497
meta-llama_llama-4-maverick,Llama 4 Maverick,base_2,Numerical Cue,text_image,0.5663467149737927,0.020932142857142864,0.11749713690606443,0.09933085694793835,0.5575679173155452
meta-llama_llama-4-maverick,Llama 4 Maverick,base_3,Noise,image,1.25734814449288,0.015476666666666663,0.264964686556949,0.0733171177220469,1.2552087303347679
meta-llama_llama-4-maverick,Llama 4 Maverick,base_3,Noise,text_image,0.5763843637946507,0.010338686131386858,0.12118512607063417,0.04899519337144177,0.5742981854868247
meta-llama_llama-4-maverick,Llama 4 Maverick,base_4,Short context,image,1.1676331287759902,0.15185666666666667,0.19333874880346386,0.7212351716025412,0.9182521171544671
meta-llama_llama-4-maverick,Llama 4 Maverick,base_4,Short context,text,0.6666935412878872,0.007895918367346941,0.14007382595629403,0.0375217431208621,0.6656368355102922
meta-llama_llama-4-maverick,Llama 4 Maverick,base_4,Short context,text_image,0.6240786266095795,0.02720283018867925,0.12876634203489137,0.1289941060957275,0.6106018774811154
meta-llama_llama-4-maverick,Llama 4 Maverick,base_5,Gradual noise,image,1.8162662286109938,0.09005666666666667,0.3716612379424156,0.42771935446113346,1.7651853067063965
meta-llama_llama-4-maverick,Llama 4 Maverick,base_5,Gradual noise,text_image,0.5780939546687409,0.020358088235294117,0.1201671890198543,0.0965616915670814,0.5699723327901522
meta-llama_llama-4-maverick,Llama 4 Maverick,base_6,Compressed Numerical Cue,image,0.7975160787722225,0.11252333333333332,0.12463885879701492,0.5344235943496495,0.5919656389543426
meta-llama_llama-4-maverick,Llama 4 Maverick,base_6,Compressed Numerical Cue,text,0.6525928369242995,0.042506106870229016,0.13083823749266515,0.20163733258382172,0.6206607744278566
meta-llama_llama-4-maverick,Llama 4 Maverick,base_6,Compressed Numerical Cue,text_image,0.7824627683653822,0.11079295774647886,0.12198882980951162,0.5260658462281744,0.5792259570411641
meta-llama_llama-4-maverick,Llama 4 Maverick,base_7,Longer Context,image,0.9382646964355726,0.07575499999999999,0.18218864529657167,0.36023506479255746,0.8663552035229195
meta-llama_llama-4-maverick,Llama 4 Maverick,base_7,Longer Context,text,0.49636190449061623,0.02266197183098592,0.10194533728079466,0.10770976864821837,0.48453456632865616
meta-llama_llama-4-maverick,Llama 4 Maverick,base_7,Longer Context,text_image,0.6237014417130207,0.010624738675958189,0.1308260354374337,0.05048627523526135,0.6216547469518511
meta-llama_llama-4-maverick,Llama 4 Maverick,base_8,Reverse Order,image,1.0680529172026394,0.06445666666666666,0.21544395355224574,0.3061335143507768,1.0232396128650956
meta-llama_llama-4-maverick,Llama 4 Maverick,base_8,Reverse Order,text,0.6950887240351141,0.009121506803849983,0.14644911273119052,0.043209508178227024,0.6937443856953069
meta-llama_llama-4-maverick,Llama 4 Maverick,base_8,Reverse Order,text_image,0.6850827129998937,0.06949407407407408,0.12672744083733284,0.3294042088593071,0.6006922596780057
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,image,1.5332680806334011,0.28079,0.1593008105231525,1.333597189241681,0.7565907374108686
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text,0.9957852851732439,0.07580263172557289,0.19569367918092476,0.3596799262094833,0.9285573137127827
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base,Base,text_image,1.257862472071251,0.19158999999999995,0.18337965417861019,0.9087005481513842,0.8697593416770937
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_1,Verbal Cue,image,1.42795079647158,0.23519,0.18716825647885202,1.117318341053921,0.8891811974442184
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_1,Verbal Cue,text,0.9203567166938905,0.040596349206349205,0.18985399106266843,0.19244875650907262,0.9000110899770457
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_1,Verbal Cue,text_image,1.398510336059605,0.20425666666666667,0.21213863341901892,0.9700035144682693,1.007434534838247
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical Cue,image,0.8966462511810328,0.06179,0.17839146532275585,0.29346832267261463,0.8472607882728445
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical Cue,text,0.5878970926231075,0.03521,0.1185729658620941,0.16735229250189484,0.5635744863893885
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical Cue,text_image,0.6572764357268787,0.038056666666666676,0.1331780604637599,0.1805931355609915,0.6319797721051513
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_3,Noise,image,1.4152173466349387,0.19812333333333332,0.22359221167612753,0.9385633267381654,1.0592162290668625
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_3,Noise,text_image,0.9725297128980531,0.05905666666666666,0.19653651685006418,0.27987045611355377,0.9313895910221248
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_4,Short context,image,1.469177751321252,0.2535233333333333,0.17724291745762052,1.204095604332473,0.8418058211990385
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_4,Short context,text,0.9679678215676972,0.008083966329966313,0.20353461578547696,0.03841535511373486,0.9672052336924151
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_4,Short context,text_image,1.2186552808837756,0.16092333333333333,0.20037524744560864,0.7630883032867976,0.950166793259368
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,image,1.7627047201445734,0.32705666666666666,0.1754367572343062,1.5533382648577942,0.8332275591628829
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,text_image,1.4064074238441977,0.20685666666666666,0.21243844235187023,0.9811544882997537,1.0076297494284898
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_6,Compressed Numerical Cue,image,0.7749971802363393,0.08332333333333333,0.14029870914904702,0.395739745473774,0.6663412663392757
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_6,Compressed Numerical Cue,text,0.6726857819310559,0.06992333333333335,0.12336728275987746,0.33169714793564675,0.5852206107644824
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_6,Compressed Numerical Cue,text_image,0.8133453166571879,0.11825666666666666,0.12392599857262487,0.5615049429809114,0.5884239994563315
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,image,1.3898435333917858,0.222105,0.1899838716180929,1.056168029380912,0.9034235667861478
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,text,1.1153242055346502,0.14623608000358773,0.1835252221042496,0.6950434173460682,0.8722744587888592
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,text_image,1.218031876219208,0.18323833333333336,0.17924853053016146,0.8707057380385812,0.8517471275165969
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_8,Reverse Order,image,1.4460459295000014,0.24339,0.18292337257259755,1.1559678759554568,0.8687848410179312
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_8,Reverse Order,text,0.9511479133193406,0.0781241841943451,0.18496481135157145,0.3700822296638598,0.8761971788922639
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_8,Reverse Order,text_image,1.0087128816812478,0.11098999999999999,0.181571195127421,0.5260962697671804,0.8606534683638619
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,image,0.3862418578508514,0.02341,0.07788126154602273,0.11118455144466595,0.3698929146065463
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text,0.8289416281212704,0.06268701507033161,0.16306534149488683,0.2974469413729216,0.7737373843238003
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base,Base,text_image,0.7005665370343171,0.06954492063492064,0.130310774446844,0.3298476303674352,0.6180566426738272
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_1,Verbal Cue,image,0.43683172459901215,0.0047433333333333294,0.09182849842081826,0.022534178030808115,0.4362501191250532
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_1,Verbal Cue,text,0.7995889554205677,0.06470093333333334,0.15576734098582912,0.3067175844233056,0.7384218449071555
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_1,Verbal Cue,text_image,0.5768203321541268,0.025743333333333337,0.11870343910584712,0.12225365377284209,0.5637160098184076
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical Cue,image,0.3554917576564529,0.004856666666666671,0.07469135462391584,0.02306648034385283,0.3547426211300538
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical Cue,text,0.6741111887540268,0.032183333333333335,0.1381295673955757,0.1529666178269237,0.6565265483085653
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical Cue,text_image,0.409020424805305,0.013409999999999997,0.08514394223901076,0.06363547204711119,0.4040398923438792
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_3,Noise,image,1.1190814713063955,0.02145666666666667,0.23525282241783105,0.10164598035253415,1.1144556671754415
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_3,Noise,text_image,0.7903760845379829,0.06307666666666666,0.15439274525990165,0.29892129824669966,0.7316696060819393
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_4,Short context,image,0.39339831250160423,0.013176666666666665,0.0817755533287438,0.06258187837971871,0.38838864656111655
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_4,Short context,text,1.0317333477793746,0.06646537107639373,0.20668983489452267,0.3158462972812094,0.9821989703791113
