range_category,stimulus_id,exp_id,llm_model,mean_input_value,mean_correct,mean_response,var_response,var_correct,squared_bias
long,0,base_2_text_image,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.18,0.0007500000000000002,0.0,0.22073083239999997
long,0,base_2_text_image,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.75,0.006249999999999999,0.0,0.010036032400000009
long,0,base_2_text_image,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.6999999999999998,0.0,0.0,0.002518032399999989
long,0,base_2_text_image,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.7,0.0024999999999999996,0.0,0.0025180324
long,0,base_3_image,GPT-5 Mini,0.64982,0.64982,0.526,3.0000000000000275e-05,0.0,0.015331392399999982
long,0,base_3_image,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.5,0.0,0.0,0.022446032399999986
long,0,base_3_image,gemma-3-4b-it,0.64982,0.64982,0.5,0.0,0.0,0.022446032399999986
long,0,base_3_image,google_gemini-2.5-flash-lite,0.64982,0.64982,0.536,0.00143,0.0,0.012954992399999981
long,0,base_3_image,meta-llama_llama-4-maverick,0.64982,0.64982,0.512,0.0002700000000000004,0.0,0.018994352399999984
long,0,base_3_image,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.45999999999999996,0.0029999999999999983,0.0,0.03603163239999999
long,0,base_3_image,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.5,0.0,0.0,0.022446032399999986
long,0,base_3_image,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.73,0.0007500000000000007,0.0,0.006428832400000004
long,0,base_3_image,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.76,0.0005000000000000016,0.0,0.012139632400000011
long,0,base_3_text_image,GPT-5 Mini,0.64982,0.64982,0.52,0.00015000000000000056,0.0,0.016853232399999984
long,0,base_3_text_image,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.52,0.0007500000000000013,0.0,0.016853232399999984
long,0,base_3_text_image,gemma-3-4b-it,0.64982,0.64982,0.55,0.0,0.0,0.009964032399999982
long,0,base_3_text_image,google_gemini-2.5-flash-lite,0.64982,0.64982,0.5546,0.0020358000000000017,0.0,0.009066848399999994
long,0,base_3_text_image,meta-llama_llama-4-maverick,0.64982,0.64982,0.48,0.00040000000000000045,0.0,0.02883883239999999
long,0,base_3_text_image,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.5,0.0,0.0,0.022446032399999986
long,0,base_3_text_image,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.51,0.000500000000000001,0.0,0.019549632399999985
long,0,base_3_text_image,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.584,0.0012799999999999977,0.0,0.004332272399999998
long,0,base_3_text_image,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.62,0.0095,0.0,0.0008892323999999974
long,0,base_4_image,GPT-5 Mini,0.64982,0.64982,0.548,0.0002700000000000005,0.0,0.010367312399999981
long,0,base_4_image,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.604,0.007730000000000002,0.0,0.0020994723999999973
long,0,base_4_image,gemma-3-4b-it,0.64982,0.64982,0.48,0.0019999999999999996,0.0,0.02883883239999999
long,0,base_4_image,google_gemini-2.5-flash-lite,0.64982,0.64982,0.7288,0.0010297000000000023,0.0,0.006237840400000008
long,0,base_4_image,meta-llama_llama-4-maverick,0.64982,0.64982,0.5,0.0,0.0,0.022446032399999986
long,0,base_4_image,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.514,0.06548,0.0,0.018447072399999983
long,0,base_4_image,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.6799999999999999,0.020749999999999998,0.0,0.000910832399999999
long,0,base_4_image,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.6839999999999999,0.026529999999999995,0.0,0.0011682723999999992
long,0,base_4_image,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.73,0.027000000000000003,0.0,0.006428832400000004
long,0,base_4_text,GPT-5 Mini,0.64982,0.64982,0.5929102561999999,0.011154533505280567,0.0,0.0032387189393816413
long,0,base_4_text,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.66,0.00035000000000000076,0.0,0.00010363240000000159
long,0,base_4_text,gemma-3-4b-it,0.64982,0.64982,0.4666666666666666,0.021493055555555557,0.0,0.03354514351111111
long,0,base_4_text,google_gemini-2.5-flash-lite,0.64982,0.64982,0.5189523809523809,0.00314120181405896,0.0,0.017126333715192735
long,0,base_4_text,meta-llama_llama-4-maverick,0.64982,0.64982,0.56375,0.01958958333333333,0.0,0.007408044899999996
long,0,base_4_text,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.381,0.059555,0.0,0.07226419239999997
long,0,base_4_text,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.524,0.035829999999999994,0.0,0.01583067239999998
long,0,base_4_text,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.588,0.0052699999999999934,0.0,0.003821712399999998
long,0,base_4_text,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.619,0.001679999999999999,0.0,0.0009498723999999975
long,0,base_4_text_image,GPT-5 Mini,0.64982,0.64982,0.556,0.00012999999999999953,0.0,0.008802192399999981
long,0,base_4_text_image,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.628,0.007419999999999996,0.0,0.00047611239999999786
long,0,base_4_text_image,gemma-3-4b-it,0.64982,0.64982,0.616,0.012430000000000005,0.0,0.0011437923999999973
long,0,base_4_text_image,google_gemini-2.5-flash-lite,0.64982,0.64982,0.7152,0.0004252000000000004,0.0,0.004274544399999999
long,0,base_4_text_image,meta-llama_llama-4-maverick,0.64982,0.64982,0.358,0.004320000000000002,0.0,0.08515891239999998
long,0,base_4_text_image,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.43,0.03325,0.0,0.048320832399999986
long,0,base_4_text_image,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.5599999999999999,0.03425000000000001,0.0,0.008067632400000002
long,0,base_4_text_image,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.518,0.000620000000000002,0.0,0.017376512399999985
long,0,base_4_text_image,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.5700000000000001,0.016999999999999998,0.0,0.006371232399999983
long,0,base_5_image,GPT-5 Mini,0.64982,0.64982,0.5660000000000001,2.9999999999999404e-05,0.0,0.007025792399999982
long,0,base_5_image,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.522,7.000000000000013e-05,0.0,0.016337952399999984
long,0,base_5_image,gemma-3-4b-it,0.64982,0.64982,0.5,0.0,0.0,0.022446032399999986
long,0,base_5_image,google_gemini-2.5-flash-lite,0.64982,0.64982,0.7154,0.00014080000000000047,0.0,0.004300736400000011
long,0,base_5_image,meta-llama_llama-4-maverick,0.64982,0.64982,0.504,3.0000000000000275e-05,0.0,0.021263472399999987
long,0,base_5_image,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.77,0.0019999999999999996,0.0,0.014443232400000016
long,0,base_5_image,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.73,0.01325,0.0,0.006428832400000004
long,0,base_5_image,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.5,0.0,0.0,0.022446032399999986
long,0,base_5_image,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.8300000000000001,0.0007499999999999995,0.0,0.03246483240000004
long,0,base_5_text_image,GPT-5 Mini,0.64982,0.64982,0.5640000000000001,2.9999999999999062e-05,0.0,0.007365072399999982
long,0,base_5_text_image,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.528,7.000000000000045e-05,0.0,0.014840112399999982
long,0,base_5_text_image,gemma-3-4b-it,0.64982,0.64982,0.5,0.0,0.0,0.022446032399999986
long,0,base_5_text_image,google_gemini-2.5-flash-lite,0.64982,0.64982,0.724,0.0004300000000000012,0.0,0.005502672400000004
long,0,base_5_text_image,meta-llama_llama-4-maverick,0.64982,0.64982,0.46799999999999997,0.003170000000000001,0.0,0.0330585124
long,0,base_5_text_image,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.33999999999999997,0.0004999999999999997,0.0,0.09598843239999999
long,0,base_5_text_image,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.758,0.0038200000000000026,0.0,0.011702912400000012
long,0,base_5_text_image,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.524,0.0011299999999999962,0.0,0.01583067239999998
long,0,base_5_text_image,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.67,0.001999999999999998,0.0,0.0004072324000000035
long,0,base_6_image,GPT-5 Mini,0.64982,0.64982,0.589,5.50000000000001e-05,0.0,0.0036990723999999983
long,0,base_6_image,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.58,0.0006499999999999978,0.0,0.004874832399999999
long,0,base_6_image,gemma-3-4b-it,0.64982,0.64982,0.61,0.0005000000000000003,0.0,0.0015856323999999973
long,0,base_6_image,google_gemini-2.5-flash-lite,0.64982,0.64982,0.634,3.0000000000000055e-05,0.0,0.00025027239999999824
long,0,base_6_image,meta-llama_llama-4-maverick,0.64982,0.64982,0.604,8.000000000000028e-05,0.0,0.0020994723999999973
long,0,base_6_image,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.77,0.002000000000000005,0.0,0.014443232400000016
long,0,base_6_image,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.592,0.0019199999999999985,0.0,0.003343152399999998
long,0,base_6_image,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.5599999999999999,0.0029999999999999975,0.0,0.008067632400000002
long,0,base_6_image,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.664,0.0009799999999999985,0.0,0.0002010724000000023
long,0,base_6_text,GPT-5 Mini,0.64982,0.64982,0.6379439201,0.0001958580505093657,0.0,0.00014104127379118277
long,0,base_6_text,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.636,0.0006300000000000007,0.0,0.00019099239999999845
long,0,base_6_text,gemma-3-4b-it,0.64982,0.64982,0.64,0.0005000000000000016,0.0,9.643239999999882e-05
long,0,base_6_text,google_gemini-2.5-flash-lite,0.64982,0.64982,0.617,0.00034500000000000096,0.0,0.0010771523999999974
long,0,base_6_text,meta-llama_llama-4-maverick,0.64982,0.64982,0.6,,0.0,0.0024820323999999974
long,0,base_6_text,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.646,8.000000000000028e-05,0.0,1.45923999999995e-05
long,0,base_6_text,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.624,0.001879999999999999,0.0,0.0006666723999999976
long,0,base_6_text,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.614,0.00047999999999999996,0.0,0.0012830723999999974
long,0,base_6_text,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.619,0.0016800000000000003,0.0,0.0009498723999999975
long,0,base_6_text_image,GPT-5 Mini,0.64982,0.64982,0.552,0.0002699999999999976,0.0,0.009568752399999983
long,0,base_6_text_image,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.5740000000000001,0.002629999999999999,0.0,0.005748672399999983
long,0,base_6_text_image,gemma-3-4b-it,0.64982,0.64982,0.65,0.0,0.0,3.240000000002484e-08
long,0,base_6_text_image,google_gemini-2.5-flash-lite,0.64982,0.64982,0.636,0.00013000000000000023,0.0,0.00019099239999999845
long,0,base_6_text_image,meta-llama_llama-4-maverick,0.64982,0.64982,0.615,0.00010000000000000036,0.0,0.0012124323999999974
long,0,base_6_text_image,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.21000000000000002,0.0004999999999999999,0.0,0.19344163239999995
long,0,base_6_text_image,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.61,0.0005000000000000003,0.0,0.0015856323999999973
long,0,base_6_text_image,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.6,0.0,0.0,0.0024820323999999974
long,0,base_6_text_image,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.65,0.0,0.0,3.240000000002484e-08
long,0,base_7_image,GPT-5 Mini,0.64982,0.64982,0.5660000000000001,7.999999999999904e-05,0.0,0.007025792399999982
long,0,base_7_image,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.52,5.000000000000009e-05,0.0,0.016853232399999984
long,0,base_7_image,gemma-3-4b-it,0.64982,0.64982,0.5,0.0,0.0,0.022446032399999986
long,0,base_7_image,google_gemini-2.5-flash-lite,0.64982,0.64982,0.7070000000000001,0.0005449999999999995,0.0,0.003269552400000014
long,0,base_7_image,meta-llama_llama-4-maverick,0.64982,0.64982,0.504,3.0000000000000055e-05,0.0,0.021263472399999987
long,0,base_7_image,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.75,0.0,0.0,0.010036032400000009
long,0,base_7_image,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.542,0.08706999999999998,0.0,0.011625152399999982
long,0,base_7_image,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.5,0.0,0.0,0.022446032399999986
long,0,base_7_image,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.8099999999999999,0.002999999999999999,0.0,0.025657632399999998
long,0,base_7_text,GPT-5 Mini,0.64982,0.64982,0.6345443963,8.316292414673861e-05,0.0,0.0002333440683994512
long,0,base_7_text,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.692,0.0008699999999999988,0.0,0.0017791523999999997
long,0,base_7_text,gemma-3-4b-it,0.64982,0.64982,0.33499999999999996,0.001125000000000001,0.0,0.0991116324
long,0,base_7_text,google_gemini-2.5-flash-lite,0.64982,0.64982,0.5044000000000001,0.0035168000000000053,0.0,0.021146976399999965
long,0,base_7_text,meta-llama_llama-4-maverick,0.64982,0.64982,0.38,0.00020000000000000036,0.0,0.07280283239999998
long,0,base_7_text,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.647,0.00017000000000000202,0.0,7.952399999999626e-06
long,0,base_7_text,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.624,0.0013800000000000025,0.0,0.0006666723999999976
long,0,base_7_text,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.658,0.00432,0.0,6.691240000000125e-05
long,0,base_7_text,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.679,0.012029999999999992,0.0,0.0008514724000000055
long,0,base_7_text_image,GPT-5 Mini,0.64982,0.64982,0.584,0.0023299999999999957,0.0,0.004332272399999998
long,0,base_7_text_image,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.532,0.00011999999999999994,0.0,0.013881552399999983
long,0,base_7_text_image,gemma-3-4b-it,0.64982,0.64982,0.5,0.0,0.0,0.022446032399999986
long,0,base_7_text_image,google_gemini-2.5-flash-lite,0.64982,0.64982,0.7208,0.0001232000000000002,0.0,0.005038160400000006
long,0,base_7_text_image,meta-llama_llama-4-maverick,0.64982,0.64982,0.48200000000000004,0.0006199999999999999,0.0,0.028163552399999972
long,0,base_7_text_image,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.30999999999999994,0.0017499999999999977,0.0,0.1154776324
long,0,base_7_text_image,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.732,0.0033700000000000006,0.0,0.006753552400000005
long,0,base_7_text_image,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.532,0.0009699999999999997,0.0,0.013881552399999983
long,0,base_7_text_image,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.67,0.001999999999999998,0.0,0.0004072324000000035
long,0,base_8_image,GPT-5 Mini,0.78323,0.78323,0.82,0.0,0.0,0.0013520328999999977
long,0,base_8_image,anthropic_claude-3.7-sonnet,0.78323,0.78323,0.65,0.0,0.0,0.01775023289999999
long,0,base_8_image,gemma-3-4b-it,0.78323,0.78323,0.5900000000000001,0.0029999999999999988,0.0,0.037337832899999965
long,0,base_8_image,google_gemini-2.5-flash-lite,0.78323,0.78323,0.7914000000000001,0.0002088000000000003,0.0,6.674890000000199e-05
long,0,base_8_image,meta-llama_llama-4-maverick,0.78323,0.78323,0.5,0.0,0.0,0.08021923289999999
long,0,base_8_image,microsoft_phi-4-multimodal-instruct,0.78323,0.78323,0.85,0.0,0.0,0.004458232899999999
long,0,base_8_image,mistralai_mistral-small-3.2-24b-instruct,0.78323,0.78323,0.909,0.0014299999999999996,0.0,0.01581809290000001
long,0,base_8_image,openai_gpt-4o-2024-08-06,0.78323,0.78323,0.78,0.0007500000000000013,0.0,1.043289999999971e-05
long,0,base_8_image,qwen_qwen2.5-vl-32b-instruct,0.78323,0.78323,0.9219999999999999,0.001919999999999996,0.0,0.019257112899999984
long,0,base_8_text,GPT-5 Mini,0.78323,0.78323,0.7639781537999999,8.70353951227237e-06,0.0,0.0003706335821084579
long,0,base_8_text,anthropic_claude-3.7-sonnet,0.78323,0.78323,0.76,4.999999999999995e-05,0.0,0.0005396328999999987
long,0,base_8_text,gemma-3-4b-it,0.78323,0.78323,0.355,0.00012500000000000025,0.0,0.1833809329
long,0,base_8_text,google_gemini-2.5-flash-lite,0.78323,0.78323,0.75214,0.0006553980000000003,0.0,0.000966588099999997
long,0,base_8_text,meta-llama_llama-4-maverick,0.78323,0.78323,0.7,0.0,0.0,0.006927232900000004
long,0,base_8_text,microsoft_phi-4-multimodal-instruct,0.78323,0.78323,0.656,0.00018000000000000066,0.0,0.01618747289999999
long,0,base_8_text,mistralai_mistral-small-3.2-24b-instruct,0.78323,0.78323,0.646,0.0006300000000000011,0.0,0.01883207289999999
long,0,base_8_text,openai_gpt-4o-2024-08-06,0.78323,0.78323,0.74,0.00020000000000000036,0.0,0.0018688328999999992
long,0,base_8_text,qwen_qwen2.5-vl-32b-instruct,0.78323,0.78323,0.806,0.00193,0.0,0.0005184729000000031
long,0,base_8_text_image,GPT-5 Mini,0.78323,0.78323,0.7615999999999999,6.229999999999987e-05,0.0,0.00046785690000000166
long,0,base_8_text_image,anthropic_claude-3.7-sonnet,0.78323,0.78323,0.724,0.0006299999999999999,0.0,0.0035081929000000006
long,0,base_8_text_image,gemma-3-4b-it,0.78323,0.78323,0.5,0.0,0.0,0.08021923289999999
long,0,base_8_text_image,google_gemini-2.5-flash-lite,0.78323,0.78323,0.8324,0.00029880000000000027,0.0,0.0024176889000000045
long,0,base_8_text_image,meta-llama_llama-4-maverick,0.78323,0.78323,0.7,0.0,0.0,0.006927232900000004
long,0,base_8_text_image,microsoft_phi-4-multimodal-instruct,0.78323,0.78323,0.25,0.0,0.0,0.2843342329
long,0,base_8_text_image,mistralai_mistral-small-3.2-24b-instruct,0.78323,0.78323,0.8300000000000001,0.001999999999999998,0.0,0.0021874329000000086
long,0,base_8_text_image,openai_gpt-4o-2024-08-06,0.78323,0.78323,0.762,0.00047000000000000085,0.0,0.00045071289999999877
long,0,base_8_text_image,qwen_qwen2.5-vl-32b-instruct,0.78323,0.78323,0.8300000000000001,0.0007499999999999989,0.0,0.0021874329000000086
long,0,base_image,GPT-5 Mini,0.64982,0.64982,0.5780000000000001,0.0006199999999999998,0.0,0.005158112399999983
long,0,base_image,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.522,2.0000000000000036e-05,0.0,0.016337952399999984
long,0,base_image,gemma-3-4b-it,0.64982,0.64982,0.51,0.0005000000000000016,0.0,0.019549632399999985
long,0,base_image,google_gemini-2.5-flash-lite,0.64982,0.64982,0.71,0.0008499999999999972,0.0,0.0036216324000000015
long,0,base_image,meta-llama_llama-4-maverick,0.64982,0.64982,0.5,0.0,0.0,0.022446032399999986
long,0,base_image,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.77,0.0019999999999999987,0.0,0.014443232400000016
long,0,base_image,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.714,0.008929999999999999,0.0,0.0041190724000000015
long,0,base_image,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.504,8e-05,0.0,0.021263472399999987
long,0,base_image,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.79,0.002999999999999998,0.0,0.01965043240000002
long,0,base_text,GPT-5 Mini,0.64982,0.64982,0.6357051279999999,3.814307748191935e-05,0.0,0.00019922961157638558
long,0,base_text,anthropic_claude-3.7-sonnet,0.64982,0.64982,0.6679999999999999,0.0005699999999999987,0.0,0.00033051239999999903
long,0,base_text,gemma-3-4b-it,0.64982,0.64982,0.355,0.0001250000000000004,0.0,0.08691883239999998
long,0,base_text,google_gemini-2.5-flash-lite,0.64982,0.64982,0.5438222222222222,0.006991935802469136,0.0,0.011235528893827154
long,0,base_text,meta-llama_llama-4-maverick,0.64982,0.64982,0.38,0.0,0.0,0.07280283239999998
long,0,base_text,microsoft_phi-4-multimodal-instruct,0.64982,0.64982,0.653,0.0005449999999999998,0.0,1.0112400000000456e-05
long,0,base_text,mistralai_mistral-small-3.2-24b-instruct,0.64982,0.64982,0.694,0.005679999999999999,0.0,0.0019518723999999998
long,0,base_text,openai_gpt-4o-2024-08-06,0.64982,0.64982,0.642,0.00017,0.0,6.115239999999904e-05
long,0,base_text,qwen_qwen2.5-vl-32b-instruct,0.64982,0.64982,0.675,0.005699999999999999,0.0,0.0006340324000000046
long,0,base_text_image,GPT-5 Mini,0.64982,0.64982,0.5970000000000001,0.0027449999999999966,0.0,0.002789952399999986
