llm_model,model_pretty,ablation,ablation_pretty,modality,combo_model,prob,nrmse,w_img
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_4,Short context,text_image,Bayes(range),2.0277881600552333e-07,0.4711216532716862,0.609897301912984
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_4,Short context,text_image,Equal,8.690284284007612e-10,0.48059834556346,0.5
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_4,Short context,text_image,Bayes(stimulus),1.4593540747230036e-10,0.4750840892440159,0.7034047782133087
gemma-3-4b-it,Gemma 3 4B it,base_4,Short context,text_image,EmpiricalLinear,0.999999915301944,1.1108867847363013,-0.10648185416689625
gemma-3-4b-it,Gemma 3 4B it,base_4,Short context,text_image,Equal,8.469706264619394e-08,1.177686837812824,0.5
gemma-3-4b-it,Gemma 3 4B it,base_4,Short context,text_image,Bayes(stimulus),8.744080930249694e-13,1.2158300602107617,0.5846576553293644
gemma-3-4b-it,Gemma 3 4B it,base_4,Short context,text_image,Bayes(range),1.1911690013702994e-13,1.1701688904949035,0.694624670035524
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_3,Noise,text_image,EmpiricalLinear,0.9999999999996868,0.9231325209360736,-0.014748038461644155
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_3,Noise,text_image,Bayes(stimulus),3.131807778162705e-13,0.7774390330463472,0.521409509796673
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_3,Noise,text_image,Bayes(range),1.0487161361344529e-29,0.6975329999848898,0.26075451372481073
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_3,Noise,text_image,Equal,4.342694667840129e-68,1.4069784928570719,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base_3,Noise,text_image,EmpiricalLinear,0.9999955990429872,0.5604382259265387,0.05479239438746843
meta-llama_llama-4-maverick,Llama 4 Maverick,base_3,Noise,text_image,Bayes(range),4.400956983900586e-06,0.5475668332238383,0.14304016658790664
meta-llama_llama-4-maverick,Llama 4 Maverick,base_3,Noise,text_image,Bayes(stimulus),2.8856841926332095e-14,0.6914173367395536,0.19615805140986287
meta-llama_llama-4-maverick,Llama 4 Maverick,base_3,Noise,text_image,Equal,4.758269233961236e-22,0.7405383029329536,0.5
openai_gpt-4o-2024-08-06,GPT 4o,base_3,Noise,text_image,EmpiricalLinear,0.9999836087612546,0.3833267612576495,0.20660076712785883
openai_gpt-4o-2024-08-06,GPT 4o,base_3,Noise,text_image,Equal,9.889179008234223e-06,0.4261439579453275,0.5
openai_gpt-4o-2024-08-06,GPT 4o,base_3,Noise,text_image,Bayes(range),6.502036441909008e-06,0.35486426272290905,0.23102457258981193
openai_gpt-4o-2024-08-06,GPT 4o,base_3,Noise,text_image,Bayes(stimulus),2.329551189163486e-11,0.5037507258677876,0.36611038554631137
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_3,Noise,text_image,EmpiricalLinear,0.9999999946688768,0.659601233921474,0.1544285783519706
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_3,Noise,text_image,Bayes(range),5.331123195124295e-09,0.573380466444122,0.3426868594390673
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_3,Noise,text_image,Bayes(stimulus),1.857349912542147e-20,0.7045866599600178,0.2866342211725378
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_3,Noise,text_image,Equal,2.8534940944629534e-30,0.8430867598046881,0.5
GPT-5 Mini,GPT 5 Mini,base_3,Noise,text_image,Bayes(stimulus),0.9999992626779852,0.135549627760154,0.058892626044335636
GPT-5 Mini,GPT 5 Mini,base_3,Noise,text_image,EmpiricalLinear,5.555184949279729e-07,0.14656906670902486,0.06332163172905662
GPT-5 Mini,GPT 5 Mini,base_3,Noise,text_image,Bayes(range),1.8180351989375074e-07,0.13075124939555138,0.1252554476851296
GPT-5 Mini,GPT 5 Mini,base_3,Noise,text_image,Equal,1.1717620428661366e-30,0.17821331604698104,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_3,Noise,text_image,EmpiricalLinear,0.9999999997936624,0.9478592504215283,-0.6818165235507758
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_3,Noise,text_image,Equal,2.063376886052205e-10,0.9785950143154353,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_3,Noise,text_image,Bayes(range),4.0338950561481763e-23,1.1465847006109022,0.45900769769990046
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_3,Noise,text_image,Bayes(stimulus),5.262479164872166e-25,1.0030495700191053,0.40566074813156505
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_3,Noise,text_image,EmpiricalLinear,0.999992268472424,0.7950410545071224,0.22346097992053018
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_3,Noise,text_image,Bayes(stimulus),7.728358445934077e-06,0.6662996994162625,0.21005582584581264
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_3,Noise,text_image,Bayes(range),3.1691299722468763e-09,0.7114475827493503,0.27960630303396167
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_3,Noise,text_image,Equal,4.0769479511126105e-17,0.7296892114968567,0.5
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_3,Noise,text_image,EmpiricalLinear,0.9999995964093308,0.36930630411971976,0.14084080820568343
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_3,Noise,text_image,Bayes(range),4.0359066912478857e-07,0.3611715769426243,0.26665668024487194
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_3,Noise,text_image,Equal,6.945363218823781e-25,0.4677098187078133,0.5
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_3,Noise,text_image,Bayes(stimulus),1.7132029292027764e-30,0.46771530895117047,0.3268471097053855
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,text_image,EmpiricalLinear,0.9999991218812408,0.9715000111908274,0.34330794279582
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,text_image,Bayes(range),7.993781051860744e-07,0.9604523623623998,0.5485502503522248
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,text_image,Equal,7.865618830168082e-08,1.0090865977197767,0.5
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,text_image,Bayes(stimulus),8.446579606000886e-11,0.9624006616919806,0.4519212550159884
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical steer,text_image,EmpiricalLinear,1.0,0.9711063921025928,0.5855085629420936
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical steer,text_image,Equal,1.1532065452454611e-25,0.6545841672432324,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical steer,text_image,Bayes(stimulus),1.062623372712972e-25,0.7234278655842022,0.7412814788682421
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical steer,text_image,Bayes(range),4.528545566517116e-29,0.6316797431721117,0.4154259865539596
meta-llama_llama-4-maverick,Llama 4 Maverick,base_2,Numerical steer,text_image,Equal,0.6945965564970373,0.3984397563405981,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base_2,Numerical steer,text_image,EmpiricalLinear,0.2844624353087223,0.42713426242383146,0.5368723879065814
meta-llama_llama-4-maverick,Llama 4 Maverick,base_2,Numerical steer,text_image,Bayes(range),0.0209410081942404,0.3770661927355269,0.3949036153478238
meta-llama_llama-4-maverick,Llama 4 Maverick,base_2,Numerical steer,text_image,Bayes(stimulus),0.0,0.4171616980939874,0.6098168047276304
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical steer,text_image,EmpiricalLinear,0.5517899877130359,0.40739219533581444,0.34459815153628126
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical steer,text_image,Bayes(range),0.448201543741579,0.3811430065232536,0.3319364630605978
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical steer,text_image,Equal,6.948193391945872e-06,0.41287494565762606,0.5
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical steer,text_image,Bayes(stimulus),1.520351993060115e-06,0.3893979064515487,0.3797971995717338
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical steer,text_image,Bayes(stimulus),0.9999950564153336,0.4977640974395315,0.3069107087490552
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical steer,text_image,EmpiricalLinear,4.9428065566227776e-06,0.5397585498102085,0.18611406170662995
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical steer,text_image,Bayes(range),7.78110008332571e-10,0.5379908877704347,0.2946134499943323
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical steer,text_image,Equal,1.060391591537929e-20,0.5857319186690421,0.5
GPT-5 Mini,GPT 5 Mini,base_2,Numerical steer,text_image,EmpiricalLinear,0.9546247573964408,0.20989602073587582,0.48907819686624715
GPT-5 Mini,GPT 5 Mini,base_2,Numerical steer,text_image,Equal,0.0453752421099948,0.16228932293039813,0.5
GPT-5 Mini,GPT 5 Mini,base_2,Numerical steer,text_image,Bayes(range),4.935639607057283e-10,0.11683833819914646,0.13321576053282316
GPT-5 Mini,GPT 5 Mini,base_2,Numerical steer,text_image,Bayes(stimulus),3.5009326440635174e-16,0.11932955495519464,0.05893351867913231
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical steer,text_image,EmpiricalLinear,0.9999999876645436,0.5977398392457687,0.1361314835405054
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical steer,text_image,Equal,1.1477378191716902e-08,0.64765250072408,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical steer,text_image,Bayes(range),7.416254161205601e-10,0.603630634274041,0.33641860809669155
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical steer,text_image,Bayes(stimulus),1.1645291260562054e-10,0.6689342575774211,0.30520022687809784
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical steer,text_image,EmpiricalLinear,0.9999999945185488,0.4207050614495795,0.8293532471995474
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical steer,text_image,Bayes(stimulus),4.349939366734684e-09,0.3844119779831081,0.6408791228134628
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical steer,text_image,Bayes(range),1.1311816738838762e-09,0.3539822218904599,0.7691592058387103
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical steer,text_image,Equal,3.30167369770532e-13,0.4295576094124656,0.5
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_2,Numerical steer,text_image,EmpiricalLinear,0.5697561481030494,0.23888273851728198,0.3177714955797818
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_2,Numerical steer,text_image,Bayes(range),0.4189689381580869,0.23189528452210292,0.366625556573309
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_2,Numerical steer,text_image,Equal,0.0111952865794275,0.23896584503811946,0.5
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_2,Numerical steer,text_image,Bayes(stimulus),7.962715943603407e-05,0.2808741506229095,0.5448325660326406
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical steer,text_image,Bayes(stimulus),0.7107759662282025,0.995303928257858,0.4695483416913709
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical steer,text_image,EmpiricalLinear,0.270164843761202,0.9590568578415135,0.3007500182437373
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical steer,text_image,Bayes(range),0.0189426686919922,1.0384443039807496,0.4068881234634201
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical steer,text_image,Equal,0.0001165213186032,1.1038903498300732,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_5,Gradual noise,text_image,EmpiricalLinear,1.0,1.070286117834926,0.6532133936310832
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_5,Gradual noise,text_image,Bayes(stimulus),1.7262623866041238e-25,0.8738574477142588,0.8724929730801367
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_5,Gradual noise,text_image,Equal,1.9138393667535623e-34,0.6989885014055593,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_5,Gradual noise,text_image,Bayes(range),8.71961812873057e-37,0.6743930213491794,0.45324207765913327
meta-llama_llama-4-maverick,Llama 4 Maverick,base_5,Gradual noise,text_image,EmpiricalLinear,0.999980470050779,0.5656690112079583,-0.03993117245367056
meta-llama_llama-4-maverick,Llama 4 Maverick,base_5,Gradual noise,text_image,Bayes(range),1.952994922104996e-05,0.5372062974419982,0.09970700202439836
meta-llama_llama-4-maverick,Llama 4 Maverick,base_5,Gradual noise,text_image,Bayes(stimulus),2.4286584848892238e-27,0.6776735056911048,0.23001883164200876
meta-llama_llama-4-maverick,Llama 4 Maverick,base_5,Gradual noise,text_image,Equal,1.4009383233659095e-40,1.023614806916723,0.5
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,text_image,EmpiricalLinear,0.9999042045560472,0.41310322226354124,0.22929104516496165
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,text_image,Bayes(range),9.272553066536171e-05,0.41652074420641233,0.14436331918607045
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,text_image,Bayes(stimulus),2.037399900983312e-06,0.43138673787286397,0.2960188925391228
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,text_image,Equal,1.0325133865584972e-06,0.5346654704059198,0.5
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,text_image,EmpiricalLinear,1.0,0.6972797180365701,-0.17813183511563954
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,text_image,Bayes(range),1.728133316756323e-25,0.6175143548475299,0.3006032339245422
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,text_image,Equal,2.6415464038344996e-47,0.9368419280140372,0.5
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,text_image,Bayes(stimulus),2.408074738723954e-63,1.144881379849348,0.5893720147697127
GPT-5 Mini,GPT 5 Mini,base_5,Gradual noise,text_image,EmpiricalLinear,0.9587629904324751,0.19404746027010095,0.15505401253488774
GPT-5 Mini,GPT 5 Mini,base_5,Gradual noise,text_image,Bayes(stimulus),0.0324961755307634,0.14870871847427491,0.07605565471601082
GPT-5 Mini,GPT 5 Mini,base_5,Gradual noise,text_image,Bayes(range),0.0087379603336585,0.14550399883652027,0.0833222223321283
GPT-5 Mini,GPT 5 Mini,base_5,Gradual noise,text_image,Equal,2.8737031027670795e-06,0.2204625097033328,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,text_image,EmpiricalLinear,1.0,1.3572012992278144,0.1151048353042193
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,text_image,Equal,2.2384961787002886e-34,1.0093215169190057,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,text_image,Bayes(range),2.1964620870887078e-48,1.160573647366666,0.42976229696287
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,text_image,Bayes(stimulus),9.424204196383577e-52,1.2965520286924461,0.5111200001371429
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,text_image,EmpiricalLinear,0.9999999925644644,0.7970685212065505,0.07848717313111453
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,text_image,Bayes(range),7.4355353977851324e-09,0.7616058789041952,0.24827406373939342
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,text_image,Equal,7.092325754122001e-22,0.9352930171189956,0.5
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,text_image,Bayes(stimulus),2.259469977441148e-23,1.0358223785879357,0.4527804648768659
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_5,Gradual noise,text_image,EmpiricalLinear,0.9999999999971432,0.39334856508639987,0.06114038650715761
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_5,Gradual noise,text_image,Bayes(range),2.8289928135345114e-12,0.3233716974396053,0.33554572708932934
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_5,Gradual noise,text_image,Bayes(stimulus),2.7764940185891576e-14,0.3652638364225803,0.4031143283579575
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_5,Gradual noise,text_image,Equal,1.0209225198067392e-21,0.36786746510810586,0.5
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,text_image,EmpiricalLinear,0.9999997660245722,0.9766920905888326,0.44058309032388926
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,text_image,Equal,2.3359398062671097e-07,1.0878739381720242,0.5
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,text_image,Bayes(range),3.8062738139730076e-10,1.0915797686902053,0.5715630009609943
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,text_image,Bayes(stimulus),8.198286617262599e-13,0.9970254103020463,0.4481816459964201
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_7,Longer Context,text_image,Bayes(stimulus),0.9998531307870824,0.8250858696409478,0.5181801105810017
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_7,Longer Context,text_image,EmpiricalLinear,0.000146436103983,0.7856461124672561,0.6312588040330442
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_7,Longer Context,text_image,Equal,4.33108934705152e-07,0.7674121224314826,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_7,Longer Context,text_image,Bayes(range),2.6527236489403194e-21,0.7639720103999172,0.3127280667745813
meta-llama_llama-4-maverick,Llama 4 Maverick,base_7,Longer Context,text_image,EmpiricalLinear,0.9999999982510344,0.5074071093785745,0.0388736640159321
meta-llama_llama-4-maverick,Llama 4 Maverick,base_7,Longer Context,text_image,Bayes(range),1.7489655816211271e-09,0.4387046955938482,0.30032508646615946
meta-llama_llama-4-maverick,Llama 4 Maverick,base_7,Longer Context,text_image,Equal,1.0040741279795008e-20,0.5274005823902845,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base_7,Longer Context,text_image,Bayes(stimulus),0.0,0.48186331010808314,0.3540039410390624
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,text_image,EmpiricalLinear,0.9999999999999988,0.4131717917716057,0.042337549507532664
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,text_image,Bayes(range),1.2780822702852648e-15,0.39988286884937774,0.32820436778470774
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,text_image,Bayes(stimulus),4.165433980941756e-21,0.4344771149741406,0.46911570143393055
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,text_image,Equal,5.2055392463677294e-30,0.44966897629000063,0.5
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,text_image,EmpiricalLinear,0.9999999910480702,0.6310782508376352,0.08731836587328225
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,text_image,Bayes(range),8.941541528810897e-09,0.6753528693841407,0.3118989156674145
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,text_image,Bayes(stimulus),1.0388266606885962e-11,0.7050154612693351,0.29037181405021323
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,text_image,Equal,5.306980515952945e-46,0.7005708932068554,0.5
GPT-5 Mini,GPT 5 Mini,base_7,Longer Context,text_image,EmpiricalLinear,0.9999999999998352,0.18785454278341243,0.1457417752156929
GPT-5 Mini,GPT 5 Mini,base_7,Longer Context,text_image,Bayes(range),1.5623781478327918e-13,0.10893576026429685,0.07875762750004754
GPT-5 Mini,GPT 5 Mini,base_7,Longer Context,text_image,Equal,8.449183035244494e-15,0.22615103545882215,0.5
GPT-5 Mini,GPT 5 Mini,base_7,Longer Context,text_image,Bayes(stimulus),5.970829889287337e-23,0.1311988031886917,0.04667320545530541
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,text_image,EmpiricalLinear,1.0,1.2524987648706256,0.15321012432673883
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,text_image,Equal,3.50270605712508e-85,0.8405988227358657,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,text_image,Bayes(range),1.0914909423663029e-108,1.04821545210753,0.43181639163254815
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,text_image,Bayes(stimulus),7.068865281943687e-133,1.0640755559560378,0.298911730406815
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,text_image,EmpiricalLinear,0.9999999983851836,0.5447117662399236,0.42385912487197647
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,text_image,Bayes(stimulus),1.6148165032742275e-09,0.4767948229597752,0.3920296813826971
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,text_image,Equal,1.305723648751058e-19,0.4399168869207124,0.5
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,text_image,Bayes(range),1.706067213200084e-28,0.4178797041664159,0.6052338362466378
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_7,Longer Context,text_image,EmpiricalLinear,0.9999999997769168,0.31278261040965155,0.2209099008385919
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_7,Longer Context,text_image,Bayes(stimulus),2.2308302228189224e-10,0.2414820317396325,0.3266211302175795
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_7,Longer Context,text_image,Bayes(range),2.158061290256506e-18,0.22934659996519013,0.41935400705219955
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_7,Longer Context,text_image,Equal,5.158144609010351e-26,0.24218579556555286,0.5
gemma-3-4b-it,Gemma 3 4B it,base_7,Longer Context,text_image,EmpiricalLinear,0.99999999999998,0.9864318102176206,0.35717162285773285
gemma-3-4b-it,Gemma 3 4B it,base_7,Longer Context,text_image,Bayes(stimulus),1.8585530522674828e-14,1.0341473696849521,0.2723303894621699
gemma-3-4b-it,Gemma 3 4B it,base_7,Longer Context,text_image,Equal,1.3475193067721346e-15,1.0018013434200066,0.5
gemma-3-4b-it,Gemma 3 4B it,base_7,Longer Context,text_image,Bayes(range),3.075005239798161e-17,0.9725129797678445,0.5402209317067094
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_6,Inconsistent Prior,text_image,Equal,0.3337467998789308,0.7599313827759689,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_6,Inconsistent Prior,text_image,Bayes(range),0.3326270747679474,0.7378237877788064,0.3959562506898435
