llm_model,model_pretty,ablation,ablation_pretty,modality,combo_model,prob,nrmse,w_img
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_3,Noise,text_image,EmpiricalLinear,0.0451755445324626,0.30354904895927104,0.2872231272752812
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_3,Noise,text_image,Bayes(stimulus),0.0054646350685889,0.31481234483788584,0.23363471366627647
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_3,Noise,text_image,Bayes(range),0.0003428575570606,0.2818107286696065,0.2712070108856595
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_3,Noise,text_image,Equal,5.749766567507325e-13,0.37827904929861605,0.5
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,text_image,EmpiricalLinear,0.9999993376325128,0.923368081529355,-0.5120038514051639
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,text_image,Bayes(range),2.4792687991575525e-07,0.9274100673857756,0.12381347228102457
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,text_image,Bayes(stimulus),1.3594039282929583e-24,1.054348454482666,0.4769378888490896
gemma-3-4b-it,Gemma 3 4B it,base_3,Noise,text_image,Equal,5.8478448611236005e-27,1.1245309864958533,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical steer,text_image,EmpiricalLinear,0.8645485395156276,0.4701396964104596,0.47418906839806313
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical steer,text_image,Equal,0.1354500192064423,0.4593431614309196,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical steer,text_image,Bayes(range),1.4412779241569963e-06,0.3362085315327989,0.18893172928503663
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_2,Numerical steer,text_image,Bayes(stimulus),1.3668235056473816e-15,0.4488619340119235,0.40296487202939546
meta-llama_llama-4-maverick,Llama 4 Maverick,base_2,Numerical steer,text_image,EmpiricalLinear,0.999999999961466,0.5304060095311196,0.13576852523105243
meta-llama_llama-4-maverick,Llama 4 Maverick,base_2,Numerical steer,text_image,Bayes(range),5.277160215447859e-13,0.5877221914432335,0.397694140423345
meta-llama_llama-4-maverick,Llama 4 Maverick,base_2,Numerical steer,text_image,Equal,3.989381379294267e-14,0.5787457937819994,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base_2,Numerical steer,text_image,Bayes(stimulus),0.0,0.5958002202712255,0.34449297489347447
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical steer,text_image,EmpiricalLinear,2.7232302291659205e-06,0.3826405082539655,0.5820712599295523
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical steer,text_image,Bayes(stimulus),4.593865792618673e-07,0.41290043797405773,0.6574795824457784
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical steer,text_image,Equal,6.15541229932026e-08,0.4393586082109549,0.5
openai_gpt-4o-2024-08-06,GPT 4o,base_2,Numerical steer,text_image,Bayes(range),5.352886313993841e-09,0.42837028085483175,0.7063829034012462
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical steer,text_image,Bayes(range),0.5618334633693486,0.39012052293315974,0.49510258059229
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical steer,text_image,Equal,0.388769712579833,0.38836946040265513,0.5
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical steer,text_image,EmpiricalLinear,0.0493968184466719,0.4109288834714896,0.4615581165796679
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_2,Numerical steer,text_image,Bayes(stimulus),3.0034325669112234e-11,0.4650026811612027,0.48722152910935984
GPT-5 Mini,GPT 5 Mini,base_2,Numerical steer,text_image,EmpiricalLinear,0.9999999999754404,0.17383362590861123,0.3177689581031247
GPT-5 Mini,GPT 5 Mini,base_2,Numerical steer,text_image,Bayes(range),3.9601519322596195e-12,0.08857797472444935,0.04751644003886794
GPT-5 Mini,GPT 5 Mini,base_2,Numerical steer,text_image,Equal,2.277796184757969e-12,0.17665614613181743,0.5
GPT-5 Mini,GPT 5 Mini,base_2,Numerical steer,text_image,Bayes(stimulus),1.9371346345292068e-12,0.1254842687866485,0.23416563233470544
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical steer,text_image,EmpiricalLinear,0.0382246239973681,1.073689620553759,-0.02690356283284491
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical steer,text_image,Bayes(stimulus),0.0103089713896414,0.8984014415468388,0.20766240870632166
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical steer,text_image,Bayes(range),2.282080106865523e-13,0.7825275904171165,0.304702847788524
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_2,Numerical steer,text_image,Equal,4.777399758538731e-20,0.7795908531287643,0.5
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical steer,text_image,Bayes(stimulus),0.0032446295486983,0.5133858987909814,0.4011801420635949
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical steer,text_image,Bayes(range),9.155179490296123e-09,0.514315720265937,0.3234774092590506
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical steer,text_image,EmpiricalLinear,6.065085506668697e-11,0.5815821677122722,0.309358222479725
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_2,Numerical steer,text_image,Equal,8.92903755335907e-16,0.6049470108543894,0.5
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_2,Numerical steer,text_image,Bayes(stimulus),0.0058924466273504,0.2127915082191799,0.1880413962502011
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_2,Numerical steer,text_image,EmpiricalLinear,2.511231491049882e-05,0.23335770102685136,0.29789498591208297
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_2,Numerical steer,text_image,Bayes(range),5.3089033012892246e-08,0.21256519886321104,0.3235515952739627
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_2,Numerical steer,text_image,Equal,1.0926001307604264e-09,0.2404067643459151,0.5
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical steer,text_image,EmpiricalLinear,0.999999999999073,0.7688686152830747,0.6700873385989761
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical steer,text_image,Equal,2.963617695375517e-14,0.6640280604566816,0.5
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical steer,text_image,Bayes(range),2.4937830757689913e-16,0.6742950134228876,0.48305748904152573
gemma-3-4b-it,Gemma 3 4B it,base_2,Numerical steer,text_image,Bayes(stimulus),6.442509134576533e-17,0.7017886565013683,0.5848016732716838
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_5,Gradual noise,text_image,Equal,0.8889872259161922,0.4679475788070564,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_5,Gradual noise,text_image,EmpiricalLinear,0.1110127201339516,0.48428998771046317,0.5592926744840888
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_5,Gradual noise,text_image,Bayes(range),6.187531122767579e-09,0.421998796430064,0.2234943145100583
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_5,Gradual noise,text_image,Bayes(stimulus),6.180205497156911e-10,0.4433911012672053,0.37851730078743206
meta-llama_llama-4-maverick,Llama 4 Maverick,base_5,Gradual noise,text_image,EmpiricalLinear,0.9988285273950316,0.7263377517984243,0.12202420746599664
meta-llama_llama-4-maverick,Llama 4 Maverick,base_5,Gradual noise,text_image,Bayes(range),0.0011714726049683,0.7315672248134955,0.18682674119826756
meta-llama_llama-4-maverick,Llama 4 Maverick,base_5,Gradual noise,text_image,Equal,2.3981118942360824e-21,0.8133270127785314,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base_5,Gradual noise,text_image,Bayes(stimulus),1.2512425231269592e-24,0.7547044121428415,0.5483009397467316
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,text_image,Bayes(stimulus),0.0025458470966277,0.5126609241876338,0.5300769804707072
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,text_image,EmpiricalLinear,5.5729487299300836e-14,0.4711424740260445,0.5017165624608468
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,text_image,Equal,2.948975040554585e-16,0.5263736767474039,0.5
openai_gpt-4o-2024-08-06,GPT 4o,base_5,Gradual noise,text_image,Bayes(range),4.1424302393376004e-20,0.5272913780600307,0.3804766764607576
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,text_image,EmpiricalLinear,0.999984984110874,0.5829898946791194,0.013637955258029775
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,text_image,Bayes(range),1.4942318063044176e-05,0.5321407020204753,0.264328085053493
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,text_image,Bayes(stimulus),1.9177904189998205e-19,0.5647825046385233,0.4556982345019473
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_5,Gradual noise,text_image,Equal,2.0581760642923045e-24,0.6145070038884112,0.5
GPT-5 Mini,GPT 5 Mini,base_5,Gradual noise,text_image,Equal,0.8116656603054985,0.22777552812211985,0.5
GPT-5 Mini,GPT 5 Mini,base_5,Gradual noise,text_image,EmpiricalLinear,0.1883033580059931,0.25191521773293213,0.5010121558309906
GPT-5 Mini,GPT 5 Mini,base_5,Gradual noise,text_image,Bayes(stimulus),5.657557317638768e-06,0.20822938234670313,0.29486963729377574
GPT-5 Mini,GPT 5 Mini,base_5,Gradual noise,text_image,Bayes(range),1.9764993611992584e-12,0.09487451177092254,0.035717446368879
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,text_image,Bayes(range),0.9934335886170352,0.8248241182885828,0.2199568833517523
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,text_image,EmpiricalLinear,0.0065664091643766,1.0085075191174693,0.1687436111858545
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,text_image,Bayes(stimulus),2.5471280311485515e-10,0.8378066301711671,0.4380204038211692
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_5,Gradual noise,text_image,Equal,1.7525585617387316e-14,0.9229779855752908,0.5
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,text_image,EmpiricalLinear,0.0253044967401465,0.5181515244943632,0.5170395781832209
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,text_image,Equal,0.0116910917642324,0.4613055343971697,0.5
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,text_image,Bayes(stimulus),0.0014832437107313,0.5588996129788608,0.568789293325342
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_5,Gradual noise,text_image,Bayes(range),1.5656091701579075e-09,0.44863773200033674,0.3146526645551185
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_5,Gradual noise,text_image,Bayes(stimulus),0.0019338726249606,0.2474353341326789,0.3026780573867848
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_5,Gradual noise,text_image,EmpiricalLinear,7.652389895307986e-05,0.2740093730103881,0.35141695299531783
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_5,Gradual noise,text_image,Bayes(range),3.4806703493195062e-06,0.25158192128790813,0.30783252608997563
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_5,Gradual noise,text_image,Equal,8.997690594038468e-10,0.2953562636256158,0.5
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,text_image,EmpiricalLinear,0.9999999591845384,0.9717904579139747,-0.6898526319641946
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,text_image,Bayes(range),3.327242598121522e-08,0.9059986345294411,0.2070863466780357
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,text_image,Bayes(stimulus),4.347679321403696e-13,0.9193835656684989,0.33797617902539856
gemma-3-4b-it,Gemma 3 4B it,base_5,Gradual noise,text_image,Equal,4.528086748323874e-15,0.9747804627185036,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_7,Longer Context,text_image,EmpiricalLinear,0.9999999528016932,0.5919458610938487,0.5158640759927242
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_7,Longer Context,text_image,Equal,4.719760218119372e-08,0.4693965751576076,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_7,Longer Context,text_image,Bayes(stimulus),5.219394677344805e-16,0.5418893342957342,0.4504898720908334
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_7,Longer Context,text_image,Bayes(range),1.7356038852606585e-17,0.4467026492273762,0.227838448465018
meta-llama_llama-4-maverick,Llama 4 Maverick,base_7,Longer Context,text_image,EmpiricalLinear,0.999993692674996,0.7387208631771781,0.25509524921626364
meta-llama_llama-4-maverick,Llama 4 Maverick,base_7,Longer Context,text_image,Bayes(range),5.427466916328575e-06,0.6592980739270247,0.4300946127449836
meta-llama_llama-4-maverick,Llama 4 Maverick,base_7,Longer Context,text_image,Equal,3.8002752462769555e-15,0.679606407444755,0.5
meta-llama_llama-4-maverick,Llama 4 Maverick,base_7,Longer Context,text_image,Bayes(stimulus),0.0,0.6537308921690717,0.4915924168114094
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,text_image,EmpiricalLinear,1.0,0.349982053498688,0.592642404359845
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,text_image,Bayes(range),1.0324937640180832e-18,0.4950063790731509,0.6086684966741337
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,text_image,Equal,5.0609188449122073e-23,0.5119464021115434,0.5
openai_gpt-4o-2024-08-06,GPT 4o,base_7,Longer Context,text_image,Bayes(stimulus),9.8410278932719e-33,0.5455821057733214,0.391473289757288
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,text_image,EmpiricalLinear,0.5889162151337148,0.44519729291174004,0.5773475360611767
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,text_image,Equal,0.3706444128700409,0.47839507561150285,0.5
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,text_image,Bayes(stimulus),6.653270167626906e-11,0.530952972142171,0.5139788926863952
qwen_qwen2.5-vl-32b-instruct,Qwen2.5 VL 32B,base_7,Longer Context,text_image,Bayes(range),4.269679019744953e-15,0.499529140716683,0.3474290521634573
GPT-5 Mini,GPT 5 Mini,base_7,Longer Context,text_image,EmpiricalLinear,0.999999999677038,0.24245175156403267,0.3497394604744734
GPT-5 Mini,GPT 5 Mini,base_7,Longer Context,text_image,Bayes(stimulus),2.0619344805296233e-11,0.16873941457891892,0.3032739869666009
GPT-5 Mini,GPT 5 Mini,base_7,Longer Context,text_image,Bayes(range),1.4598994925748603e-31,0.10443890883175784,0.06207515896833366
GPT-5 Mini,GPT 5 Mini,base_7,Longer Context,text_image,Equal,1.6539309939828303e-37,0.2329802478360166,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,text_image,Bayes(range),0.6537010745628431,0.9060925480900641,0.18856628073354512
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,text_image,EmpiricalLinear,0.3462989254371569,1.0041787953532113,0.18572248577990635
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,text_image,Equal,2.718121422418576e-26,0.9985419063794493,0.5
microsoft_phi-4-multimodal-instruct,Phi 4 Multimodal,base_7,Longer Context,text_image,Bayes(stimulus),9.822087666095431e-41,1.1870360631746928,0.2770283342461152
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,text_image,Bayes(stimulus),3.3579193813005466e-12,0.5582634643251482,0.21137677694004842
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,text_image,EmpiricalLinear,3.1306301183105954e-13,0.7246668976834372,0.13334157776882238
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,text_image,Bayes(range),3.902722184432019e-19,0.5542096896282066,0.2012925233559122
mistralai_mistral-small-3.2-24b-instruct,Mistral 24B,base_7,Longer Context,text_image,Equal,8.132167634647305e-65,0.690335081825984,0.5
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_7,Longer Context,text_image,Bayes(range),0.359775248151691,0.2198167795164669,0.08847436017185534
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_7,Longer Context,text_image,EmpiricalLinear,0.1999471697781402,0.2268357256292914,0.07408978012211406
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_7,Longer Context,text_image,Bayes(stimulus),1.9010146222482552e-23,0.28542865701800635,0.15256985109168428
anthropic_claude-3.7-sonnet,Claude 3.7 Sonnet,base_7,Longer Context,text_image,Equal,2.1453440062737898e-72,0.4552815256731369,0.5
gemma-3-4b-it,Gemma 3 4B it,base_7,Longer Context,text_image,EmpiricalLinear,0.999999999954588,0.9580602869250814,0.36168114758343645
gemma-3-4b-it,Gemma 3 4B it,base_7,Longer Context,text_image,Bayes(range),3.781237379745941e-17,0.9227468884704032,0.330591006123828
gemma-3-4b-it,Gemma 3 4B it,base_7,Longer Context,text_image,Equal,2.887256053336758e-18,0.949632561226482,0.5
gemma-3-4b-it,Gemma 3 4B it,base_7,Longer Context,text_image,Bayes(stimulus),1.4368237452465192e-27,0.9103024921728401,0.24361708124937678
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_6,Inconsistent Prior,text_image,Equal,0.8828317663962236,0.4667444831682272,0.5
google_gemini-2.5-flash-lite,Gemini 2.5 Flash Lite,base_6,Inconsistent Prior,text_image,EmpiricalLinear,0.1171682321417539,0.49026533441147285,0.5752009633158712
